frame,t_sec,text,ocr_conf,cls,damage,mult,bbox_x,bbox_y,bbox_w,bbox_h,mult_tokens,rgb_r,rgb_g,rgb_b,r_over_g,colour_class
20,720.0,Gladiator,1.0,other,,,0.00577,0.9738,0.0437,0.01881,,216.6,210.3,188.3,1.03,cream_dealt
20,720.0,9:49:26 PM,1.0,other,,,0.00872,0.93796,0.07558,0.01852,,215.9,205.8,184.7,1.049,cream_dealt
20,720.0,"(180,843/297,609)",1.0,health_readout,,,0.37791,0.83204,0.09012,0.0155,,236.1,235.4,234.1,1.003,neutral
20,720.0,"(208,919/303,657)",1.0,health_readout,,,0.32413,0.77261,0.09302,0.01292,,238.3,237.4,236.6,1.004,neutral
20,720.0,"(14,010/16,368)",1.0,health_readout,,,0.45785,0.6124,0.0814,0.02067,,219.9,225.6,216.8,0.975,neutral
20,720.0,"(195,886/260,786)",1.0,health_readout,,,0.19331,0.56848,0.09157,0.0155,,233.9,235.6,237.9,0.993,neutral
20,720.0,"(299,246/427,128)",1.0,health_readout,,,0.2282,0.47028,0.09157,0.0155,,229.9,228.0,226.7,1.008,neutral
20,720.0,"(170,634/271,687)",1.0,health_readout,,,0.22238,0.44703,0.09157,0.0155,,230.2,226.2,224.3,1.018,neutral
20,720.0,"(201,485/260,786),",1.0,other,,,0.32413,0.33333,0.09302,0.01809,,223.6,224.8,222.0,0.994,neutral
20,720.0,"(209,255/273,975)",1.0,health_readout,,,0.13663,0.31783,0.09738,0.01809,,232.5,234.1,198.9,0.993,neutral
20,720.0,"(382,4000425,285)",1.0,other,,,0.12645,0.29457,0.09012,0.01809,,234.3,234.1,210.7,1.001,neutral
20,720.0,63588,1.0,bare,63588,,0.28924,0.29974,0.03198,0.01809,,200.8,201.4,197.7,0.997,neutral
20,720.0,"967/273,975)",1.0,health_readout,,,0.2093,0.22222,0.06686,0.01292,,235.0,234.9,226.9,1.001,neutral
20,720.0,59307,1.0,bare,59307,,0.375,0.23514,0.02907,0.0155,,199.8,200.8,195.7,0.995,neutral
20,720.0,63621,1.0,bare,63621,,0.32267,0.21964,0.03634,0.01809,,195.7,205.7,197.3,0.951,neutral
20,720.0,"(37,840/37,840)",1.0,health_readout,,,0.00581,0.08269,0.07849,0.0155,,226.8,230.3,231.1,0.985,neutral
20,720.0,14010/16368,1.0,health_readout,,,0.30378,0.05426,0.05233,0.0155,,236.3,228.0,220.3,1.036,cream_dealt
20,720.0,100,1.0,hud,100,,0.48983,0.05685,0.0189,0.0155,,245.5,204.6,98.0,1.2,cream_dealt
20,720.0,Crucible of the Dead,1.0,other,,,0.89244,0.9713,0.09738,0.01852,,212.3,209.8,192.2,1.012,neutral
20,720.0,125,1.0,hud,125,,0.71802,0.88889,0.01599,0.0155,,183.6,173.1,148.2,1.061,cream_dealt
20,720.0,02:33,1.0,other,,,0.77471,0.88889,0.02326,0.0155,,184.1,179.6,160.7,1.025,cream_dealt
20,720.0,"(392.428/447,994)",1.0,other,,,0.7311,0.77778,0.09157,0.01809,,236.4,240.7,222.7,0.982,neutral
20,720.0,Objectives,1.0,other,,,0.87355,0.68217,0.05523,0.01809,,238.6,166.7,95.0,1.432,cream_dealt
20,720.0,"(203,160/275,518)",1.0,health_readout,,,0.6468,0.18088,0.08866,0.0155,,232.9,231.6,231.1,1.006,neutral
20,720.0,1509/2576,1.0,health_readout,,,0.64826,0.05168,0.04506,0.01809,,232.4,237.7,236.8,0.978,neutral
20,720.0,Q Eliminate all Enemies,0.5,other,,,0.87936,0.66111,0.08576,0.01589,,214.6,215.2,219.9,0.997,neutral
20,720.0,68528,0.3,bare,68528,,0.45058,0.63566,0.0218,0.01292,,194.4,196.0,195.4,0.992,neutral
20,720.0,"(200.055/26630828/22,49537217.057)",0.3,other,,,0.25727,0.47545,0.17587,0.02842,,222.9,221.4,220.2,1.007,neutral
20,720.0,"(286,2463621,957)",0.3,other,,,0.33866,0.36176,0.09012,0.01809,,223.1,222.3,221.4,1.003,neutral
20,720.0,0),0.3,other,,,-0.0,0.25065,0.01017,0.0155,,240.0,240.1,237.3,1.0,neutral
20,720.0,(30.(22253682026220.91),0.3,other,,,0.11483,0.2093,0.10756,0.02584,,234.5,234.0,217.8,1.002,neutral
20,720.0,x3,0.3,other,,,0.81977,0.90439,0.02471,0.02842,,249.6,238.3,182.9,1.047,cream_dealt
20,720.0,153,0.3,hud,153,,0.82558,0.85013,0.0189,0.01809,,195.3,83.5,38.6,2.339,red_taken
20,720.0,1743,0.3,bare,1743,,0.70203,0.09044,0.02035,0.01809,,215.5,189.8,183.1,1.135,cream_dealt
21,722.0,Gladiator,1.0,other,,,0.00576,0.97361,0.04517,0.01661,,214.7,209.9,194.0,1.023,cream_dealt
21,722.0,9:49:28,1.0,other,,,0.00869,0.93769,0.04803,0.0161,,221.1,204.6,192.6,1.081,cream_dealt
21,722.0,Skeletal Archer,1.0,other,,,0.45058,0.96641,0.09884,0.01809,,250.0,248.9,246.0,1.005,neutral
21,722.0,105,1.0,bare,105,,0.48983,0.94574,0.01744,0.0155,,187.7,136.8,70.4,1.371,cream_dealt
21,722.0,Undead,1.0,other,,,0.48256,0.90181,0.03488,0.0155,,232.9,229.2,233.4,1.016,neutral
21,722.0,Crucible of the Dead,1.0,other,,,0.8924,0.96072,0.09748,0.02946,,203.4,200.3,175.2,1.016,neutral
21,722.0,125,1.0,hud,125,,0.71948,0.88889,0.01744,0.0155,,179.4,172.1,146.9,1.042,cream_dealt
21,722.0,02:31,1.0,other,,,0.77471,0.88889,0.02326,0.01292,,186.7,180.8,162.1,1.032,cream_dealt
21,722.0,153,1.0,hud,153,,0.82558,0.85013,0.0189,0.01809,,196.0,83.7,40.2,2.343,red_taken
21,722.0,"31640 (x1,77)",1.0,crit_garbled,,1.77,0.54942,0.67183,0.07122,0.02076,1.77,189.6,226.6,157.0,0.837,neutral
21,722.0,"(30,265/37,840)",1.0,health_readout,,,0.35029,0.54005,0.07849,0.0155,,238.0,234.8,232.8,1.014,neutral
21,722.0,"(37,840/37,840)",1.0,health_readout,,,0.30669,0.5168,0.07994,0.0155,,233.5,230.2,225.6,1.014,neutral
21,722.0,76538 (x1.79),1.0,crit,76538,1.79,0.40843,0.50093,0.07849,0.0213,1.79,245.6,229.8,197.8,1.069,cream_dealt
21,722.0,Objectives,1.0,other,,,0.87351,0.68178,0.05531,0.01886,,229.7,170.4,100.5,1.348,cream_dealt
21,722.0,"(194,198/275,518)",1.0,health_readout,,,0.78634,0.52713,0.09157,0.0155,,230.1,229.4,230.9,1.003,neutral
21,722.0,"(37.840/37,840)",1.0,other,,,0.2936,0.30491,0.07849,0.0155,,227.3,239.5,245.9,0.949,neutral
21,722.0,19998/20005,1.0,health_readout,,,0.30233,0.05426,0.05378,0.0155,,234.7,226.0,223.3,1.038,cream_dealt
21,722.0,100,1.0,hud,100,,0.48983,0.05685,0.0189,0.01292,,245.4,206.5,103.7,1.188,cream_dealt
21,722.0,1588/2576,1.0,health_readout,,,0.64826,0.05168,0.04506,0.01809,,231.7,236.7,236.7,0.979,neutral
21,722.0,22,1.0,bare,22,,0.43459,0.01034,0.01453,0.01809,,251.0,249.8,254.9,1.005,neutral
21,722.0,"(37,840/37,840)-",0.5,other,,,0.33721,0.64083,0.08576,0.01292,,239.9,234.0,234.7,1.025,cream_dealt
21,722.0,"99294 (x1,99) 8499 (x2.09)",0.5,crit_garbled,,1.99,0.43459,0.63307,0.21221,0.03101,1.99;2.09,178.5,188.7,130.4,0.946,neutral
21,722.0,O Eliminate all Enemies,0.5,other,,,0.87936,0.66111,0.08576,0.01589,,211.8,215.1,221.9,0.984,neutral
21,722.0,PM,0.3,other,,,0.06395,0.93798,0.02035,0.0155,,225.1,206.6,190.7,1.089,cream_dealt
21,722.0,x3,0.3,other,,,0.81977,0.90439,0.02471,0.02842,,249.5,237.2,183.8,1.052,cream_dealt
21,722.0,"(37,840/37/840):975)2075",0.3,other,,,0.38227,0.65891,0.12209,0.02326,,222.6,218.2,218.7,1.02,cream_dealt
21,722.0,"49847 x8l 80,05)",0.3,other,,,0.44622,0.61757,0.09302,0.01854,,232.9,223.4,177.1,1.043,cream_dealt
21,722.0,(362.463/4752.051025010425%212082 81.39),0.3,other,,,0.35174,0.57106,0.23983,0.04931,,207.2,201.6,179.7,1.028,cream_dealt
22,724.0,Gladiator,1.0,other,,,0.00573,0.97092,0.04522,0.0194,,213.6,208.9,194.0,1.022,cream_dealt
22,724.0,9:49:30,1.0,other,,,0.00869,0.93769,0.04802,0.0161,,216.3,203.7,191.1,1.062,cream_dealt
22,724.0,Crucible of the Dead,1.0,other,,,0.89244,0.9713,0.09738,0.01852,,218.0,208.6,192.0,1.045,cream_dealt
22,724.0,125,1.0,hud,125,,0.71948,0.88889,0.01308,0.01292,,186.9,179.2,154.1,1.043,cream_dealt
22,724.0,153,1.0,hud,153,,0.82558,0.85013,0.0189,0.01809,,196.0,83.7,40.2,2.343,red_taken
22,724.0,"(15,475/20,005)",1.0,health_readout,,,0.4593,0.61499,0.07994,0.01809,,226.5,224.5,217.3,1.009,neutral
22,724.0,Objectives,1.0,other,,,0.87348,0.6815,0.05537,0.01944,,227.4,173.9,101.8,1.308,cream_dealt
22,724.0,"(190,979/275,518)",1.0,health_readout,,,0.8125,0.62791,0.09012,0.0155,,233.0,235.4,238.0,0.99,neutral
22,724.0,66704 (x1.89),1.0,crit,66704,1.89,0.43459,0.32558,0.09012,0.02349,1.89,150.4,186.1,177.7,0.808,neutral
22,724.0,(20.379/37.840),1.0,other,,,0.10029,0.20155,0.07849,0.01292,,233.8,238.9,243.3,0.978,neutral
22,724.0,"(1,845/37,840)",1.0,health_readout,,,0.19767,0.16279,0.07413,0.0155,,234.6,230.9,236.4,1.016,neutral
22,724.0,15475/20005,1.0,health_readout,,,0.30233,0.05426,0.05378,0.0155,,235.3,222.8,217.9,1.056,cream_dealt
22,724.0,1612/2576,1.0,health_readout,,,0.64815,0.05078,0.04528,0.01989,,226.3,234.0,231.4,0.967,neutral
22,724.0,20,1.0,bare,20,,0.43605,0.01292,0.01308,0.01292,,254.9,254.5,255.0,1.001,neutral
22,724.0,O Eliminate all Enemies,0.5,other,,,0.87936,0.66111,0.08576,0.01589,,215.0,218.5,221.9,0.984,neutral
22,724.0,7,0.5,bare,7,,0.82558,0.60465,0.01017,0.01809,,130.2,125.6,115.0,1.036,cream_dealt
22,724.0,100,0.5,hud,100,,0.49419,0.05685,0.01453,0.01292,,245.5,207.7,104.2,1.182,cream_dealt
22,724.0,PM,0.3,other,,,0.05669,0.93798,0.02762,0.0155,,220.9,205.0,186.0,1.077,cream_dealt
22,724.0,02:29,0.3,other,,,0.77471,0.89147,0.0218,0.01034,,188.3,182.5,167.1,1.031,cream_dealt
22,724.0,x3,0.3,other,,,0.81977,0.90181,0.02471,0.03101,,248.9,234.8,179.2,1.06,cream_dealt
23,726.0,Gladiator,1.0,other,,,0.00575,0.97359,0.04518,0.01665,,219.9,208.2,195.3,1.056,cream_dealt
23,726.0,9:49:32,1.0,other,,,0.00872,0.93798,0.04942,0.0155,,221.2,205.4,193.9,1.077,cream_dealt
23,726.0,PM,1.0,other,,,0.05669,0.93798,0.02762,0.0155,,219.8,204.9,189.1,1.073,cream_dealt
23,726.0,02:27,1.0,other,,,0.77616,0.88889,0.02035,0.01292,,190.0,180.8,159.2,1.051,cream_dealt
23,726.0,125,1.0,hud,125,,0.71657,0.88889,0.02471,0.0155,,183.4,170.1,146.6,1.078,cream_dealt
23,726.0,153,1.0,hud,153,,0.82558,0.85013,0.0189,0.01809,,197.2,83.8,40.0,2.354,red_taken
23,726.0,20005/20005,1.0,health_readout,,,0.30233,0.05426,0.05378,0.0155,,233.1,228.4,225.1,1.021,cream_dealt
23,726.0,1582/2576,1.0,health_readout,,,0.64817,0.051,0.04522,0.01944,,229.0,235.0,233.6,0.974,neutral
23,726.0,Crucible of the Dead,1.0,other,,,0.89244,0.9713,0.09738,0.01852,,219.4,207.5,194.6,1.058,cream_dealt
23,726.0,Objectives,1.0,other,,,0.87352,0.68194,0.05528,0.01855,,233.0,171.9,92.3,1.355,cream_dealt
23,726.0,x3,0.5,other,,,0.81977,0.90181,0.02326,0.02842,,249.4,240.0,188.2,1.039,cream_dealt
23,726.0,Eliminate all Enemies,0.5,other,,,0.88227,0.66111,0.08285,0.01589,,225.1,222.9,217.5,1.01,neutral
23,726.0,"51012 (214/05/20,005)",0.3,other,,,0.42587,0.60463,0.11337,0.02593,,236.6,229.4,210.8,1.031,cream_dealt
23,726.0,00,0.3,hud,0,,0.49419,0.05685,0.01453,0.01292,,247.3,207.8,102.5,1.19,cream_dealt
23,726.0,18,0.3,bare,18,,0.43605,0.0155,0.01308,0.01034,,254.5,254.2,255.0,1.001,neutral
24,728.0,Gladiator,1.0,other,,,0.00574,0.97349,0.0452,0.01685,,220.1,207.7,192.7,1.06,cream_dealt
24,728.0,9:49:34,1.0,other,,,0.00869,0.9377,0.04802,0.01608,,218.4,205.5,192.4,1.063,cream_dealt
24,728.0,Chtbonic,1.0,other,,,0.4782,0.90181,0.0436,0.0155,,228.6,230.5,223.2,0.992,neutral
24,728.0,Crucible of the Dead,1.0,other,,,0.89244,0.9713,0.09738,0.01852,,218.8,207.9,195.1,1.053,cream_dealt
24,728.0,125,1.0,hud,125,,0.71657,0.88889,0.02471,0.0155,,183.4,170.1,146.6,1.078,cream_dealt
24,728.0,02:25,1.0,other,,,0.77616,0.88889,0.0218,0.0155,,187.2,179.2,158.8,1.045,cream_dealt
24,728.0,153,1.0,hud,153,,0.82558,0.85013,0.0189,0.01809,,197.2,83.8,40.0,2.354,red_taken
24,728.0,"(351,059/584,695)",1.0,health_readout,,,0.46657,0.77519,0.09012,0.0155,,240.3,237.3,240.0,1.013,neutral
24,728.0,Objectives,1.0,other,,,0.87352,0.68186,0.0553,0.0187,,229.3,172.5,94.8,1.33,cream_dealt
24,728.0,20005/20005,1.0,health_readout,,,0.30233,0.05426,0.05378,0.0155,,234.7,228.2,224.9,1.029,cream_dealt
24,728.0,100,1.0,hud,100,,0.48983,0.05685,0.0189,0.0155,,244.4,204.6,98.1,1.194,cream_dealt
24,728.0,1594/2576,1.0,health_readout,,,0.64805,0.04992,0.04546,0.02161,,225.4,230.4,230.3,0.979,neutral
24,728.0,Chtbonian Unraveler,0.5,other,,,0.43314,0.96641,0.13372,0.01809,,209.0,163.0,111.2,1.283,cream_dealt
24,728.0,O Eliminate all Enemies,0.5,other,,,0.87936,0.66111,0.08576,0.01589,,215.7,219.7,219.6,0.982,neutral
24,728.0,464731(x1.99),0.5,crit,464731,1.99,0.47965,0.63824,0.07703,0.02326,1.99,217.3,177.9,109.7,1.221,cream_dealt
24,728.0,PM,0.3,other,,,0.06541,0.93798,0.0189,0.0155,,218.6,207.0,193.8,1.056,cream_dealt
24,728.0,-1G ĐẢU ĐAC 2,0.3,other,,,0.4564,0.93519,0.09012,0.0287,,178.8,137.4,123.8,1.301,cream_dealt
24,728.0,x3,0.3,other,,,0.81977,0.90439,0.02326,0.02584,,250.2,242.0,192.3,1.034,cream_dealt
24,728.0,(20.085/20.005),0.3,other,,,0.45914,0.61073,0.08171,0.0292,,209.0,202.5,201.9,1.032,cream_dealt
25,730.0,Gladiator,1.0,other,,,0.00579,0.97394,0.04365,0.01594,,214.3,210.7,192.9,1.017,neutral
25,730.0,Crucible of the Dead,1.0,other,,,0.89244,0.9713,0.09738,0.01852,,211.9,208.3,192.6,1.017,neutral
25,730.0,125,1.0,hud,125,,0.71948,0.88889,0.01599,0.01292,,184.8,177.3,152.2,1.042,cream_dealt
25,730.0,02:10,1.0,other,,,0.77471,0.88889,0.0218,0.01292,,189.4,182.8,167.8,1.036,cream_dealt
25,730.0,154,1.0,hud,154,,0.82558,0.85013,0.0189,0.01809,,196.3,86.2,40.1,2.276,red_taken
25,730.0,"4618 (x1,99)",1.0,crit_garbled,,1.99,0.71657,0.69722,0.0407,0.01337,1.99,140.7,138.2,128.4,1.018,neutral
25,730.0,Objectives,1.0,other,,,0.87354,0.68208,0.05525,0.01826,,240.1,169.5,88.5,1.417,cream_dealt
25,730.0,"(20,005/20,005)",1.0,health_readout,,,0.46076,0.61757,0.07994,0.01292,,242.4,241.8,240.6,1.003,neutral
25,730.0,20005/20005,1.0,health_readout,,,0.30233,0.05426,0.05378,0.0155,,233.5,228.5,226.9,1.022,cream_dealt
25,730.0,100,1.0,hud,100,,0.48983,0.05685,0.0189,0.0155,,245.9,204.9,98.1,1.2,cream_dealt
25,730.0,1588/2576,1.0,health_readout,,,0.64819,0.05115,0.04519,0.01915,,230.0,236.6,235.9,0.972,neutral
25,730.0,"^4/2,058,20",0.5,other,,,0.94186,0.94574,0.05669,0.0155,,222.3,227.6,231.4,0.977,neutral
25,730.0,X4,0.5,other,,,0.81977,0.90439,0.02616,0.02842,,250.6,239.4,190.2,1.047,cream_dealt
25,730.0,Ô Eliminate all Enemies,0.5,other,,,0.87936,0.66111,0.08576,0.01589,,222.8,217.1,214.0,1.026,cream_dealt
25,730.0,(29.49:362,0.3,other,,,0.0,0.9354,0.06395,0.02584,,215.5,213.7,200.3,1.009,neutral
25,730.0,•PH 073),0.3,other,,,0.0625,0.925,0.04651,0.03624,,204.6,200.2,189.7,1.022,cream_dealt
26,732.0,Gladiator,1.0,other,,,0.00572,0.97077,0.04525,0.0197,,221.8,209.9,189.8,1.057,cream_dealt
26,732.0,9:49:38,1.0,other,,,0.01015,0.93771,0.04657,0.01606,,220.1,205.7,189.7,1.07,cream_dealt
26,732.0,Crucible of the Dead,1.0,other,,,0.89244,0.9713,0.09738,0.01852,,213.2,208.6,192.0,1.022,cream_dealt
26,732.0,"(2,366,088/2,373,673)",1.0,health_readout,,,0.12936,0.93023,0.11047,0.0155,,232.1,229.6,227.8,1.011,neutral
26,732.0,125,1.0,hud,125,,0.71948,0.88889,0.01453,0.01292,,186.0,178.3,152.8,1.043,cream_dealt
26,732.0,02:08,1.0,other,,,0.77471,0.88889,0.02326,0.01292,,190.0,184.0,167.9,1.033,cream_dealt
26,732.0,154,1.0,hud,154,,0.82558,0.85013,0.0189,0.01809,,197.5,85.4,39.7,2.313,red_taken
26,732.0,"(1,996,678/2,058,204)",1.0,health_readout,,,0.49128,0.81654,0.10901,0.0155,,235.2,234.3,238.0,1.004,neutral
26,732.0,Objectives,1.0,other,,,0.87353,0.68201,0.05527,0.01842,,232.6,171.1,98.1,1.36,cream_dealt
26,732.0,"(94,059/94,059)",1.0,health_readout,,,0.47093,0.36176,0.07994,0.0155,,234.0,231.5,229.8,1.011,neutral
26,732.0,"(92,151/92,151)",1.0,health_readout,,,0.46802,0.25065,0.07994,0.01292,,231.8,231.1,228.0,1.003,neutral
26,732.0,"(42,421/92,151)",1.0,health_readout,,,0.40262,0.21705,0.07849,0.0155,,228.5,222.5,223.7,1.027,cream_dealt
26,732.0,20005/20005,1.0,health_readout,,,0.30233,0.05426,0.05378,0.0155,,232.9,228.7,227.1,1.018,neutral
26,732.0,100,1.0,hud,100,,0.48983,0.05685,0.0189,0.0155,,245.9,204.9,98.1,1.2,cream_dealt
26,732.0,1594/2576,1.0,health_readout,,,0.64805,0.04986,0.04548,0.02172,,226.7,230.1,230.1,0.985,neutral
26,732.0,X4,0.5,other,,,0.81977,0.90439,0.02616,0.02842,,250.6,239.4,190.2,1.047,cream_dealt
26,732.0,Q Eliminate all Enemies,0.5,other,,,0.87936,0.66111,0.08576,0.01589,,216.2,219.8,223.7,0.984,neutral
26,732.0,"(2,890,628/2,924,379)",0.5,health_readout,,,0.30669,0.61757,0.10901,0.01292,,233.3,229.6,225.9,1.016,neutral
26,732.0,(94.059/94.059),0.5,other,,,0.51017,0.19121,0.09157,0.01292,,235.6,236.2,238.5,0.998,neutral
26,732.0,PM,0.3,other,,,0.06541,0.93798,0.01744,0.0155,,218.0,206.7,190.5,1.055,cream_dealt
26,732.0,"(20,005/20 •54029",0.3,other,,,0.4593,0.60185,0.0843,0.02606,,217.7,212.9,210.3,1.022,cream_dealt
26,732.0,202 077 202 027,0.3,other,,,0.53488,0.07752,0.0843,0.00775,,239.7,243.4,244.5,0.985,neutral
27,734.0,Gladiator,1.0,other,,,0.00579,0.97395,0.0451,0.01592,,217.3,209.0,193.4,1.04,cream_dealt
27,734.0,9:49:40,1.0,other,,,0.00871,0.93787,0.04799,0.01573,,220.7,205.5,190.6,1.074,cream_dealt
27,734.0,Ugdenbog Curned,1.0,other,,,0.44041,0.96111,0.11628,0.02339,,248.1,246.3,245.2,1.007,neutral
27,734.0,Crucible of the Dead,1.0,other,,,0.89244,0.9713,0.09738,0.01852,,210.8,208.6,191.6,1.011,neutral
27,734.0,Undead,1.0,other,,,0.4564,0.90181,0.03634,0.0155,,241.7,239.4,240.3,1.01,neutral
27,734.0,"(1,813,642/2,058,204)",1.0,health_readout,,,0.5189,0.87855,0.11047,0.0155,,229.8,228.5,229.9,1.005,neutral
27,734.0,125,1.0,hud,125,,0.71657,0.88889,0.02471,0.0155,,184.0,170.7,146.4,1.078,cream_dealt
27,734.0,02:06,1.0,other,,,0.77616,0.88889,0.0218,0.01292,,192.2,182.8,161.0,1.051,cream_dealt
27,734.0,154,1.0,hud,154,,0.82558,0.85013,0.0189,0.01809,,195.5,84.3,40.7,2.32,red_taken
27,734.0,"(2,085,628/2,373,673)",1.0,health_readout,,,0.31105,0.81137,0.10901,0.01292,,241.6,238.4,239.5,1.013,neutral
27,734.0,26972,1.0,bare,26972,,0.4375,0.66925,0.02326,0.01292,,204.4,172.2,150.2,1.187,cream_dealt
27,734.0,"(2.206,215/2,924,379)",1.0,other,,,0.37936,0.63049,0.11047,0.0155,,235.6,228.0,219.6,1.034,cream_dealt
27,734.0,"(100,396/202,027)",1.0,health_readout,,,0.38808,0.4522,0.09157,0.0155,,234.1,231.4,232.2,1.012,neutral
27,734.0,"(26,552/92,151)",1.0,health_readout,,,0.48837,0.57364,0.0843,0.0155,,228.1,219.1,210.3,1.041,cream_dealt
27,734.0,"(167,326/205,597)",1.0,health_readout,,,0.53924,0.5323,0.09012,0.01809,,225.7,219.2,213.2,1.029,cream_dealt
27,734.0,26502,1.0,bare,26502,,0.49709,0.52455,0.02326,0.01292,,202.6,192.1,193.6,1.055,cream_dealt
27,734.0,26518,1.0,bare,26518,,0.49273,0.50129,0.02616,0.0155,,205.6,195.1,198.0,1.054,cream_dealt
27,734.0,23627 (x1.67),1.0,crit,23627,1.67,0.5,0.4832,0.05959,0.01587,1.67,241.9,218.9,193.1,1.105,cream_dealt
27,734.0,30866,1.0,bare,30866,,0.53634,0.47287,0.02326,0.01292,,234.1,197.7,183.8,1.185,cream_dealt
27,734.0,"(134,814/202,027)",1.0,health_readout,,,0.49564,0.44703,0.09012,0.0155,,233.5,230.0,227.0,1.016,neutral
27,734.0,Objectives,1.0,other,,,0.87351,0.68179,0.05531,0.01885,,231.5,172.8,93.9,1.34,cream_dealt
27,734.0,"(73,499/94,059)",1.0,health_readout,,,0.44331,0.37726,0.07994,0.01809,,228.6,222.5,217.6,1.027,cream_dealt
27,734.0,19962/20005,1.0,health_readout,,,0.30233,0.05426,0.05233,0.0155,,234.3,226.5,224.0,1.034,cream_dealt
27,734.0,100,1.0,hud,100,,0.48983,0.05685,0.0189,0.0155,,244.1,203.7,98.4,1.198,cream_dealt
27,734.0,1595/2576,1.0,health_readout,,,0.64962,0.05342,0.04378,0.01719,,232.8,235.8,234.4,0.987,neutral
27,734.0,PM,0.5,other,,,0.0625,0.93282,0.02326,0.02067,,207.6,204.5,188.0,1.015,neutral
27,734.0,X4,0.5,other,,,0.81977,0.90439,0.02616,0.02842,,250.9,240.9,191.0,1.042,cream_dealt
27,734.0,3226 1899/2(x1.67),0.5,crit_garbled,,1.67,0.41424,0.64341,0.07849,0.01809,1.67,245.5,216.1,182.9,1.136,cream_dealt
27,734.0,O Eliminate all Enemies,0.5,other,,,0.87936,0.66111,0.08576,0.01589,,222.5,222.8,221.9,0.999,neutral
27,734.0,• buman,0.3,other,,,0.49417,0.90161,0.048,0.01589,,236.1,234.7,236.8,1.006,neutral
27,734.0,"(19 (080/ 20.005)24/94,059)",0.3,other,,,0.45785,0.61481,0.13081,0.0213,,226.4,222.5,220.0,1.018,neutral
27,734.0,1830 Cxh8846,0.3,other,,,0.4564,0.55,0.05669,0.03426,,227.8,201.9,178.3,1.128,cream_dealt
28,736.0,Gladiator,1.0,other,,,0.00577,0.97376,0.04514,0.0163,,216.6,209.5,194.4,1.034,cream_dealt
28,736.0,9:49:42,1.0,other,,,0.01015,0.93779,0.04655,0.01589,,219.8,207.2,194.2,1.061,cream_dealt
28,736.0,"Kubacabra,",1.0,other,,,0.39385,0.9608,0.07567,0.02671,,205.7,70.2,32.6,2.929,red_taken
28,736.0,the,1.0,other,,,0.46948,0.96124,0.02616,0.02326,,197.5,80.8,42.1,2.444,red_taken
28,736.0,Beast,1.0,other,,,0.48547,0.90181,0.02907,0.0155,,223.3,225.9,225.9,0.989,neutral
28,736.0,Crucible of the Dead,1.0,other,,,0.89244,0.9713,0.09738,0.01852,,211.1,208.8,192.2,1.011,neutral
28,736.0,125,1.0,hud,125,,0.71802,0.88889,0.02326,0.0155,,188.3,174.9,150.1,1.076,cream_dealt
28,736.0,02:04,1.0,other,,,0.77616,0.88889,0.0218,0.01292,,193.5,183.9,163.1,1.052,cream_dealt
28,736.0,154,1.0,hud,154,,0.82413,0.85013,0.02035,0.01809,,187.7,89.5,48.3,2.097,red_taken
28,736.0,Objectives,1.0,other,,,0.87351,0.68177,0.05531,0.01888,,231.0,172.1,94.8,1.342,cream_dealt
28,736.0,"(85.067/202,027)",1.0,other,,,0.39099,0.58398,0.08576,0.0155,,239.5,233.1,224.2,1.027,cream_dealt
28,736.0,18825/20005,1.0,health_readout,,,0.30233,0.05426,0.05378,0.0155,,235.5,225.2,221.7,1.046,cream_dealt
28,736.0,100,1.0,hud,100,,0.48983,0.05685,0.0189,0.0155,,244.1,203.7,98.4,1.198,cream_dealt
28,736.0,1594/2576,1.0,health_readout,,,0.64807,0.05011,0.04542,0.02123,,228.5,232.7,231.9,0.982,neutral
28,736.0,Endlesé-Menace,0.5,other,,,0.49419,0.96382,0.10756,0.02067,,213.3,73.1,33.4,2.919,red_taken
28,736.0,X4,0.5,other,,,0.81977,0.90439,0.02616,0.02842,,250.9,240.9,191.0,1.042,cream_dealt
28,736.0,O Eliminate all Enemies,0.5,other,,,0.87936,0.66111,0.08576,0.01589,,224.4,222.3,217.9,1.01,neutral
28,736.0,62151 (x1.79),0.5,crit,62151,1.79,0.47235,0.44407,0.08147,0.02658,1.79,246.1,223.9,165.2,1.099,cream_dealt
28,736.0,PM,0.3,other,,,0.06395,0.93798,0.02035,0.0155,,218.6,205.9,187.9,1.062,cream_dealt
28,736.0,"q0u,ro1c,000,404)",0.3,other,,,0.51599,0.99225,0.11047,0.00775,,242.4,242.4,244.4,1.0,neutral
28,736.0,→2210956,0.3,other,,,0.46076,0.94315,0.05814,0.02326,,190.7,166.9,138.3,1.143,cream_dealt
28,736.0,"(1.197:313029324:373,673)",0.3,other,,,0.38372,0.75452,0.13227,0.02584,,223.3,212.9,214.7,1.049,cream_dealt
28,736.0,(43873(x1078),0.3,other,,,0.45924,0.61191,0.08296,0.032,,239.2,226.4,194.0,1.057,cream_dealt
28,736.0,18979,0.3,bare,18979,,0.50581,0.54522,0.01744,0.01292,,143.2,139.8,141.0,1.024,cream_dealt
28,736.0,2899984x1.79),0.3,crit_garbled,,1.79,0.47372,0.50569,0.06855,0.03513,1.79,212.4,205.4,186.1,1.034,cream_dealt
28,736.0,5335155,0.3,bare,5335155,,0.48978,0.49318,0.03643,0.01623,,210.4,196.6,194.2,1.07,cream_dealt
