t_s,fire_red,chaos_magenta,vit_green,frost_blue,light_yellow,aether_teal,green_r0_60,sat_r0_60,green_r60_120,sat_r60_120,green_r120_200,sat_r120_200,green_r200_300,sat_r200_300,green_r300_450,sat_r300_450,green_r450_650,sat_r450_650
850.3667,0.04398052,0.00632571,0.01010127,0.00877363,0.00463397,0.00215133,0.03604938,0.70716049,0.0,0.46367428,0.0,0.38210365,0.02462534,0.33085934,0.01036441,0.25306664,0.02581803,0.06639884
850.4667,0.04948785,0.00513792,0.01022328,0.0084592,0.00406684,0.00234616,0.03539095,0.70403292,0.0,0.5303446,0.0,0.41125932,0.00073508,0.3199872,0.0201703,0.25688678,0.02518484,0.06943007
850.5667,0.05873216,0.00497444,0.00905141,0.00862076,0.00449797,0.00231289,0.01942387,0.66995885,0.0,0.50203029,0.0,0.43992867,0.0,0.37105188,0.01113898,0.25817245,0.02348735,0.07358758
850.6667,0.06203221,0.00311535,0.0110108,0.00865403,0.0085407,0.00239969,0.021893,0.82584362,0.0,0.61259877,0.0,0.50370525,0.00313004,0.37820118,0.01969081,0.23430848,0.02699819,0.05745333
850.7667,0.06582899,0.00194927,0.01029996,0.00868779,0.00917245,0.00222415,0.02847737,0.6836214,0.0,0.72042362,0.0,0.54416192,0.0,0.38013374,0.00818826,0.24580049,0.03229813,0.0556292
850.8667,0.06735532,0.00214217,0.01077932,0.01311632,0.00786314,0.00358748,0.0199177,0.56526749,0.0,0.37335382,0.0,0.40009726,0.0,0.31552926,0.00054799,0.26711419,0.04162356,0.09901222
850.9667,0.07329572,0.00318866,0.01159095,0.01560426,0.01084008,0.00470631,0.02930041,0.49547325,0.0,0.33082748,0.0,0.3838868,0.0,0.26465427,0.00140159,0.2745595,0.04845932,0.15021987
851.0667,0.06640963,0.00428434,0.01157986,0.01365596,0.01002074,0.00354022,0.02995885,0.38946502,0.0,0.20193152,0.0,0.32529758,0.00059281,0.19878118,0.00757177,0.2505638,0.04086912,0.17536968
851.1667,0.06513792,0.00620997,0.01155961,0.01518519,0.00725791,0.00352382,0.03193416,0.16757202,0.0,0.14508341,0.0,0.24234635,7.114e-05,0.18003652,0.01890043,0.27201977,0.03087009,0.2071397
851.2667,0.0757798,0.00456356,0.01013792,0.01096692,0.00791136,0.00252942,0.03259259,0.30650206,0.0,0.19331651,0.0,0.19306656,0.00499146,0.22262402,0.03503457,0.23552565,0.01695066,0.21709831
851.3667,0.07695602,0.00356771,0.01146123,0.00897714,0.00738378,0.0022039,0.02090535,0.37366255,0.0,0.27244293,0.0,0.18602659,0.00224082,0.15551788,0.05286536,0.1575528,0.0183814,0.20755195
851.4667,0.08645062,0.00299286,0.01042872,0.00776765,0.00426746,0.00203318,0.03325103,0.33300412,0.0,0.20374232,0.0,0.12507526,0.00138718,0.13303851,0.04431354,0.16669477,0.01948342,0.18774519
851.5667,0.08956549,0.00323447,0.01046345,0.00810426,0.00550444,0.00214988,0.03242798,0.30814815,0.0,0.20379719,0.0,0.11414478,0.00062838,0.09046287,0.04524617,0.13226089,0.02018128,0.18337483
851.6667,0.10768277,0.00387683,0.01130498,0.00790268,0.00530237,0.0021793,0.03407407,0.66699588,0.0,0.37675593,0.0,0.17782872,0.00090107,0.10579294,0.05448826,0.14685643,0.02394809,0.18456846
851.7667,0.12078318,0.00475453,0.01131125,0.00634838,0.00477382,0.00174238,0.03440329,0.67308642,0.0,0.36051361,0.0,0.17217822,0.00066395,0.11415157,0.07775155,0.22070354,0.01062144,0.19200509
851.8667,0.12576437,0.00475453,0.0099021,0.00582899,0.00539593,0.00165172,0.03604938,0.66765432,0.0,0.24923178,0.0,0.13049419,0.00379399,0.16356824,0.07273005,0.20777832,0.00444581,0.19711912
851.9667,0.1205599,0.00478106,0.01096017,0.005625,0.00519049,0.00160928,0.02930041,0.37613169,0.0,0.17471466,0.0,0.15643092,0.00889216,0.19674191,0.07478502,0.18613266,0.00451856,0.18468971
852.0667,0.12028983,0.00456983,0.00958382,0.00564091,0.00499084,0.00163098,0.02930041,0.181893,0.00054873,0.13421861,0.0,0.21770645,0.00960353,0.14546381,0.06296632,0.18175926,0.00421948,0.18559773
852.1667,0.11639323,0.00464892,0.00878328,0.00543981,0.00520882,0.00162857,0.03226337,0.33069959,0.00049385,0.17493415,0.0,0.09179751,0.01160723,0.10431092,0.05868777,0.19555916,0.00298273,0.17873502
852.2667,0.11567515,0.00472994,0.0094131,0.00498553,0.00495177,0.0016387,0.03259259,0.2490535,0.0,0.15924056,0.0,0.11766477,0.00901072,0.09610642,0.06533744,0.20268832,0.00370484,0.17980201
852.3667,0.11546586,0.00573351,0.0089376,0.00435475,0.00514516,0.00175781,0.02946502,0.31028807,0.0,0.17339772,0.0,0.09633644,0.01019634,0.10004268,0.06105889,0.17861885,0.00274293,0.16978143
852.4667,0.10891541,0.00536314,0.00963879,0.00520014,0.00595052,0.00176215,0.03522634,0.37662551,0.0,0.27414399,0.0,0.23375481,0.01005406,0.13198331,0.06273448,0.1717795,0.0048392,0.16239599
852.5667,0.11624807,0.00416136,0.01165123,0.00528308,0.00530671,0.0018287,0.03111111,0.34666667,0.0,0.15496049,0.0,0.11372794,0.00992365,0.13439012,0.06259221,0.23341799,0.01238091,0.17939246
852.6667,0.10950666,0.00432051,0.01096499,0.00531491,0.00509211,0.00139323,0.03522634,0.44329218,0.0,0.14447981,0.0,0.09038488,0.00776582,0.15187802,0.05860873,0.21477575,0.01080197,0.17430538
852.7667,0.10806568,0.00420091,0.01056231,0.00484182,0.00486063,0.00118007,0.03292181,0.1399177,0.0,0.11523266,0.0,0.07950072,0.01063502,0.15362089,0.06365658,0.22059288,0.0088512,0.16625981
852.8667,0.11616319,0.00451051,0.01049817,0.00492573,0.00540943,0.00120419,0.0345679,0.04213992,0.0,0.08675373,0.0,0.14121625,0.00874988,0.17329033,0.06300847,0.24931501,0.00794318,0.18160459
852.9667,0.1191604,0.00399932,0.01095824,0.00531154,0.00486979,0.00120419,0.03390947,0.03967078,0.0,0.0701273,0.0,0.16208142,0.0097458,0.18675899,0.06027905,0.2643637,0.01173155,0.19755292
853.0667,0.11032359,0.00337047,0.01046586,0.00538918,0.00362944,0.00120467,0.03390947,0.04395062,0.0,0.06074407,0.0,0.17771294,0.01187992,0.16011809,0.05028348,0.25915251,0.01385476,0.19641317
853.1667,0.10325424,0.00329041,0.0114945,0.00551601,0.00447097,0.00120611,0.03604938,0.03621399,0.0,0.00856014,0.0,0.17111296,0.00416153,0.22934649,0.05142689,0.24792396,0.01747068,0.20791031
853.2667,0.09157697,0.003057,0.01402633,0.00476466,0.00527633,0.00132234,0.03358025,0.03572016,0.0,0.0446115,0.01477467,0.26874624,0.01177321,0.29350043,0.08792627,0.2953094,0.0093847,0.19121292
853.3667,0.08370563,0.00389323,0.01057485,0.00446084,0.00544464,0.0012881,0.03539095,0.07078189,0.0,0.14678446,0.0,0.16754666,0.00694774,0.27220668,0.05608481,0.26069637,0.00930656,0.17664145
853.4667,0.0702064,0.00442612,0.00994213,0.00630449,0.00746094,0.00126736,0.03193416,0.12246914,0.0,0.10343503,0.0040063,0.22120328,0.00624822,0.29820734,0.02974961,0.23016166,0.01634441,0.13899756
853.5667,0.074837,0.00411362,0.01041184,0.00903067,0.00653839,0.00151717,0.03193416,0.38041152,0.00153644,0.20204126,0.02260201,0.28907878,0.01563834,0.23985109,0.00405197,0.2358418,0.02643775,0.13131036
853.6667,0.08423177,0.00281829,0.01088735,0.00900752,0.00938127,0.00163291,0.02617284,0.50798354,0.029741,0.42619622,0.02012413,0.42624242,0.00100778,0.26014891,0.00136471,0.25991127,0.03154369,0.11778971
853.7667,0.08231626,0.00157215,0.01452353,0.00891059,0.00992429,0.00163677,0.02831276,0.55786008,0.04433714,0.58422959,0.11231532,0.48890742,0.02347529,0.24783031,0.002271,0.24980504,0.03467732,0.08521943
853.8667,0.09315201,0.00192226,0.01114583,0.00828173,0.01838493,0.00223524,0.03506173,0.74831276,0.0,0.68245171,0.03964615,0.67220138,0.0111804,0.32221616,0.00080091,0.24146925,0.02923457,0.09554718
853.9667,0.10191599,0.00198206,0.0114048,0.00820891,0.01874855,0.00176215,0.03489712,0.6182716,0.00043898,0.7624561,0.04302719,0.68746237,0.01476098,0.36015603,0.00126986,0.2398727,0.02842085,0.11239546
854.0667,0.1020896,0.00237124,0.0108179,0.01062886,0.01089024,0.00256173,0.03572016,0.69530864,0.00131694,0.76344381,0.01370942,0.63431522,0.02013184,0.26748791,0.00179678,0.22605172,0.03002403,0.10500733
854.1667,0.09549913,0.0026032,0.01076003,0.01020303,0.00666136,0.00275511,0.00888889,0.68411523,0.00938323,0.77249781,0.02771988,0.5380251,0.01080101,0.23797781,0.00094318,0.21913333,0.02926421,0.09401405
854.2667,0.09374566,0.00251254,0.01175781,0.00817901,0.00734182,0.00163339,0.04641975,0.6600823,0.00032924,0.65073529,0.01384836,0.54270298,0.01173765,0.25294034,0.00087995,0.21152995,0.03211222,0.09386317
854.3667,0.09459201,0.00222656,0.01755932,0.00824412,0.00978829,0.00159144,0.03604938,0.70765432,0.02337577,0.80898815,0.04374508,0.6192395,0.09818126,0.32789529,0.0155071,0.24130064,0.03343788,0.09595135
854.4667,0.09226032,0.00164014,0.01549286,0.00862751,0.00627459,0.00182581,0.03588477,0.69069959,0.00032924,0.71389377,0.00940207,0.54696401,0.06279048,0.29423551,0.01485373,0.18330839,0.03569042,0.10087677
854.5667,0.09260754,0.00145737,0.01746383,0.00886429,0.00487895,0.0021195,0.03572016,0.5744856,0.0,0.586205,0.00347367,0.48156639,0.0627312,0.29465048,0.01941681,0.19398369,0.04160469,0.09165643
854.6667,0.09553096,0.00291281,0.01813609,0.00979118,0.00829861,0.00221499,0.03572016,0.79522634,0.0,0.67191615,0.01000417,0.57903756,0.04932182,0.27953381,0.02161931,0.24022573,0.04377641,0.09669501
854.7667,0.09633102,0.00129196,0.01634163,0.01092159,0.00633681,0.00230083,0.03226337,0.78502058,0.00032924,0.53028973,0.03137882,0.45069705,0.02480319,0.23506118,0.00776146,0.23162648,0.04674297,0.12278518
854.8667,0.10333478,0.00125,0.01471017,0.01042872,0.01032841,0.00213301,0.03292181,0.8544856,0.0,0.62757902,0.00576629,0.47839378,0.01429859,0.30100541,0.00249231,0.21925452,0.04719294,0.14889959
854.9667,0.08517216,0.00198206,0.01399354,0.01030382,0.00622637,0.00183642,0.02995885,0.39868313,0.00021949,0.26240123,0.0138252,0.29778611,0.00397183,0.2397918,0.00159128,0.16069848,0.04567328,0.17131456
855.0667,0.07539786,0.00282456,0.01255835,0.00969618,0.00410976,0.00175781,0.0345679,0.27407407,0.0,0.17707419,0.00833681,0.21684961,0.00282178,0.24403633,0.00058488,0.16538275,0.03997995,0.17127145
855.1667,0.06850936,0.00313272,0.01297261,0.00950907,0.003981,0.00164593,0.03588477,0.25432099,0.0,0.16884328,0.00215368,0.13121208,0.00359243,0.21594897,0.00226573,0.18822978,0.03711847,0.16969251
855.2667,0.06259549,0.00487365,0.01350357,0.00907504,0.00364342,0.0017554,0.03555556,0.16493827,0.0,0.22596576,0.0,0.13243944,0.0,0.15177132,0.0,0.2164566,0.02882501,0.15372532
855.3667,0.06173081,0.00606192,0.01353299,0.00829813,0.00387731,0.00183111,0.03489712,0.26699588,0.0,0.22196005,0.0,0.14177203,0.0,0.19240254,0.00351979,0.21580323,0.0306222,0.15438815
855.4667,0.05749711,0.00646701,0.01423949,0.0063966,0.00391831,0.00150174,0.0345679,0.31769547,0.0,0.24357989,0.00479366,0.26705572,0.01023191,0.23779996,0.01432681,0.18125342,0.02240419,0.13103013
855.5667,0.05515191,0.00591966,0.01722801,0.00539448,0.00378328,0.00158902,0.03407407,0.34798354,0.0,0.29878183,0.04173035,0.37520263,0.03164422,0.21657735,0.01369452,0.12647009,0.01500798,0.12697232
855.6667,0.0595298,0.0036902,0.01712674,0.00535494,0.00406877,0.00146074,0.03111111,0.50074074,0.0,0.38388938,0.01857255,0.25105368,0.07182491,0.24604003,0.00787738,0.11180078,0.0060005,0.11572038
855.7667,0.07182195,0.00222367,0.01731626,0.00794898,0.0034674,0.00213156,0.02567901,0.81234568,0.0,0.36062335,0.0,0.17514242,0.05565304,0.23669733,0.02152447,0.1606774,0.00324679,0.11315259
855.8667,0.07975887,0.00245467,0.01863088,0.00968461,0.00338445,0.00212867,0.02962963,0.7455144,0.0,0.38679763,0.00027789,0.20439072,0.01408517,0.24977473,0.03139358,0.15165662,0.00408745,0.11573385
855.9667,0.08026235,0.00299961,0.01735436,0.0095843,0.00566165,0.00202498,0.02090535,0.46748971,0.0,0.26980904,0.0,0.29991663,0.0,0.26682396,0.0202388,0.09891772,0.00665794,0.12010691
856.0667,0.08167486,0.00285253,0.01509404,0.00924624,0.00556472,0.00189381,0.02041152,0.56872428,0.0,0.33609526,0.0,0.38113103,5.928e-05,0.25714929,0.00992181,0.0494773,0.00873534,0.12898506
856.1667,0.0813831,0.00386671,0.01448351,0.00728684,0.00599826,0.00160928,0.0200823,0.4691358,0.0,0.42273924,0.0,0.43284239,0.0,0.21034098,0.00022657,0.03028179,0.0025651,0.11592516
856.2667,0.08539979,0.00407552,0.01467978,0.00687114,0.00591194,0.00131414,0.02090535,0.47078189,0.0,0.50499342,0.0,0.41426983,0.0,0.17758228,0.0,0.02080787,0.00104274,0.09459066
856.3667,0.08757089,0.00422888,0.01065104,0.00697724,0.00606723,0.00127122,0.0200823,0.69316872,0.0,0.5309482,0.0,0.29910611,0.0,0.1282486,0.0,0.01102833,0.00414942,0.06904747
856.4667,0.08808738,0.00312548,0.01003231,0.00595293,0.00638551,0.00125772,0.01744856,0.68510288,0.0,0.50082309,0.0,0.24197582,0.0,0.14131414,0.0,0.0105541,0.0091934,0.05856344
856.5667,0.08756896,0.00239873,0.0110923,0.0054784,0.00606337,0.0014429,0.01646091,0.72526749,0.0,0.42553775,0.0,0.22569589,0.0,0.12311486,0.0,0.01290414,0.01248599,0.05283508
856.6667,0.08678,0.00163628,0.00987269,0.00530382,0.00837577,0.00141397,0.01349794,0.70255144,0.0,0.48326383,0.0,0.22525589,0.0,0.13452053,0.0,0.02262045,0.00787043,0.0347824
856.7667,0.0871793,0.00114246,0.00974489,0.00596692,0.01008873,0.00128086,0.01646091,0.79209877,0.0,0.48869622,0.0,0.24077162,0.0,0.13154463,0.0,0.02773153,0.01033583,0.03536709
856.8667,0.08631366,0.00090471,0.01007282,0.00719859,0.01071325,0.0013561,0.01662551,0.7417284,0.0,0.434482,0.0,0.23157797,0.0,0.13431898,0.0,0.02742592,0.01532861,0.03624278
856.9667,0.08160349,0.00099392,0.00985677,0.008614,0.00909047,0.00167728,0.01942387,0.6908642,0.0,0.34739903,0.0,0.21124543,0.0,0.13201888,0.0,0.03140412,0.01386284,0.03161644
857.0667,0.07067515,0.00209394,0.00994502,0.01233459,0.00467014,0.00199412,0.01777778,0.62320988,0.0,0.33554653,0.0,0.20392756,0.0,0.14328227,0.0,0.03796948,0.00812101,0.02448159
857.1667,0.06180845,0.00539593,0.01299238,0.01714554,0.00647521,0.00148872,0.01679012,0.83506173,0.0,0.43228709,0.0,0.25114631,0.0,0.16892725,0.0,0.04577309,0.01156449,0.03567964
857.2667,0.04881993,0.00814815,0.0124566,0.01591821,0.0081115,0.00153405,0.0,0.75176955,0.0,0.53226514,0.00159789,0.29127877,0.00280992,0.15666793,0.00084306,0.03413881,0.02082525,0.04823299
857.3667,0.04750675,0.00923466,0.01181568,0.01272859,0.00701051,0.00156877,0.0036214,0.68773663,0.0,0.62763389,0.00754944,0.27370201,0.00552499,0.17595798,0.00226573,0.03153585,0.03242477,0.06713981
857.4667,0.04412326,0.00705874,0.01180556,0.01172357,0.00652537,0.00170091,0.01662551,0.72296296,0.00175593,0.54905619,0.0035663,0.29354824,0.00358057,0.16459973,0.00591198,0.04037221,0.04518559,0.07833517
857.5667,0.04706115,0.00527971,0.01221209,0.01192178,0.00535108,0.00175926,0.03703704,0.64674897,0.0209065,0.46115013,0.0,0.33155018,0.01254387,0.21075595,0.01190301,0.04294883,0.04559515,0.08259506
857.6667,0.06097126,0.00361642,0.01229215,0.01163243,0.00494647,0.00127025,0.03341564,0.59555556,0.00268876,0.55218393,0.00384419,0.38715205,0.02256236,0.23239353,0.02313156,0.04971968,0.03827438,0.06903938
857.7667,0.07434655,0.00169223,0.01312789,0.01046827,0.0051712,0.00127074,0.0108642,0.66057613,0.0,0.37285996,0.0,0.30540503,0.02161387,0.19708574,0.02483349,0.08821081,0.04294113,0.06437263
857.8667,0.08310282,0.00202353,0.010951,0.00927662,0.00495563,0.00139612,0.01119342,0.70716049,0.0,0.24824407,0.0,0.23532954,0.0094494,0.16931851,0.01768326,0.1254268,0.03947071,0.05981904
857.9667,0.08464506,0.00431809,0.01111015,0.00997541,0.00580199,0.0015273,0.01415638,0.58995885,0.0,0.29669666,0.00011579,0.21779908,0.00148203,0.17061083,0.01274607,0.12389348,0.04384916,0.08330639
858.0667,0.08238715,0.00467448,0.00977189,0.01063657,0.00656684,0.0018451,0.01481481,0.54139918,0.0,0.39299824,0.0,0.26863045,0.00455278,0.18758892,0.00967416,0.09556654,0.03771124,0.06170784
858.1667,0.08087867,0.00229794,0.01156154,0.01054591,0.00536314,0.00186294,0.01481481,0.39901235,0.0,0.30273266,0.0,0.23787689,0.00016599,0.17006545,0.0053113,0.06729229,0.03458032,0.05498793
858.2667,0.07456838,0.00261574,0.0139159,0.01035108,0.00487027,0.00164593,0.00526749,0.40378601,0.00016462,0.38740123,0.0,0.23748321,0.0,0.15996396,0.00484762,0.04045652,0.00732885,0.04217322
858.3667,0.07473428,0.00290413,0.0174566,0.01062114,0.0056631,0.00175878,0.01415638,0.12329218,0.0,0.33313213,0.0,0.35609745,0.00010671,0.29306175,0.00338279,0.05508367,0.00209627,0.09666268
858.4667,0.07351418,0.00416811,0.01642361,0.01186343,0.00483507,0.00253328,0.01596708,0.29300412,0.0,0.31392669,0.0,0.30848502,0.0,0.27277578,0.00067445,0.07925853,0.00131758,0.10544113
858.5667,0.07813272,0.00300781,0.019239,0.01105951,0.00591483,0.00227093,0.01646091,0.2291358,0.0,0.26662643,2.316e-05,0.30475661,0.0,0.31831547,2.108e-05,0.08575012,0.00150619,0.09705337
858.6667,0.08218364,0.00191454,0.01936728,0.01181809,0.00500916,0.00212143,0.01646091,0.42831276,0.0,0.36303775,0.0,0.27611042,0.0,0.30036517,0.0,0.08239894,0.00359168,0.10787959
858.7667,0.08372203,0.00201485,0.01826437,0.01412809,0.00425203,0.001943,0.01728395,0.53860082,0.0,0.31990781,0.0,0.25165578,0.0,0.2985986,0.0,0.10938225,0.00319829,0.11198051
858.8667,0.08006655,0.00250434,0.0181033,0.01501929,0.0038831,0.00193769,0.01711934,0.41958848,0.0,0.23545874,0.0,0.24799685,0.0,0.2891492,0.0,0.11598976,0.0007733,0.10730029
858.9667,0.07256028,0.00376061,0.02088976,0.01276572,0.0036685,0.00180218,0.01695473,0.37152263,0.0,0.21630817,0.0,0.20601176,0.0,0.28156123,0.0,0.08039666,0.0,0.10162582
859.0667,0.0588995,0.00238137,0.01612799,0.01356337,0.00316406,0.00173659,0.01909465,0.23572016,0.0,0.14190079,0.0,0.16882034,0.0,0.25980508,0.0,0.06452599,0.0,0.0916699
859.1667,0.05117863,0.00227865,0.01590133,0.01221402,0.00320554,0.00197965,0.01596708,0.1000823,0.0,0.18777436,0.0,0.13301839,0.0,0.26497439,0.0,0.03292691,1.078e-05,0.09435894
859.2667,0.04725646,0.00175395,0.01767554,0.01162182,0.00289014,0.00183497,0.01234568,0.24757202,0.0,0.23474539,0.0,0.20300125,0.0,0.27544342,0.0,0.04109409,0.0,0.09648215
859.3667,0.04512008,0.00169174,0.01029707,0.01050974,0.00295476,0.00157986,0.00971193,0.39703704,0.0,0.27743635,0.0,0.30660924,0.0,0.2529522,0.0,0.07138642,0.00059816,0.08718637
859.4667,0.04444734,0.00200521,0.00842737,0.01121046,0.00303916,0.00159336,0.01004115,0.68131687,0.0,0.41143547,0.0,0.3471817,0.0,0.20478042,0.0,0.11341314,0.00049039,0.07030038
859.5667,0.04190924,0.0017853,0.00640529,0.01086516,0.00291136,0.00168596,0.00888889,0.76312757,0.0,0.48820237,0.0,0.32784494,0.0,0.21398084,0.00010011,0.10354403,0.00054697,0.05696564
859.6667,0.04428916,0.00152247,0.00531877,0.01069444,0.00269628,0.0018099,0.00987654,0.56016461,0.0,0.4809043,0.0,0.31395026,0.0,0.1963388,0.00109071,0.09020255,0.00011047,0.05974629
859.7667,0.0538262,0.0012635,0.00378617,0.0100762,0.00395351,0.00178337,0.01004115,0.61563786,0.0,0.54537972,0.0,0.37749525,0.0,0.19635066,0.00074822,0.0930795,4.042e-05,0.06333258
859.8667,0.06260899,0.00167631,0.00288484,0.0083478,0.00496672,0.00175588,0.01037037,0.43884774,0.0,0.31057946,0.0,0.2926914,0.00069952,0.20470929,0.00011065,0.13174978,0.00012664,0.0655474
859.9667,0.06930218,0.00161699,0.00160639,0.008125,0.00471451,0.00178,0.01020576,0.38024691,0.0,0.27096137,0.0,0.21962855,0.0,0.17358674,0.00012119,0.13473739,7.275e-05,0.0693681
860.0667,0.06346595,0.0013778,0.00540847,0.00935619,0.00444348,0.00204524,0.01152263,0.26962963,0.0012072,0.10173398,0.00039368,0.13130471,0.00020156,0.11805226,0.00017388,0.14074421,0.00781385,0.08469671
860.1667,0.05969859,0.0021494,0.00568625,0.00915509,0.00468846,0.00191406,0.01316872,0.12872428,0.00219491,0.07056629,0.0,0.06356815,0.00050982,0.06715356,5.269e-05,0.12242866,0.01478164,0.10154229
860.2667,0.05881462,0.00274354,0.00612944,0.01022955,0.00361352,0.00183401,0.02337449,0.10584362,0.0,0.0679324,0.00018526,0.05249873,0.00041497,0.05887793,0.01285145,0.15105067,0.01237013,0.09736593
860.3667,0.05837191,0.00230276,0.00633729,0.0120327,0.00342448,0.00194686,0.02106996,0.28230453,0.0,0.16642888,0.00025474,0.08403965,2.371e-05,0.0240681,0.0223728,0.11665367,0.00838507,0.10631682
860.4667,0.04993441,0.00860774,0.00735966,0.01236015,0.00364198,0.00173081,0.00971193,0.29876543,0.00526778,0.14563213,0.00011579,0.06648604,0.00659205,0.02099734,0.02559752,0.07288286,0.00114783,0.10377867
860.5667,0.04599248,0.009864,0.00758005,0.01745081,0.00366561,0.00183787,0.01037037,0.25333333,5.487e-05,0.06496927,0.00233894,0.03645037,0.01822299,0.04225552,0.02049699,0.04931923,0.00105083,0.11298823
860.6667,0.04968943,0.0105001,0.00812982,0.02164063,0.00393519,0.00195457,0.01020576,0.5690535,0.0,0.37456102,0.00067158,0.13172155,0.02555013,0.0590202,0.01666105,0.03967669,0.00042033,0.1104878
860.7667,0.04957417,0.01056858,0.01040413,0.01582803,0.00512683,0.00158517,0.00888889,0.63111111,0.0,0.37461589,0.00372841,0.15376777,0.04237409,0.07552404,0.01703516,0.0311512,0.00149002,0.08891619
860.8667,0.04981723,0.0051061,0.00977672,0.00719329,0.00627894,0.0015842,0.00888889,0.91720165,0.0,0.29982441,0.00018526,0.07093233,0.01242531,0.03811771,0.01910066,0.02992349,0.01469273,0.08476408
860.9667,0.04481481,0.00062211,0.01033468,0.0059838,0.00276476,0.0014511,0.01053498,0.51802469,0.0,0.18541484,0.00113473,0.0663934,0.01000664,0.03731149,0.02763141,0.03724761,0.0152882,0.03993415
861.0667,0.02509645,0.00057388,0.00804543,0.0066956,0.00241995,0.00140287,0.01119342,0.28839506,0.0,0.13142011,0.00534945,0.0531703,0.00652091,0.02900028,0.02001222,0.02681996,0.01835985,0.02615753
861.1667,0.01281877,0.00055507,0.00678385,0.00971644,0.00235774,0.00166329,0.01465021,0.3145679,0.0,0.08669886,0.02382937,0.04914085,0.00055724,0.00743384,0.01709312,0.03389643,0.01575164,0.03434321
861.2667,0.00868779,0.00060571,0.00740693,0.01017024,0.00242814,0.00215567,0.01465021,0.11111111,0.00356673,0.05805531,0.02341253,0.04631559,0.0,0.0063905,0.01552291,0.03160962,0.01835715,0.03678166
861.3667,0.00895062,0.00047936,0.00786458,0.01166329,0.00238378,0.00212963,0.01613169,0.04839506,0.02282704,0.08516242,0.01785466,0.04386087,0.0,0.02472019,0.01608144,0.03312186,0.01805807,0.03795105
861.4667,0.01403453,0.00049865,0.00740789,0.01211323,0.00242284,0.00229745,0.01481481,0.04279835,0.03292362,0.14766242,0.01257468,0.10715113,5.928e-05,0.0854714,0.01314652,0.04872381,0.01420504,0.03112606
861.5667,0.02278164,0.00076726,0.00602238,0.01050781,0.00327643,0.00220968,0.01646091,0.07341564,0.02573529,0.184482,0.00856838,0.15550461,0.00115005,0.14472873,0.00372529,0.078152,0.00922573,0.03134161
861.6667,0.02150704,0.00073929,0.00545476,0.0097555,0.00309992,0.00183015,0.0162963,0.0727572,0.02161984,0.19062774,0.00794312,0.08600806,0.00336716,0.10759509,0.00057961,0.0640623,0.00507631,0.04069398
861.7667,0.01387153,0.00077305,0.00688995,0.00962722,0.00293499,0.00160976,0.01679012,0.06353909,0.00949298,0.12214662,0.01570099,0.08654069,0.00259651,0.08511572,0.00196539,0.03770602,0.00648549,0.03457762
861.8667,0.01569107,0.00109423,0.00861304,0.0097989,0.00281057,0.0016522,0.01679012,0.09333333,0.0,0.21202809,0.01116206,0.1698856,0.00529972,0.09902305,0.00271888,0.01641867,0.00088377,0.04006348
861.9667,0.01524064,0.00096547,0.00929495,0.01051794,0.00225405,0.00178048,0.01679012,0.19901235,0.01234636,0.17153205,0.00233894,0.10710481,0.00313004,0.05821398,0.00250811,0.04803355,0.00106699,0.06239761
862.0667,0.01639998,0.00094136,0.00827643,0.00854022,0.00274595,0.00156539,0.07670782,0.21975309,0.00861501,0.1322432,0.0,0.07308601,0.0079318,0.08895713,0.00050584,0.07678203,0.00088377,0.05786558
862.1667,0.02131848,0.00144387,0.01092062,0.00873939,0.00506559,0.0015543,0.0217284,0.14139918,0.00532265,0.15079017,0.0,0.15515724,0.01300626,0.11538462,0.00079037,0.09638326,0.0,0.06817986
862.2667,0.02003183,0.0018287,0.0110489,0.00851514,0.00485147,0.00184655,0.02205761,0.1762963,0.0,0.11978709,0.00030105,0.11064796,0.01522337,0.11661766,0.00120663,0.11703832,0.0,0.06338916
862.3667,0.01859423,0.00146798,0.00991609,0.00920235,0.00516011,0.00198302,0.02139918,0.09349794,0.00214004,0.09575285,0.0020842,0.10106063,0.01804515,0.10267476,0.00100114,0.13494815,0.0,0.05653723
862.4667,0.01735677,0.00142313,0.01081067,0.00949942,0.00401669,0.00266831,0.02864198,0.08395062,0.02562555,0.14464442,0.01095364,0.12389422,0.02438822,0.10945651,0.00111706,0.12149075,0.0,0.05186239
862.5667,0.01811777,0.00150367,0.01431086,0.01057051,0.00384886,0.00200714,0.0217284,0.22748971,0.0036216,0.14415057,0.00226946,0.10747534,0.01945604,0.12140757,0.00286115,0.11633225,0.00030986,0.04408088
862.6667,0.02074846,0.00177614,0.0148206,0.01083382,0.00366995,0.00177517,0.02337449,0.25366255,0.0,0.18909131,0.0,0.15219304,0.02834819,0.18473158,0.00682882,0.10320153,0.00035566,0.04228908
862.7667,0.019511,0.00213156,0.01532938,0.01127122,0.00340712,0.0018451,0.02567901,0.21300412,0.0,0.15260097,0.0,0.17669399,0.00857204,0.2125581,0.02019664,0.08514416,0.00054697,0.04553587
862.8667,0.03487751,0.00146653,0.01847849,0.01151669,0.00445216,0.00191599,0.03160494,0.80757202,0.0,0.66472783,0.0,0.41091195,0.00174286,0.25477805,0.02880643,0.10618914,0.00044728,0.04390574
