t_s,fire_red,chaos_magenta,vit_green,frost_blue,light_yellow,aether_teal,green_r0_60,sat_r0_60,green_r60_120,sat_r60_120,green_r120_200,sat_r120_200,green_r200_300,sat_r200_300,green_r300_450,sat_r300_450,green_r450_650,sat_r450_650
862.9667,0.03811487,0.00104794,0.0204022,0.01064381,0.00639468,0.0019729,0.03160494,0.76493827,0.0,0.70977831,0.0,0.43001714,4.742e-05,0.24909893,0.03761645,0.12598533,0.00060625,0.03306066
863.0667,0.04095727,0.00081404,0.01788773,0.00890095,0.00643084,0.0013913,0.03522634,0.68049383,0.0,0.6171532,0.0,0.45028021,0.0,0.29685573,0.01212431,0.09952367,0.00483381,0.03442673
863.1667,0.03349585,0.00076389,0.02704041,0.00693432,0.00766059,0.0014593,0.0345679,0.31802469,0.0,0.36419008,0.0,0.37420685,0.0,0.30299725,0.01831029,0.0903132,0.01837332,0.04954249
863.2667,0.02609761,0.00173852,0.02943673,0.00674431,0.0046277,0.00211323,0.01711934,0.05646091,0.0,0.21976514,0.0,0.35051642,0.0,0.3038509,0.00886798,0.04215845,0.03074884,0.05742908
863.3667,0.03009645,0.00185667,0.02556858,0.007636,0.00414448,0.00243104,0.03539095,0.2090535,0.0,0.22492318,0.0,0.4055625,0.00034383,0.35944466,0.00226046,0.05974687,0.02398582,0.03919857
863.4667,0.02914062,0.00151861,0.02702932,0.00857253,0.00373939,0.00335069,0.03506173,0.0727572,0.00021949,0.13125549,0.00157473,0.32840072,0.00131604,0.32137437,0.00130675,0.09597226,0.01629591,0.03344327
863.5667,0.02468171,0.00144531,0.02523872,0.00984954,0.00367091,0.0029485,0.03555556,0.08641975,0.0,0.13932177,0.0,0.16560141,0.00026084,0.30038888,0.00120663,0.08947013,0.01317307,0.0326996
863.6667,0.02351466,0.00104263,0.02622251,0.01162857,0.00369309,0.00221113,0.03358025,0.13201646,0.0,0.18497586,0.0,0.15446251,0.0,0.22905008,0.00059541,0.09822219,0.01556303,0.04275522
863.7667,0.03370129,0.00097994,0.02518808,0.01087529,0.00482542,0.00195457,0.03555556,0.31127572,0.0,0.21636304,0.0,0.22988745,0.0,0.25780138,0.0,0.13549614,0.01473584,0.05731592
863.8667,0.02817323,0.00170139,0.02289497,0.01061101,0.00458574,0.00191262,0.0309465,0.16395062,0.0,0.21817384,0.0,0.26860729,0.0,0.21993266,0.00206551,0.11653248,0.01871551,0.05581781
863.9667,0.03248457,0.002568,0.02053723,0.0112881,0.00500916,0.00223235,0.00395062,0.34600823,0.0,0.41703248,0.0,0.28680932,0.0,0.19801053,0.01371559,0.14490684,0.02202966,0.06481182
864.0667,0.02872541,0.00198688,0.01884742,0.01067708,0.00391879,0.00212191,0.02962963,0.24460905,0.0,0.26772388,0.0,0.24503265,0.0,0.1931732,0.0062334,0.13072756,0.0248669,0.04744891
864.1667,0.02689525,0.00174142,0.0188696,0.0099701,0.00342159,0.00190779,0.0345679,0.22880658,0.0,0.18201273,0.0,0.18111713,0.0,0.18060562,0.00782995,0.13515892,0.02761252,0.04973918
864.2667,0.0276278,0.00135802,0.02009307,0.0098341,0.00429832,0.00171682,0.03390947,0.31144033,0.0,0.23463565,0.0,0.17903293,0.00251352,0.2311842,0.00676032,0.11602664,0.02624644,0.04478682
864.3667,0.02649064,0.00105565,0.0227662,0.01001302,0.00388455,0.00188079,0.03506173,0.43012346,0.0,0.26931519,0.0,0.23815479,0.00483733,0.26185621,0.00156494,0.06648611,0.02854749,0.04807402
864.4667,0.02536651,0.00115693,0.02503858,0.01203029,0.00391879,0.00290123,0.03604938,0.30600823,0.0,0.23370281,0.00842944,0.32467232,0.00077065,0.24204448,0.0036199,0.06902057,0.02299427,0.04920029
864.5667,0.03746914,0.00087529,0.02485098,0.00889998,0.00473235,0.00242284,0.03604938,0.31736626,0.00718832,0.27205882,0.00954101,0.39111204,0.0,0.27972351,0.00695001,0.10358091,0.01424815,0.0704324
864.6667,0.03684848,0.00062355,0.02571325,0.00770399,0.00585552,0.00183546,0.03604938,0.12658436,0.00471905,0.32989464,0.01183363,0.36406373,0.00294034,0.24234089,0.01698773,0.12360894,0.01708538,0.07613382
864.7667,0.03305556,0.00291136,0.00953414,0.00694348,0.00621094,0.00187404,0.0,0.24131687,0.0,0.42712906,0.01095364,0.35593534,0.01595846,0.25508631,0.02150866,0.12313472,0.01346946,0.07776934
864.8667,0.02582321,0.00661748,0.01070264,0.00679639,0.00600453,0.00137587,0.0,0.36148148,0.0,0.46411326,0.00266315,0.31357973,0.02661719,0.23580812,0.02728892,0.15024449,0.00873265,0.08234448
864.9667,0.02243152,0.0045081,0.01136815,0.00711034,0.00398486,0.00126254,0.0,0.55423868,0.0,0.47069798,0.00143578,0.30767449,0.02500474,0.21556957,0.03299541,0.13509569,0.00925267,0.06362627
865.0667,0.0208126,0.00252122,0.00997492,0.00729311,0.00406105,0.00143711,0.0,0.60691358,0.0,0.44364574,0.00018526,0.24711685,0.0214953,0.23528645,0.02763668,0.11953589,0.01321079,0.05099748
865.1667,0.02512924,0.00167921,0.00777681,0.00794898,0.00404225,0.00159819,0.0,0.42156379,0.0,0.40847234,0.0,0.27826409,0.00053353,0.23290335,0.0222358,0.09850145,0.01331587,0.05101364
865.2667,0.02272811,0.00179977,0.0071224,0.00702787,0.00351997,0.00094088,0.0,0.3527572,0.0,0.46389377,0.0,0.2958177,0.0,0.17438111,0.01166062,0.05057328,0.00730729,0.0432941
865.3667,0.02468798,0.00154225,0.00609905,0.00501591,0.00389564,0.00033372,0.0,0.39292181,0.0,0.45204126,0.0,0.33527859,0.0,0.17755857,0.01141297,0.04695338,0.00341115,0.03348099
865.4667,0.02707272,0.00159915,0.00456645,0.00401379,0.00367622,0.00044946,0.0,0.37168724,0.0,0.39426032,0.0,0.3626511,2.371e-05,0.17059898,0.01159213,0.04703242,0.00306626,0.03085661
865.5667,0.0318697,0.001345,0.0042689,0.00454041,0.00367959,0.00055748,0.0,0.2745679,0.0,0.31864574,0.0,0.36816266,0.0,0.1915489,0.00840956,0.0355931,0.00434073,0.03429201
865.6667,0.03914641,0.00068528,0.00428144,0.00526861,0.00354649,0.00058063,0.0,0.19901235,0.0,0.27606453,0.0,0.33606595,0.00464763,0.18464858,0.00402036,0.02784218,0.00422756,0.04031406
865.7667,0.03908806,0.00052903,0.00522473,0.00628665,0.00350791,0.00056906,0.0,0.1927572,0.0,0.24742098,0.0,0.33319439,0.00234753,0.1483093,0.0061649,0.03072967,0.00452934,0.04664058
