t_s,hp_cur,hp_max,hp_frac
734.7333,18447,20005,0.922119
734.7500,18447,20005,0.922119
734.7667,18450,20005,0.922269
734.7833,18453,20005,0.922419
734.8000,18453,20005,0.922419
734.8167,19911,20005,0.995301
734.8333,19914,20005,0.995451
734.8500,19917,20005,0.995601
734.8667,19917,20005,0.995601
734.8833,19920,20005,0.995751
734.9000,19953,20005,0.997401
734.9167,19953,20005,0.997401
734.9333,19956,20005,0.997551
734.9500,19959,20005,0.997701
734.9667,19959,20005,0.997701
734.9833,,,
735.0000,19953,20005,0.997401
735.0167,19953,20005,0.997401
735.0333,19956,20005,0.997551
735.0500,19959,20005,0.997701
735.0667,19959,20005,0.997701
735.0833,19962,20005,0.997851
735.1000,20005,20005,1.000000
735.1167,20005,20005,1.000000
735.1333,19953,20005,0.997401
735.1500,19956,20005,0.997551
735.1667,19956,20005,0.997551
735.1833,19959,20005,0.997701
735.2000,20005,20005,1.000000
735.2167,19953,20005,0.997401
735.2333,19953,20005,0.997401
735.2500,17828,20005,0.891177
735.2667,17831,20005,0.891327
735.2833,17831,20005,0.891327
735.3000,20005,20005,1.000000
735.3167,19931,20005,0.996301
735.3333,20005,20005,1.000000
735.3500,20005,20005,1.000000
735.3667,20005,20005,1.000000
735.3833,20005,20005,1.000000
735.4000,20005,20005,1.000000
735.4167,19931,20005,0.996301
735.4333,19934,20005,0.996451
735.4500,19934,20005,0.996451
735.4667,19937,20005,0.996601
735.4833,20005,20005,1.000000
735.5000,20005,20005,1.000000
735.5167,20005,20005,1.000000
735.5333,19931,20005,0.996301
735.5500,19931,20005,0.996301
735.5667,19934,20005,0.996451
735.5833,19990,20005,0.999250
735.6000,19990,20005,0.999250
735.6167,19993,20005,0.999400
735.6333,19922,20005,0.995851
735.6500,19922,20005,0.995851
735.6667,19925,20005,0.996001
735.6833,19990,20005,0.999250
735.7000,19993,20005,0.999400
735.7167,19993,20005,0.999400
735.7333,19922,20005,0.995851
735.7500,19925,20005,0.996001
735.7667,19925,20005,0.996001
735.7833,19990,20005,0.999250
735.8000,19993,20005,0.999400
735.8167,19943,20005,0.996901
735.8333,19943,20005,0.996901
735.8500,19946,20005,0.997051
735.8667,19990,20005,0.999250
735.8833,19990,20005,0.999250
735.9000,19993,20005,0.999400
735.9167,19966,20005,0.998050
735.9333,19969,20005,0.998200
735.9500,19969,20005,0.998200
735.9667,20005,20005,1.000000
735.9833,19990,20005,0.999250
736.0000,19990,20005,0.999250
736.0167,19993,20005,0.999400
736.0333,19966,20005,0.998050
736.0500,20005,20005,1.000000
736.0667,20005,20005,1.000000
736.0833,19990,20005,0.999250
736.1000,19993,20005,0.999400
736.1167,19966,20005,0.998050
736.1333,19966,20005,0.998050
736.1500,20005,20005,1.000000
736.1667,19990,20005,0.999250
736.1833,19993,20005,0.999400
736.2000,19993,20005,0.999400
736.2167,19996,20005,0.999550
736.2333,19954,20005,0.997451
736.2500,20005,20005,1.000000
736.2667,19990,20005,0.999250
736.2833,19990,20005,0.999250
736.3000,19993,20005,0.999400
736.3167,19954,20005,0.997451
736.3333,19954,20005,0.997451
736.3500,19957,20005,0.997601
736.3667,19691,20005,0.984304
736.3833,19691,20005,0.984304
736.4000,19694,20005,0.984454
736.4167,20005,20005,1.000000
736.4333,19954,20005,0.997451
736.4500,19954,20005,0.997451
736.4667,19957,20005,0.997601
736.4833,19944,20005,0.996951
736.5000,20005,20005,1.000000
736.5167,20005,20005,1.000000
736.5333,19954,20005,0.997451
736.5500,19957,20005,0.997601
736.5667,19957,20005,0.997601
736.5833,19960,20005,0.997751
736.6000,19990,20005,0.999250
736.6167,19990,20005,0.999250
736.6333,19941,20005,0.996801
736.6500,19944,20005,0.996951
736.6667,19947,20005,0.997101
736.6833,19947,20005,0.997101
736.7000,19990,20005,0.999250
736.7167,19993,20005,0.999400
736.7333,19937,20005,0.996601
736.7500,19937,20005,0.996601
736.7667,19939,20005,0.996701
736.7833,20005,20005,1.000000
736.8000,19990,20005,0.999250
736.8167,19990,20005,0.999250
736.8333,19934,20005,0.996451
736.8500,19937,20005,0.996601
736.8667,19937,20005,0.996601
736.8833,20005,20005,1.000000
736.9000,18235,20005,0.911522
736.9167,18238,20005,0.911672
736.9333,18238,20005,0.911672
736.9500,18182,20005,0.908873
736.9667,18822,20005,0.940865
736.9833,18825,20005,0.941015
737.0000,18825,20005,0.941015
737.0167,18813,20005,0.940415
737.0333,18757,20005,0.937616
737.0500,19983,20005,0.998900
737.0667,19983,20005,0.998900
737.0833,19986,20005,0.999050
737.1000,,,
737.1167,,,
737.1333,19977,20005,0.998600
737.1500,19946,20005,0.997051
737.1667,19949,20005,0.997201
737.1833,19949,20005,0.997201
737.2000,19952,20005,0.997351
737.2167,19939,20005,0.996701
737.2333,19946,20005,0.997051
737.2500,19946,20005,0.997051
737.2667,19949,20005,0.997201
737.2833,18143,20005,0.906923
737.3000,18143,20005,0.906923
737.3167,18130,20005,0.906273
737.3333,18992,20005,0.949363
737.3500,18910,20005,0.945264
737.3667,18910,20005,0.945264
737.3833,20005,20005,1.000000
737.4000,20005,20005,1.000000
737.4167,20005,20005,1.000000
737.4333,19990,20005,0.999250
737.4500,19908,20005,0.995151
737.4667,19908,20005,0.995151
737.4833,19911,20005,0.995301
737.5000,19914,20005,0.995451
737.5167,19914,20005,0.995451
737.5333,19901,20005,0.994801
737.5500,20005,20005,1.000000
737.5667,20005,20005,1.000000
737.5833,20005,20005,1.000000
737.6000,20005,20005,1.000000
737.6167,20005,20005,1.000000
737.6333,20005,20005,1.000000
737.6500,20005,20005,1.000000
737.6667,19910,20005,0.995251
737.6833,19913,20005,0.995401
737.7000,19916,20005,0.995551
737.7167,19916,20005,0.995551
737.7333,19919,20005,0.995701
737.7500,19827,20005,0.991102
737.7667,19827,20005,0.991102
737.7833,15468,20005,0.773207
737.8000,15471,20005,0.773357
737.8167,,,
737.8333,,,
737.8500,15477,20005,0.773657
737.8667,16304,20005,0.814996
737.8833,16307,20005,0.815146
737.9000,16310,20005,0.815296
737.9167,16310,20005,0.815296
737.9333,16313,20005,0.815446
737.9500,18090,20005,0.904274
737.9667,18090,20005,0.904274
737.9833,18093,20005,0.904424
738.0000,18096,20005,0.904574
738.0167,18096,20005,0.904574
738.0333,18099,20005,0.904724
738.0500,19656,20005,0.982554
738.0667,19546,20005,0.977056
738.0833,19549,20005,0.977206
738.1000,19549,20005,0.977206
738.1167,19552,20005,0.977356
738.1333,20005,20005,1.000000
738.1500,20005,20005,1.000000
738.1667,19908,20005,0.995151
738.1833,19895,20005,0.994501
738.2000,19898,20005,0.994651
738.2167,19898,20005,0.994651
738.2333,20005,20005,1.000000
738.2500,20005,20005,1.000000
738.2667,19899,20005,0.994701
738.2833,19902,20005,0.994851
738.3000,19902,20005,0.994851
738.3167,20005,20005,1.000000
738.3333,20005,20005,1.000000
738.3500,19944,20005,0.996951
738.3667,19944,20005,0.996951
738.3833,19932,20005,0.996351
738.4000,20005,20005,1.000000
738.4167,20005,20005,1.000000
738.4333,20005,20005,1.000000
738.4500,20005,20005,1.000000
738.4667,19929,20005,0.996201
738.4833,20005,20005,1.000000
738.5000,20005,20005,1.000000
738.5167,20005,20005,1.000000
738.5333,20005,20005,1.000000
738.5500,20005,20005,1.000000
738.5667,19919,20005,0.995701
738.5833,19919,20005,0.995701
738.6000,19921,20005,0.995801
738.6167,19924,20005,0.995951
738.6333,19927,20005,0.996101
738.6500,19927,20005,0.996101
738.6667,19934,20005,0.996451
738.6833,19921,20005,0.995801
738.7000,19924,20005,0.995951
738.7167,19924,20005,0.995951
738.7333,19927,20005,0.996101
738.7500,19929,20005,0.996201
738.7667,19919,20005,0.995701
738.7833,19919,20005,0.995701
738.8000,19921,20005,0.995801
738.8167,19700,20005,0.984754
738.8333,19703,20005,0.984904
738.8500,19703,20005,0.984904
738.8667,20005,20005,1.000000
738.8833,19919,20005,0.995701
738.9000,20005,20005,1.000000
738.9167,20005,20005,1.000000
738.9333,20000,20005,0.999750
738.9500,20005,20005,1.000000
738.9667,20005,20005,1.000000
738.9833,19934,20005,0.996451
739.0000,19921,20005,0.995801
739.0167,19924,20005,0.995951
739.0333,19924,20005,0.995951
739.0500,20000,20005,0.999750
739.0667,20003,20005,0.999900
739.0833,20003,20005,0.999900
739.1000,19934,20005,0.996451
739.1167,19922,20005,0.995851
739.1333,20000,20005,0.999750
739.1500,20000,20005,0.999750
739.1667,20003,20005,0.999900
739.1833,19934,20005,0.996451
739.2000,19934,20005,0.996451
739.2167,19922,20005,0.995851
739.2333,20000,20005,0.999750
739.2500,20000,20005,0.999750
739.2667,20003,20005,0.999900
739.2833,19934,20005,0.996451
739.3000,19934,20005,0.996451
739.3167,19937,20005,0.996601
739.3333,19990,20005,0.999250
739.3500,20005,20005,1.000000
739.3667,20005,20005,1.000000
739.3833,16969,20005,0.848238
739.4000,16856,20005,0.842589
739.4167,16856,20005,0.842589
739.4333,17513,20005,0.875431
739.4500,17511,20005,0.875331
739.4667,17511,20005,0.875331
739.4833,18219,20005,0.910722
739.5000,18106,20005,0.905074
739.5167,18921,20005,0.945814
739.5333,18921,20005,0.945814
739.5500,18919,20005,0.945714
739.5667,18922,20005,0.945864
739.5833,18922,20005,0.945864
739.6000,18818,20005,0.940665
739.6167,19685,20005,0.984004
739.6333,19685,20005,0.984004
739.6500,19673,20005,0.983404
739.6667,19671,20005,0.983304
739.6833,19671,20005,0.983304
739.7000,19674,20005,0.983454
739.7167,19898,20005,0.994651
739.7333,19885,20005,0.994001
739.7500,19885,20005,0.994001
739.7667,19884,20005,0.993952
739.7833,19887,20005,0.994101
739.8000,19887,20005,0.994101
739.8167,19892,20005,0.994351
739.8333,19880,20005,0.993752
739.8500,19880,20005,0.993752
739.8667,19878,20005,0.993652
739.8833,18971,20005,0.948313
739.9000,18971,20005,0.948313
739.9167,19717,20005,0.985604
739.9333,19704,20005,0.984954
739.9500,19703,20005,0.984904
739.9667,19703,20005,0.984904
739.9833,19706,20005,0.985054
740.0000,19930,20005,0.996251
740.0167,20005,20005,1.000000
740.0333,20005,20005,1.000000
740.0500,20005,20005,1.000000
740.0667,20005,20005,1.000000
740.0833,19977,20005,0.998600
740.1000,20005,20005,1.000000
740.1167,19930,20005,0.996251
740.1333,19930,20005,0.996251
740.1500,19918,20005,0.995651
740.1667,19916,20005,0.995551
740.1833,19916,20005,0.995551
740.2000,19982,20005,0.998850
740.2167,19910,20005,0.995251
740.2333,19898,20005,0.994651
740.2500,19898,20005,0.994651
740.2667,19896,20005,0.994551
740.2833,19982,20005,0.998850
740.3000,19982,20005,0.998850
740.3167,19910,20005,0.995251
740.3333,19898,20005,0.994651
740.3500,19898,20005,0.994651
740.3667,16441,20005,0.821845
740.3833,,,
740.4000,17351,20005,0.867333
740.4167,17354,20005,0.867483
740.4333,17354,20005,0.867483
740.4500,,,
740.4667,17867,20005,0.893127
740.4833,17867,20005,0.893127
740.5000,17846,20005,0.892077
740.5167,17775,20005,0.888528
740.5333,17762,20005,0.887878
740.5500,17762,20005,0.887878
740.5667,18029,20005,0.901225
740.5833,18008,20005,0.900175
740.6000,17937,20005,0.896626
740.6167,17937,20005,0.896626
740.6333,17939,20005,0.896726
740.6500,18404,20005,0.919970
740.6667,17300,20005,0.864784
740.6833,17300,20005,0.864784
740.7000,17251,20005,0.862334
740.7167,17179,20005,0.858735
740.7333,17167,20005,0.858135
740.7500,17167,20005,0.858135
740.7667,17165,20005,0.858035
740.7833,17115,20005,0.855536
740.8000,14907,20005,0.745164
740.8167,14910,20005,0.745314
740.8333,14910,20005,0.745314
740.8500,14898,20005,0.744714
740.8667,14896,20005,0.744614
740.8833,14846,20005,0.742114
740.9000,14846,20005,0.742114
740.9167,,,
740.9333,14762,20005,0.737916
740.9500,14765,20005,0.738065
740.9667,14762,20005,0.737916
740.9833,14713,20005,0.735466
741.0000,14713,20005,0.735466
741.0167,14641,20005,0.731867
741.0333,14628,20005,0.731217
741.0500,14626,20005,0.731117
741.0667,14626,20005,0.731117
741.0833,14577,20005,0.728668
741.1000,14579,20005,0.728768
741.1167,14507,20005,0.725169
741.1333,14507,20005,0.725169
741.1500,14510,20005,0.725319
741.1667,14508,20005,0.725219
741.1833,14458,20005,0.722719
741.2000,14386,20005,0.719120
741.2167,14389,20005,0.719270
741.2333,14389,20005,0.719270
741.2500,14392,20005,0.719420
741.2667,14390,20005,0.719320
741.2833,14340,20005,0.716821
741.3000,,,
741.3167,,,
741.3333,,,
741.3500,,,
741.3667,,,
741.3833,,,
741.4000,14149,20005,0.707273
741.4167,14151,20005,0.707373
741.4333,14154,20005,0.707523
741.4500,14151,20005,0.707373
741.4667,14151,20005,0.707373
741.4833,14102,20005,0.704924
741.5000,14104,20005,0.705024
741.5167,14032,20005,0.701425
741.5333,14034,20005,0.701525
741.5500,18690,20005,0.934266
741.5667,18640,20005,0.931767
741.5833,18640,20005,0.931767
741.6000,18643,20005,0.931917
741.6167,19026,20005,0.951062
741.6333,19029,20005,0.951212
741.6500,19031,20005,0.951312
741.6667,19029,20005,0.951212
741.6833,19029,20005,0.951212
741.7000,18979,20005,0.948713
741.7167,19616,20005,0.980555
741.7333,19619,20005,0.980705
741.7500,19621,20005,0.980805
741.7667,19619,20005,0.980705
741.7833,19569,20005,0.978205
741.8000,19885,20005,0.994001
741.8167,19887,20005,0.994101
741.8333,19890,20005,0.994251
741.8500,19887,20005,0.994101
741.8667,19887,20005,0.994101
741.8833,19837,20005,0.991602
741.9000,20005,20005,1.000000
741.9167,19930,20005,0.996251
741.9333,19933,20005,0.996401
741.9500,19935,20005,0.996501
741.9667,19937,20005,0.996601
741.9833,19953,20005,0.997401
742.0000,19880,20005,0.993752
742.0167,19883,20005,0.993902
742.0333,19885,20005,0.994001
742.0500,19887,20005,0.994101
742.0667,19887,20005,0.994101
742.0833,20005,20005,1.000000
742.1000,19953,20005,0.997401
742.1167,19882,20005,0.993852
742.1333,19882,20005,0.993852
742.1500,19885,20005,0.994001
742.1667,20005,20005,1.000000
742.1833,19953,20005,0.997401
742.2000,19955,20005,0.997501
742.2167,19882,20005,0.993852
742.2333,19885,20005,0.994001
742.2500,20005,20005,1.000000
742.2667,20005,20005,1.000000
742.2833,19953,20005,0.997401
742.3000,19955,20005,0.997501
742.3167,19882,20005,0.993852
742.3333,20005,20005,1.000000
742.3500,17155,20005,0.857536
742.3667,17157,20005,0.857636
742.3833,17107,20005,0.855136
742.4000,17109,20005,0.855236
742.4167,17081,20005,0.853837
742.4333,,,
742.4500,,,
742.4667,17411,20005,0.870332
742.4833,17413,20005,0.870432
742.5000,17362,20005,0.867883
742.5167,17335,20005,0.866533
742.5333,17626,20005,0.881080
742.5500,17628,20005,0.881180
742.5667,17614,20005,0.880480
742.5833,17616,20005,0.880580
742.6000,17566,20005,0.878080
742.6167,17568,20005,0.878180
742.6333,18200,20005,0.909773
742.6500,18202,20005,0.909873
742.6667,18188,20005,0.909173
742.6833,18190,20005,0.909273
742.7000,18140,20005,0.906773
742.7167,,,
742.7333,18373,20005,0.918420
742.7500,18375,20005,0.918520
742.7667,18361,20005,0.917821
742.7833,18363,20005,0.917921
742.8000,18312,20005,0.915371
742.8167,18315,20005,0.915521
742.8333,18730,20005,0.936266
742.8500,18732,20005,0.936366
742.8667,18734,20005,0.936466
742.8833,18720,20005,0.935766
742.9000,18669,20005,0.933217
742.9167,18672,20005,0.933367
742.9333,19367,20005,0.968108
742.9500,19369,20005,0.968208
742.9667,19371,20005,0.968308
742.9833,19357,20005,0.967608
743.0000,19307,20005,0.965109
743.0167,19827,20005,0.991102
743.0333,19799,20005,0.989703
743.0500,19801,20005,0.989803
743.0667,19803,20005,0.989903
743.0833,19789,20005,0.989203
743.1000,19791,20005,0.989303
743.1167,19953,20005,0.997401
743.1333,19925,20005,0.996001
743.1500,19927,20005,0.996101
743.1667,19929,20005,0.996201
743.1833,19914,20005,0.995451
743.2000,19917,20005,0.995601
743.2167,19953,20005,0.997401
743.2333,19925,20005,0.996001
743.2500,19927,20005,0.996101
743.2667,19929,20005,0.996201
743.2833,19914,20005,0.995451
743.3000,19917,20005,0.995601
743.3167,19953,20005,0.997401
743.3333,19955,20005,0.997501
743.3500,19927,20005,0.996101
743.3667,19929,20005,0.996201
743.3833,18473,20005,0.923419
743.4000,18475,20005,0.923519
743.4167,18477,20005,0.923619
743.4333,18479,20005,0.923719
743.4500,18452,20005,0.922369
743.4667,18454,20005,0.922469
743.4833,18439,20005,0.921720
743.5000,18441,20005,0.921820
743.5167,18444,20005,0.921970
743.5333,18446,20005,0.922069
743.5500,18418,20005,0.920670
743.5667,,,
743.5833,,,
743.6000,18407,20005,0.920120
743.6167,18409,20005,0.920220
743.6333,18411,20005,0.920320
743.6500,18383,20005,0.918920
743.6667,18383,20005,0.918920
743.6833,18383,20005,0.918920
743.7000,18383,20005,0.918920
743.7167,18385,20005,0.919020
743.7333,18385,20005,0.919020
743.7500,18387,20005,0.919120
743.7667,18373,20005,0.918420
743.7833,18376,20005,0.918570
743.8000,18376,20005,0.918570
743.8167,18349,20005,0.917221
743.8333,18352,20005,0.917371
743.8500,18338,20005,0.916671
743.8667,,,
743.8833,18301,20005,0.914821
743.9000,18304,20005,0.914971
743.9167,18291,20005,0.914321
743.9333,18294,20005,0.914471
743.9500,18298,20005,0.914671
743.9667,18256,20005,0.912572
743.9833,18259,20005,0.912722
744.0000,18244,20005,0.911972
744.0167,18247,20005,0.912122
744.0333,18249,20005,0.912222
744.0500,18207,20005,0.910122
744.0667,18209,20005,0.910222
744.0833,18209,20005,0.910222
744.1000,,,
744.1167,18197,20005,0.909623
744.1333,18199,20005,0.909723
744.1500,18202,20005,0.909873
744.1667,18160,20005,0.907773
744.1833,18162,20005,0.907873
744.2000,18164,20005,0.907973
744.2167,18150,20005,0.907273
744.2333,18152,20005,0.907373
744.2500,18154,20005,0.907473
744.2667,18113,20005,0.905424
744.2833,18115,20005,0.905524
744.3000,18117,20005,0.905624
744.3167,18103,20005,0.904924
744.3333,18105,20005,0.905024
744.3500,18107,20005,0.905124
744.3667,18066,20005,0.903074
744.3833,18068,20005,0.903174
744.4000,18070,20005,0.903274
744.4167,18055,20005,0.902524
744.4333,18058,20005,0.902674
744.4500,18060,20005,0.902774
744.4667,18018,20005,0.900675
744.4833,18021,20005,0.900825
744.5000,18023,20005,0.900925
744.5167,18023,20005,0.900925
744.5333,18008,20005,0.900175
744.5500,18010,20005,0.900275
744.5667,18013,20005,0.900425
744.5833,17971,20005,0.898325
744.6000,17973,20005,0.898425
744.6167,17959,20005,0.897726
744.6333,17961,20005,0.897826
744.6500,17963,20005,0.897926
744.6667,17966,20005,0.898075
744.6833,17924,20005,0.895976
744.7000,17926,20005,0.896076
744.7167,,,
744.7333,17914,20005,0.895476
744.7500,17917,20005,0.895626
744.7667,17875,20005,0.893527
744.7833,17877,20005,0.893627
744.8000,17879,20005,0.893727
744.8167,17865,20005,0.893027
744.8333,17867,20005,0.893127
744.8500,17869,20005,0.893227
744.8667,17872,20005,0.893377
744.8833,17874,20005,0.893477
744.9000,17876,20005,0.893577
744.9167,17862,20005,0.892877
744.9333,17864,20005,0.892977
744.9500,17866,20005,0.893077
744.9667,17866,20005,0.893077
744.9833,17868,20005,0.893177
745.0000,17873,20005,0.893427
745.0167,17873,20005,0.893427
745.0333,17858,20005,0.892677
745.0500,17860,20005,0.892777
745.0667,,,
745.0833,17864,20005,0.892977
745.1000,17866,20005,0.893077
745.1167,17868,20005,0.893177
745.1333,17854,20005,0.892477
745.1500,17856,20005,0.892577
745.1667,17858,20005,0.892677
745.1833,17860,20005,0.892777
745.2000,17863,20005,0.892927
745.2167,17865,20005,0.893027
745.2333,17850,20005,0.892277
745.2500,17853,20005,0.892427
745.2667,17855,20005,0.892527
745.2833,17857,20005,0.892627
745.3000,17860,20005,0.892777
745.3167,17862,20005,0.892877
745.3333,17847,20005,0.892127
745.3500,17850,20005,0.892277
745.3667,17852,20005,0.892377
745.3833,17854,20005,0.892477
745.4000,17856,20005,0.892577
745.4167,17858,20005,0.892677
745.4333,17844,20005,0.891977
745.4500,17846,20005,0.892077
745.4667,17848,20005,0.892177
745.4833,17848,20005,0.892177
745.5000,17850,20005,0.892277
745.5167,17852,20005,0.892377
745.5333,17854,20005,0.892477
745.5500,17839,20005,0.891727
745.5667,,,
745.5833,17844,20005,0.891977
745.6000,17846,20005,0.892077
745.6167,17848,20005,0.892177
745.6333,17850,20005,0.892277
745.6500,17836,20005,0.891577
745.6667,17838,20005,0.891677
745.6833,17840,20005,0.891777
745.7000,17843,20005,0.891927
745.7167,17845,20005,0.892027
745.7333,17847,20005,0.892127
745.7500,17833,20005,0.891427
745.7667,17835,20005,0.891527
745.7833,17837,20005,0.891627
745.8000,17839,20005,0.891727
745.8167,17841,20005,0.891827
745.8333,17827,20005,0.891127
745.8500,17829,20005,0.891227
745.8667,17831,20005,0.891327
745.8833,17834,20005,0.891477
745.9000,17836,20005,0.891577
745.9167,17838,20005,0.891677
745.9333,17824,20005,0.890977
745.9500,17824,20005,0.890977
745.9667,17826,20005,0.891077
745.9833,17828,20005,0.891177
746.0000,17830,20005,0.891277
746.0167,17832,20005,0.891377
746.0333,17835,20005,0.891527
746.0500,17822,20005,0.890877
746.0667,17822,20005,0.890877
746.0833,17824,20005,0.890977
746.1000,17827,20005,0.891127
746.1167,17829,20005,0.891227
746.1333,17831,20005,0.891327
746.1500,17817,20005,0.890627
746.1667,17819,20005,0.890727
746.1833,17821,20005,0.890827
746.2000,17823,20005,0.890927
746.2167,17825,20005,0.891027
746.2333,17828,20005,0.891177
746.2500,17813,20005,0.890427
746.2667,17813,20005,0.890427
746.2833,17815,20005,0.890527
746.3000,17817,20005,0.890627
746.3167,17820,20005,0.890777
746.3333,17822,20005,0.890877
746.3500,17824,20005,0.890977
746.3667,17810,20005,0.890277
746.3833,17812,20005,0.890377
746.4000,17815,20005,0.890527
746.4167,17817,20005,0.890627
746.4333,17819,20005,0.890727
746.4500,17805,20005,0.890027
746.4667,17807,20005,0.890127
746.4833,17807,20005,0.890127
746.5000,17810,20005,0.890277
746.5167,17812,20005,0.890377
746.5333,17814,20005,0.890477
746.5500,17817,20005,0.890627
746.5667,17802,20005,0.889878
746.5833,17805,20005,0.890027
746.6000,17807,20005,0.890127
746.6167,17809,20005,0.890227
746.6333,17809,20005,0.890227
746.6500,17812,20005,0.890377
746.6667,17797,20005,0.889628
746.6833,17800,20005,0.889778
746.7000,,,
746.7167,17804,20005,0.889978
746.7333,17807,20005,0.890127
746.7500,17809,20005,0.890227
746.7667,17795,20005,0.889528
746.7833,17797,20005,0.889628
746.8000,17799,20005,0.889728
746.8167,17799,20005,0.889728
746.8333,17802,20005,0.889878
746.8500,17804,20005,0.889978
746.8667,17790,20005,0.889278
746.8833,17792,20005,0.889378
746.9000,17794,20005,0.889478
746.9167,17797,20005,0.889628
746.9333,17799,20005,0.889728
746.9500,17799,20005,0.889728
746.9667,17801,20005,0.889828
746.9833,17787,20005,0.889128
747.0000,17790,20005,0.889278
747.0167,17792,20005,0.889378
747.0333,17795,20005,0.889528
747.0500,17795,20005,0.889528
747.0667,17797,20005,0.889628
747.0833,17783,20005,0.888928
747.1000,17785,20005,0.889028
747.1167,17788,20005,0.889178
747.1333,17790,20005,0.889278
747.1500,17793,20005,0.889428
747.1667,17793,20005,0.889428
747.1833,17779,20005,0.888728
747.2000,17781,20005,0.888828
747.2167,17783,20005,0.888928
747.2333,17786,20005,0.889078
747.2500,17788,20005,0.889178
747.2667,17791,20005,0.889328
747.2833,17791,20005,0.889328
747.3000,17777,20005,0.888628
747.3167,17779,20005,0.888728
747.3333,17782,20005,0.888878
747.3500,17784,20005,0.888978
747.3667,17786,20005,0.889078
747.3833,17772,20005,0.888378
747.4000,17775,20005,0.888528
747.4167,17777,20005,0.888628
747.4333,17777,20005,0.888628
747.4500,17780,20005,0.888778
747.4667,17782,20005,0.888878
747.4833,17768,20005,0.888178
747.5000,17770,20005,0.888278
747.5167,17772,20005,0.888378
747.5333,17775,20005,0.888528
747.5500,17777,20005,0.888628
747.5667,17779,20005,0.888728
747.5833,17782,20005,0.888878
747.6000,17784,20005,0.888978
747.6167,17784,20005,0.888978
747.6333,17786,20005,0.889078
747.6500,17789,20005,0.889228
747.6667,17791,20005,0.889328
747.6833,17793,20005,0.889428
747.7000,17795,20005,0.889528
747.7167,17798,20005,0.889678
747.7333,17798,20005,0.889678
747.7500,17800,20005,0.889778
747.7667,17802,20005,0.889878
747.7833,17805,20005,0.890027
747.8000,17807,20005,0.890127
747.8167,17810,20005,0.890277
747.8333,17812,20005,0.890377
747.8500,17812,20005,0.890377
747.8667,17815,20005,0.890527
747.8833,17817,20005,0.890627
747.9000,17820,20005,0.890777
747.9167,17822,20005,0.890877
747.9333,17824,20005,0.890977
747.9500,17824,20005,0.890977
747.9667,17827,20005,0.891127
747.9833,17829,20005,0.891227
748.0000,17832,20005,0.891377
748.0167,17834,20005,0.891477
748.0333,17837,20005,0.891627
748.0500,17839,20005,0.891727
748.0667,,,
748.0833,17844,20005,0.891977
748.1000,17844,20005,0.891977
748.1167,17847,20005,0.892127
748.1333,17849,20005,0.892227
748.1500,17852,20005,0.892377
748.1667,17854,20005,0.892477
748.1833,17856,20005,0.892577
748.2000,17859,20005,0.892727
748.2167,17859,20005,0.892727
748.2333,17861,20005,0.892827
748.2500,17864,20005,0.892977
748.2667,17866,20005,0.893077
748.2833,17869,20005,0.893227
748.3000,17871,20005,0.893327
748.3167,17874,20005,0.893477
748.3333,17874,20005,0.893477
748.3500,17876,20005,0.893577
748.3667,17879,20005,0.893727
748.3833,17881,20005,0.893827
748.4000,20005,20005,1.000000
748.4167,20005,20005,1.000000
748.4333,20005,20005,1.000000
748.4500,20005,20005,1.000000
748.4667,20005,20005,1.000000
748.4833,20005,20005,1.000000
748.5000,20005,20005,1.000000
748.5167,20005,20005,1.000000
748.5333,20005,20005,1.000000
748.5500,20005,20005,1.000000
748.5667,20005,20005,1.000000
748.5833,20005,20005,1.000000
748.6000,20005,20005,1.000000
748.6167,20005,20005,1.000000
748.6333,20005,20005,1.000000
748.6500,20005,20005,1.000000
748.6667,20005,20005,1.000000
748.6833,20005,20005,1.000000
748.7000,20005,20005,1.000000
748.7167,20005,20005,1.000000
748.7333,20005,20005,1.000000
748.7500,20005,20005,1.000000
748.7667,20005,20005,1.000000
748.7833,20005,20005,1.000000
748.8000,20005,20005,1.000000
748.8167,20005,20005,1.000000
748.8333,20005,20005,1.000000
748.8500,20005,20005,1.000000
748.8667,20005,20005,1.000000
748.8833,20005,20005,1.000000
748.9000,20005,20005,1.000000
748.9167,20005,20005,1.000000
748.9333,20005,20005,1.000000
748.9500,19797,20005,0.989603
748.9667,19800,20005,0.989753
748.9833,19803,20005,0.989903
749.0000,19803,20005,0.989903
749.0167,19805,20005,0.990002
749.0333,20005,20005,1.000000
749.0500,20005,20005,1.000000
749.0667,20005,20005,1.000000
749.0833,20005,20005,1.000000
749.1000,20005,20005,1.000000
749.1167,20005,20005,1.000000
749.1333,20005,20005,1.000000
749.1500,20005,20005,1.000000
749.1667,20005,20005,1.000000
749.1833,20005,20005,1.000000
749.2000,20005,20005,1.000000
749.2167,20005,20005,1.000000
749.2333,20005,20005,1.000000
749.2500,20005,20005,1.000000
749.2667,20005,20005,1.000000
749.2833,20005,20005,1.000000
749.3000,20005,20005,1.000000
749.3167,20005,20005,1.000000
749.3333,20005,20005,1.000000
749.3500,20005,20005,1.000000
749.3667,20005,20005,1.000000
749.3833,20005,20005,1.000000
749.4000,20005,20005,1.000000
749.4167,20005,20005,1.000000
749.4333,20005,20005,1.000000
749.4500,20005,20005,1.000000
749.4667,20005,20005,1.000000
749.4833,19339,20005,0.966708
