track_id,wave,R_gpx,join_rule,t_entry,t_exit,residence_s,body_time_s,n_frames,n_internal_gaps,censor_left,censor_right,censor_reason,r_at_entry,r_at_exit,r_min,track_t_start,track_t_end,track_duration_s,n_obs_track
W160-T641,160,285.7,B_bridged_0.2s,862.8833,862.8833,0.0,0.0167,1,0,1,1,track_birth|track_end,235.08,235.08,235.08,862.8833,862.8833,0.0,1
W160-T642,160,285.7,B_bridged_0.2s,862.9833,863.2667,0.2834,0.05,3,2,1,1,track_birth|track_end,45.04,199.33,45.04,862.9833,863.2667,0.2834,3
W160-T643,160,285.7,B_bridged_0.2s,862.9833,863.2833,0.3,0.05,3,2,1,1,track_birth|track_end,56.24,210.94,56.24,862.9833,863.2833,0.3,3
W160-T644,160,285.7,B_bridged_0.2s,863.1667,863.25,0.0833,0.05,3,2,1,1,track_birth|track_end,215.16,239.65,215.16,863.1667,863.25,0.0833,3
W160-T645,160,285.7,B_bridged_0.2s,863.3,863.3667,0.0667,0.05,3,1,1,1,track_birth|track_end,211.26,217.74,203.91,863.3,863.3667,0.0667,3
W160-T647,160,285.7,B_bridged_0.2s,863.3333,863.3333,0.0,0.0167,1,0,1,0,track_birth,267.79,267.79,267.79,863.3333,863.4833,0.15,3
W160-T647,160,285.7,B_bridged_0.2s,863.4833,863.4833,0.0,0.0167,1,0,0,1,track_end,204.0,204.0,204.0,863.3333,863.4833,0.15,3
W160-T648,160,285.7,B_bridged_0.2s,863.3333,863.4833,0.15,0.05,3,2,1,1,track_birth|track_end,175.09,204.02,173.56,863.3333,863.4833,0.15,3
W160-T649,160,285.7,B_bridged_0.2s,863.3667,863.4333,0.0666,0.05,3,1,1,1,track_birth|track_end,273.06,244.23,244.23,863.3667,863.4333,0.0666,3
W160-T650,160,285.7,B_bridged_0.2s,863.5167,863.6667,0.15,0.05,3,1,1,1,track_birth|track_end,130.97,96.81,77.81,863.5167,863.6667,0.15,3
W160-T654,160,285.7,B_bridged_0.2s,839.4167,839.5,0.0833,0.0333,2,1,1,1,track_birth|track_end,240.69,189.04,189.04,839.4167,839.5,0.0833,2
W160-T655,160,285.7,B_bridged_0.2s,839.5333,839.6667,0.1334,0.0333,2,1,1,1,track_birth|track_end,257.61,250.86,250.86,839.5333,839.6667,0.1334,2
W160-T656,160,285.7,B_bridged_0.2s,840.0333,840.0667,0.0334,0.0333,2,1,1,1,track_birth|track_end,92.04,39.12,39.12,840.0333,840.0667,0.0334,2
W160-T657,160,285.7,B_bridged_0.2s,840.7833,840.8333,0.05,0.0333,2,1,1,1,track_birth|track_end,110.02,83.44,83.44,840.7833,840.8333,0.05,2
W160-T658,160,285.7,B_bridged_0.2s,840.8333,840.9167,0.0834,0.0333,2,1,1,1,track_birth|track_end,184.73,187.52,184.73,840.8333,840.9167,0.0834,2
W160-T659,160,285.7,B_bridged_0.2s,841.2333,841.3667,0.1334,0.0333,2,1,1,1,track_birth|track_end,132.26,100.22,100.22,841.2333,841.3667,0.1334,2
W160-T660,160,285.7,B_bridged_0.2s,841.25,841.2667,0.0167,0.0333,2,0,1,1,track_birth|track_end,276.93,276.93,276.93,841.25,841.2667,0.0167,2
W160-T661,160,285.7,B_bridged_0.2s,841.25,841.2667,0.0167,0.0333,2,0,1,1,track_birth|track_end,92.92,93.67,92.92,841.25,841.2667,0.0167,2
W160-T679,160,285.7,B_bridged_0.2s,844.55,844.5667,0.0167,0.0333,2,0,1,1,track_birth|track_end,211.1,224.57,211.1,844.55,844.5667,0.0167,2
W160-T684,160,285.7,B_bridged_0.2s,845.2,845.2167,0.0167,0.0333,2,0,1,1,track_birth|track_end,99.81,93.13,93.13,845.2,845.2167,0.0167,2
W160-T688,160,285.7,B_bridged_0.2s,845.5167,845.7167,0.2,0.0333,2,1,1,1,track_birth|track_end,240.63,187.02,187.02,845.5167,845.7167,0.2,2
W160-T691,160,285.7,B_bridged_0.2s,846.2167,846.2333,0.0166,0.0333,2,0,1,1,track_birth|track_end,232.85,232.85,232.85,846.2167,846.2333,0.0166,2
W160-T692,160,285.7,B_bridged_0.2s,846.2833,846.3,0.0167,0.0333,2,0,1,1,track_birth|track_end,71.77,48.35,48.35,846.2833,846.3,0.0167,2
W160-T694,160,285.7,B_bridged_0.2s,847.6667,847.7333,0.0666,0.0333,2,1,1,1,track_birth|track_end,145.38,180.65,145.38,847.6667,847.7333,0.0666,2
W160-T697,160,285.7,B_bridged_0.2s,848.0167,848.0333,0.0166,0.0333,2,0,1,1,track_birth|track_end,168.83,182.49,168.83,848.0167,848.0333,0.0166,2
W160-T698,160,285.7,B_bridged_0.2s,848.0333,848.05,0.0167,0.0333,2,0,1,1,track_birth|track_end,141.82,141.82,141.82,848.0333,848.05,0.0167,2
W160-T699,160,285.7,B_bridged_0.2s,848.2833,848.3833,0.1,0.0333,2,1,1,1,track_birth|track_end,216.61,247.82,216.61,848.2833,848.3833,0.1,2
W160-T702,160,285.7,B_bridged_0.2s,848.45,848.4833,0.0333,0.0333,2,1,1,1,track_birth|track_end,230.64,271.87,230.64,848.45,848.4833,0.0333,2
W160-T708,160,285.7,B_bridged_0.2s,849.05,849.1,0.05,0.0333,2,1,1,1,track_birth|track_end,260.82,271.1,260.82,849.05,849.1,0.05,2
W160-T710,160,285.7,B_bridged_0.2s,849.1167,849.2333,0.1166,0.0333,2,1,1,1,track_birth|track_end,142.93,27.3,27.3,849.1167,849.2333,0.1166,2
W160-T712,160,285.7,B_bridged_0.2s,849.2,849.35,0.15,0.0333,2,1,1,1,track_birth|track_end,277.04,274.59,274.59,849.2,849.35,0.15,2
W160-T716,160,285.7,B_bridged_0.2s,849.6,849.7667,0.1667,0.0333,2,1,1,1,track_birth|track_end,281.57,225.2,225.2,849.6,849.7667,0.1667,2
W160-T720,160,285.7,B_bridged_0.2s,850.0667,850.0833,0.0166,0.0333,2,0,1,1,track_birth|track_end,273.98,273.98,273.98,850.0667,850.0833,0.0166,2
W160-T721,160,285.7,B_bridged_0.2s,850.2,850.3667,0.1667,0.0333,2,1,1,1,track_birth|track_end,80.17,156.52,80.17,850.2,850.3667,0.1667,2
W160-T722,160,285.7,B_bridged_0.2s,850.25,850.2667,0.0167,0.0333,2,0,1,1,track_birth|track_end,173.54,173.54,173.54,850.25,850.2667,0.0167,2
W160-T725,160,285.7,B_bridged_0.2s,850.4333,850.4667,0.0334,0.0333,2,1,1,1,track_birth|track_end,160.19,168.11,160.19,850.4333,850.4667,0.0334,2
W160-T726,160,285.7,B_bridged_0.2s,850.5,850.5333,0.0333,0.0333,2,1,1,1,track_birth|track_end,102.02,90.12,90.12,850.5,850.5333,0.0333,2
W160-T729,160,285.7,B_bridged_0.2s,850.6833,850.7,0.0167,0.0333,2,0,1,1,track_birth|track_end,251.41,257.72,251.41,850.6833,850.7,0.0167,2
W160-T734,160,285.7,B_bridged_0.2s,851.0333,851.05,0.0167,0.0333,2,0,1,1,track_birth|track_end,171.25,171.65,171.25,851.0333,851.05,0.0167,2
W160-T740,160,285.7,B_bridged_0.2s,851.4167,851.4167,0.0,0.0167,1,0,1,0,track_birth,275.77,275.77,275.77,851.4167,851.4333,0.0166,2
W160-T744,160,285.7,B_bridged_0.2s,851.6833,851.7333,0.05,0.0333,2,1,1,1,track_birth|track_end,78.15,28.56,28.56,851.6833,851.7333,0.05,2
W160-T747,160,285.7,B_bridged_0.2s,851.9667,852.0,0.0333,0.0333,2,1,1,1,track_birth|track_end,28.69,45.59,28.69,851.9667,852.0,0.0333,2
W160-T752,160,285.7,B_bridged_0.2s,852.4833,852.55,0.0667,0.0333,2,1,1,1,track_birth|track_end,69.22,113.11,69.22,852.4833,852.55,0.0667,2
W160-T756,160,285.7,B_bridged_0.2s,853.3167,853.3833,0.0666,0.0333,2,1,1,1,track_birth|track_end,164.07,150.89,150.89,853.3167,853.3833,0.0666,2
W160-T757,160,285.7,B_bridged_0.2s,853.35,853.3667,0.0167,0.0333,2,0,1,1,track_birth|track_end,117.59,122.24,117.59,853.35,853.3667,0.0167,2
W160-T758,160,285.7,B_bridged_0.2s,853.5,853.5167,0.0167,0.0333,2,0,1,1,track_birth|track_end,118.36,92.56,92.56,853.5,853.5167,0.0167,2
W160-T765,160,285.7,B_bridged_0.2s,854.1667,854.1667,0.0,0.0167,1,0,1,1,track_birth|track_end,63.34,63.34,63.34,854.1667,854.1667,0.0,1
W160-T766,160,285.7,B_bridged_0.2s,854.25,854.2667,0.0167,0.0333,2,0,1,1,track_birth|track_end,45.22,39.12,39.12,854.25,854.2667,0.0167,2
W160-T768,160,285.7,B_bridged_0.2s,854.5333,854.55,0.0167,0.0333,2,0,1,1,track_birth|track_end,98.14,98.14,98.14,854.5333,854.55,0.0167,2
W160-T769,160,285.7,B_bridged_0.2s,854.5833,854.7667,0.1834,0.0333,2,1,1,1,track_birth|track_end,20.44,54.51,20.44,854.5833,854.7667,0.1834,2
W160-T772,160,285.7,B_bridged_0.2s,855.2833,855.3167,0.0334,0.0333,2,1,1,1,track_birth|track_end,270.56,263.66,263.66,855.2833,855.3167,0.0334,2
W160-T774,160,285.7,B_bridged_0.2s,855.55,855.6333,0.0833,0.0333,2,1,1,1,track_birth|track_end,120.71,175.97,120.71,855.55,855.6333,0.0833,2
W160-T775,160,285.7,B_bridged_0.2s,855.55,855.6,0.05,0.0333,2,1,1,1,track_birth|track_end,110.89,132.2,110.89,855.55,855.6,0.05,2
W160-T776,160,285.7,B_bridged_0.2s,855.55,855.6667,0.1167,0.0333,2,1,1,1,track_birth|track_end,132.35,254.48,132.35,855.55,855.6667,0.1167,2
W160-T777,160,285.7,B_bridged_0.2s,855.6,855.7333,0.1333,0.0333,2,1,1,1,track_birth|track_end,203.85,267.71,203.85,855.6,855.7333,0.1333,2
W160-T778,160,285.7,B_bridged_0.2s,855.6167,855.6333,0.0166,0.0333,2,0,1,1,track_birth|track_end,104.6,116.06,104.6,855.6167,855.6333,0.0166,2
W160-T782,160,285.7,B_bridged_0.2s,856.5833,856.5833,0.0,0.0167,1,0,1,0,track_birth,247.71,247.71,247.71,856.5833,856.65,0.0667,2
W160-T790,160,285.7,B_bridged_0.2s,858.0333,858.0833,0.05,0.0333,2,1,1,1,track_birth|track_end,193.02,196.73,193.02,858.0333,858.0833,0.05,2
W160-T795,160,285.7,B_bridged_0.2s,858.5,858.65,0.15,0.0333,2,1,1,1,track_birth|track_end,204.67,212.36,204.67,858.5,858.65,0.15,2
W160-T796,160,285.7,B_bridged_0.2s,858.5667,858.6667,0.1,0.0333,2,1,1,1,track_birth|track_end,62.7,17.91,17.91,858.5667,858.6667,0.1,2
W160-T798,160,285.7,B_bridged_0.2s,858.6,858.6167,0.0167,0.0333,2,0,1,1,track_birth|track_end,267.19,242.46,242.46,858.6,858.6167,0.0167,2
W160-T799,160,285.7,B_bridged_0.2s,858.6,858.6333,0.0333,0.0333,2,1,1,1,track_birth|track_end,247.6,207.94,207.94,858.6,858.6333,0.0333,2
W160-T802,160,285.7,B_bridged_0.2s,859.2167,859.2167,0.0,0.0167,1,0,1,1,track_birth|track_end,70.62,70.62,70.62,859.2167,859.2167,0.0,1
W160-T803,160,285.7,B_bridged_0.2s,859.2333,859.2833,0.05,0.0333,2,1,1,1,track_birth|track_end,194.75,166.36,166.36,859.2333,859.2833,0.05,2
W160-T804,160,285.7,B_bridged_0.2s,859.5667,859.6,0.0333,0.0333,2,1,1,1,track_birth|track_end,219.93,234.2,219.93,859.5667,859.6,0.0333,2
W160-T807,160,285.7,B_bridged_0.2s,860.1,860.1,0.0,0.0167,1,0,1,0,track_birth,240.31,240.31,240.31,860.1,860.2833,0.1833,2
W160-T809,160,285.7,B_bridged_0.2s,860.35,860.4,0.05,0.0333,2,1,1,1,track_birth|track_end,250.7,282.01,250.7,860.35,860.4,0.05,2
W160-T810,160,285.7,B_bridged_0.2s,861.0,861.0167,0.0167,0.0333,2,0,1,1,track_birth|track_end,28.78,21.84,21.84,861.0,861.0167,0.0167,2
W160-T813,160,285.7,B_bridged_0.2s,861.9833,862.0333,0.05,0.0333,2,1,1,1,track_birth|track_end,121.29,233.32,121.29,861.9833,862.0333,0.05,2
W160-T816,160,285.7,B_bridged_0.2s,862.9667,862.9667,0.0,0.0167,1,0,0,1,track_end,261.32,261.32,261.32,862.85,862.9667,0.1167,2
W160-T818,160,285.7,B_bridged_0.2s,862.9833,863.0,0.0167,0.0333,2,0,1,1,track_birth|track_end,131.88,118.14,118.14,862.9833,863.0,0.0167,2
W160-T819,160,285.7,B_bridged_0.2s,863.1667,863.2167,0.05,0.0333,2,1,1,1,track_birth|track_end,251.83,265.95,251.83,863.1667,863.2167,0.05,2
W160-T820,160,285.7,B_bridged_0.2s,863.3333,863.4,0.0667,0.0333,2,1,1,1,track_birth|track_end,109.59,174.95,109.59,863.3333,863.4,0.0667,2
W160-T821,160,285.7,B_bridged_0.2s,863.3333,863.35,0.0167,0.0333,2,0,1,1,track_birth|track_end,116.61,123.07,116.61,863.3333,863.35,0.0167,2
W160-T822,160,285.7,B_bridged_0.2s,863.3333,863.3667,0.0334,0.0333,2,1,1,1,track_birth|track_end,157.73,178.47,157.73,863.3333,863.3667,0.0334,2
W160-T823,160,285.7,B_bridged_0.2s,863.35,863.4667,0.1167,0.0333,2,1,1,1,track_birth|track_end,221.8,168.34,168.34,863.35,863.4667,0.1167,2
W160-T825,160,285.7,B_bridged_0.2s,863.4167,863.4333,0.0166,0.0333,2,0,1,1,track_birth|track_end,237.35,225.84,225.84,863.4167,863.4333,0.0166,2
W160-T827,160,285.7,B_bridged_0.2s,863.8333,863.85,0.0167,0.0333,2,0,1,1,track_birth|track_end,185.44,180.39,180.39,863.8333,863.85,0.0167,2
W160-T829,160,285.7,B_bridged_0.2s,839.0667,839.0667,0.0,0.0167,1,0,1,1,track_birth|track_end,267.15,267.15,267.15,839.0667,839.0667,0.0,1
W160-T830,160,285.7,B_bridged_0.2s,839.0833,839.0833,0.0,0.0167,1,0,1,1,track_birth|track_end,206.31,206.31,206.31,839.0833,839.0833,0.0,1
W160-T831,160,285.7,B_bridged_0.2s,839.3333,839.3333,0.0,0.0167,1,0,1,1,track_birth|track_end,176.55,176.55,176.55,839.3333,839.3333,0.0,1
W160-T832,160,285.7,B_bridged_0.2s,839.3333,839.3333,0.0,0.0167,1,0,1,1,track_birth|track_end,164.51,164.51,164.51,839.3333,839.3333,0.0,1
W160-T833,160,285.7,B_bridged_0.2s,839.4167,839.4167,0.0,0.0167,1,0,1,1,track_birth|track_end,221.23,221.23,221.23,839.4167,839.4167,0.0,1
W160-T835,160,285.7,B_bridged_0.2s,839.45,839.45,0.0,0.0167,1,0,1,1,track_birth|track_end,232.71,232.71,232.71,839.45,839.45,0.0,1
W160-T837,160,285.7,B_bridged_0.2s,839.6667,839.6667,0.0,0.0167,1,0,1,1,track_birth|track_end,268.75,268.75,268.75,839.6667,839.6667,0.0,1
W160-T838,160,285.7,B_bridged_0.2s,840.0333,840.0333,0.0,0.0167,1,0,1,1,track_birth|track_end,75.39,75.39,75.39,840.0333,840.0333,0.0,1
W160-T839,160,285.7,B_bridged_0.2s,840.8167,840.8167,0.0,0.0167,1,0,1,1,track_birth|track_end,91.51,91.51,91.51,840.8167,840.8167,0.0,1
W160-T840,160,285.7,B_bridged_0.2s,840.8667,840.8667,0.0,0.0167,1,0,1,1,track_birth|track_end,198.35,198.35,198.35,840.8667,840.8667,0.0,1
W160-T841,160,285.7,B_bridged_0.2s,841.25,841.25,0.0,0.0167,1,0,1,1,track_birth|track_end,252.67,252.67,252.67,841.25,841.25,0.0,1
W160-T842,160,285.7,B_bridged_0.2s,841.2833,841.2833,0.0,0.0167,1,0,1,1,track_birth|track_end,128.33,128.33,128.33,841.2833,841.2833,0.0,1
W160-T844,160,285.7,B_bridged_0.2s,841.5833,841.5833,0.0,0.0167,1,0,1,1,track_birth|track_end,264.07,264.07,264.07,841.5833,841.5833,0.0,1
W160-T845,160,285.7,B_bridged_0.2s,841.6,841.6,0.0,0.0167,1,0,1,1,track_birth|track_end,248.88,248.88,248.88,841.6,841.6,0.0,1
W160-T872,160,285.7,B_bridged_0.2s,842.0167,842.0167,0.0,0.0167,1,0,1,1,track_birth|track_end,270.1,270.1,270.1,842.0167,842.0167,0.0,1
W160-T873,160,285.7,B_bridged_0.2s,842.0333,842.0333,0.0,0.0167,1,0,1,1,track_birth|track_end,235.1,235.1,235.1,842.0333,842.0333,0.0,1
W160-T874,160,285.7,B_bridged_0.2s,842.05,842.05,0.0,0.0167,1,0,1,1,track_birth|track_end,206.23,206.23,206.23,842.05,842.05,0.0,1
W160-T875,160,285.7,B_bridged_0.2s,842.0667,842.0667,0.0,0.0167,1,0,1,1,track_birth|track_end,178.45,178.45,178.45,842.0667,842.0667,0.0,1
W160-T878,160,285.7,B_bridged_0.2s,842.1833,842.1833,0.0,0.0167,1,0,1,1,track_birth|track_end,126.58,126.58,126.58,842.1833,842.1833,0.0,1
W160-T879,160,285.7,B_bridged_0.2s,842.2167,842.2167,0.0,0.0167,1,0,1,1,track_birth|track_end,151.83,151.83,151.83,842.2167,842.2167,0.0,1
W160-T899,160,285.7,B_bridged_0.2s,844.5,844.5,0.0,0.0167,1,0,1,1,track_birth|track_end,19.52,19.52,19.52,844.5,844.5,0.0,1
W160-T900,160,285.7,B_bridged_0.2s,844.5667,844.5667,0.0,0.0167,1,0,1,1,track_birth|track_end,50.7,50.7,50.7,844.5667,844.5667,0.0,1
W160-T901,160,285.7,B_bridged_0.2s,844.65,844.65,0.0,0.0167,1,0,1,1,track_birth|track_end,72.55,72.55,72.55,844.65,844.65,0.0,1
W160-T912,160,285.7,B_bridged_0.2s,846.25,846.25,0.0,0.0167,1,0,1,1,track_birth|track_end,35.82,35.82,35.82,846.25,846.25,0.0,1
W160-T913,160,285.7,B_bridged_0.2s,846.2833,846.2833,0.0,0.0167,1,0,1,1,track_birth|track_end,86.25,86.25,86.25,846.2833,846.2833,0.0,1
W160-T914,160,285.7,B_bridged_0.2s,846.3667,846.3667,0.0,0.0167,1,0,1,1,track_birth|track_end,266.63,266.63,266.63,846.3667,846.3667,0.0,1
W160-T918,160,285.7,B_bridged_0.2s,846.65,846.65,0.0,0.0167,1,0,1,1,track_birth|track_end,106.5,106.5,106.5,846.65,846.65,0.0,1
W160-T919,160,285.7,B_bridged_0.2s,846.65,846.65,0.0,0.0167,1,0,1,1,track_birth|track_end,138.6,138.6,138.6,846.65,846.65,0.0,1
W160-T922,160,285.7,B_bridged_0.2s,846.7667,846.7667,0.0,0.0167,1,0,1,1,track_birth|track_end,267.04,267.04,267.04,846.7667,846.7667,0.0,1
W160-T923,160,285.7,B_bridged_0.2s,846.9,846.9,0.0,0.0167,1,0,1,1,track_birth|track_end,248.4,248.4,248.4,846.9,846.9,0.0,1
W160-T924,160,285.7,B_bridged_0.2s,846.9,846.9,0.0,0.0167,1,0,1,1,track_birth|track_end,259.93,259.93,259.93,846.9,846.9,0.0,1
W160-T929,160,285.7,B_bridged_0.2s,847.25,847.25,0.0,0.0167,1,0,1,1,track_birth|track_end,67.11,67.11,67.11,847.25,847.25,0.0,1
W160-T932,160,285.7,B_bridged_0.2s,848.0333,848.0333,0.0,0.0167,1,0,1,1,track_birth|track_end,227.59,227.59,227.59,848.0333,848.0333,0.0,1
W160-T934,160,285.7,B_bridged_0.2s,848.45,848.45,0.0,0.0167,1,0,1,1,track_birth|track_end,197.96,197.96,197.96,848.45,848.45,0.0,1
W160-T935,160,285.7,B_bridged_0.2s,848.45,848.45,0.0,0.0167,1,0,1,1,track_birth|track_end,243.4,243.4,243.4,848.45,848.45,0.0,1
W160-T937,160,285.7,B_bridged_0.2s,848.6,848.6,0.0,0.0167,1,0,1,1,track_birth|track_end,33.89,33.89,33.89,848.6,848.6,0.0,1
W160-T938,160,285.7,B_bridged_0.2s,848.6667,848.6667,0.0,0.0167,1,0,1,1,track_birth|track_end,74.86,74.86,74.86,848.6667,848.6667,0.0,1
W160-T939,160,285.7,B_bridged_0.2s,848.75,848.75,0.0,0.0167,1,0,1,1,track_birth|track_end,284.53,284.53,284.53,848.75,848.75,0.0,1
W160-T940,160,285.7,B_bridged_0.2s,848.8,848.8,0.0,0.0167,1,0,1,1,track_birth|track_end,261.08,261.08,261.08,848.8,848.8,0.0,1
W160-T943,160,285.7,B_bridged_0.2s,848.8167,848.8167,0.0,0.0167,1,0,1,1,track_birth|track_end,183.82,183.82,183.82,848.8167,848.8167,0.0,1
W160-T948,160,285.7,B_bridged_0.2s,849.2333,849.2333,0.0,0.0167,1,0,1,1,track_birth|track_end,20.53,20.53,20.53,849.2333,849.2333,0.0,1
W160-T949,160,285.7,B_bridged_0.2s,849.25,849.25,0.0,0.0167,1,0,1,1,track_birth|track_end,48.02,48.02,48.02,849.25,849.25,0.0,1
W160-T955,160,285.7,B_bridged_0.2s,850.0667,850.0667,0.0,0.0167,1,0,1,1,track_birth|track_end,277.41,277.41,277.41,850.0667,850.0667,0.0,1
W160-T959,160,285.7,B_bridged_0.2s,850.35,850.35,0.0,0.0167,1,0,1,1,track_birth|track_end,172.0,172.0,172.0,850.35,850.35,0.0,1
W160-T961,160,285.7,B_bridged_0.2s,850.4333,850.4333,0.0,0.0167,1,0,1,1,track_birth|track_end,87.6,87.6,87.6,850.4333,850.4333,0.0,1
W160-T962,160,285.7,B_bridged_0.2s,850.4333,850.4333,0.0,0.0167,1,0,1,1,track_birth|track_end,82.08,82.08,82.08,850.4333,850.4333,0.0,1
W160-T963,160,285.7,B_bridged_0.2s,850.5333,850.5333,0.0,0.0167,1,0,1,1,track_birth|track_end,247.05,247.05,247.05,850.5333,850.5333,0.0,1
W160-T966,160,285.7,B_bridged_0.2s,850.6833,850.6833,0.0,0.0167,1,0,1,1,track_birth|track_end,285.21,285.21,285.21,850.6833,850.6833,0.0,1
W160-T967,160,285.7,B_bridged_0.2s,850.7,850.7,0.0,0.0167,1,0,1,1,track_birth|track_end,233.58,233.58,233.58,850.7,850.7,0.0,1
W160-T969,160,285.7,B_bridged_0.2s,850.7833,850.7833,0.0,0.0167,1,0,1,1,track_birth|track_end,250.03,250.03,250.03,850.7833,850.7833,0.0,1
W160-T970,160,285.7,B_bridged_0.2s,850.8,850.8,0.0,0.0167,1,0,1,1,track_birth|track_end,214.71,214.71,214.71,850.8,850.8,0.0,1
W160-T971,160,285.7,B_bridged_0.2s,850.8,850.8,0.0,0.0167,1,0,1,1,track_birth|track_end,204.77,204.77,204.77,850.8,850.8,0.0,1
W160-T972,160,285.7,B_bridged_0.2s,850.8,850.8,0.0,0.0167,1,0,1,1,track_birth|track_end,202.43,202.43,202.43,850.8,850.8,0.0,1
W160-T974,160,285.7,B_bridged_0.2s,850.8333,850.8333,0.0,0.0167,1,0,1,1,track_birth|track_end,249.45,249.45,249.45,850.8333,850.8333,0.0,1
W160-T975,160,285.7,B_bridged_0.2s,850.85,850.85,0.0,0.0167,1,0,1,1,track_birth|track_end,271.06,271.06,271.06,850.85,850.85,0.0,1
W160-T977,160,285.7,B_bridged_0.2s,851.05,851.05,0.0,0.0167,1,0,1,1,track_birth|track_end,251.79,251.79,251.79,851.05,851.05,0.0,1
W160-T988,160,285.7,B_bridged_0.2s,851.4333,851.4333,0.0,0.0167,1,0,1,1,track_birth|track_end,139.04,139.04,139.04,851.4333,851.4333,0.0,1
W160-T989,160,285.7,B_bridged_0.2s,851.4667,851.4667,0.0,0.0167,1,0,1,1,track_birth|track_end,140.23,140.23,140.23,851.4667,851.4667,0.0,1
W160-T1000,160,285.7,B_bridged_0.2s,851.9667,851.9667,0.0,0.0167,1,0,1,1,track_birth|track_end,45.88,45.88,45.88,851.9667,851.9667,0.0,1
W160-T1001,160,285.7,B_bridged_0.2s,851.9833,851.9833,0.0,0.0167,1,0,1,1,track_birth|track_end,85.13,85.13,85.13,851.9833,851.9833,0.0,1
W160-T1002,160,285.7,B_bridged_0.2s,852.05,852.05,0.0,0.0167,1,0,1,1,track_birth|track_end,209.86,209.86,209.86,852.05,852.05,0.0,1
W160-T1009,160,285.7,B_bridged_0.2s,853.1167,853.1167,0.0,0.0167,1,0,1,1,track_birth|track_end,84.04,84.04,84.04,853.1167,853.1167,0.0,1
W160-T1010,160,285.7,B_bridged_0.2s,853.1167,853.1167,0.0,0.0167,1,0,1,1,track_birth|track_end,96.65,96.65,96.65,853.1167,853.1167,0.0,1
W160-T1013,160,285.7,B_bridged_0.2s,853.5167,853.5167,0.0,0.0167,1,0,1,1,track_birth|track_end,85.7,85.7,85.7,853.5167,853.5167,0.0,1
W160-T1014,160,285.7,B_bridged_0.2s,853.5667,853.5667,0.0,0.0167,1,0,1,1,track_birth|track_end,74.23,74.23,74.23,853.5667,853.5667,0.0,1
W160-T1015,160,285.7,B_bridged_0.2s,853.7167,853.7167,0.0,0.0167,1,0,1,1,track_birth|track_end,100.06,100.06,100.06,853.7167,853.7167,0.0,1
W160-T1016,160,285.7,B_bridged_0.2s,853.7167,853.7167,0.0,0.0167,1,0,1,1,track_birth|track_end,235.1,235.1,235.1,853.7167,853.7167,0.0,1
W160-T1017,160,285.7,B_bridged_0.2s,854.0667,854.0667,0.0,0.0167,1,0,1,1,track_birth|track_end,173.99,173.99,173.99,854.0667,854.0667,0.0,1
W160-T1019,160,285.7,B_bridged_0.2s,854.1,854.1,0.0,0.0167,1,0,1,1,track_birth|track_end,237.81,237.81,237.81,854.1,854.1,0.0,1
W160-T1020,160,285.7,B_bridged_0.2s,854.1,854.1,0.0,0.0167,1,0,1,1,track_birth|track_end,239.11,239.11,239.11,854.1,854.1,0.0,1
W160-T1026,160,285.7,B_bridged_0.2s,854.85,854.85,0.0,0.0167,1,0,1,1,track_birth|track_end,154.61,154.61,154.61,854.85,854.85,0.0,1
W160-T1029,160,285.7,B_bridged_0.2s,855.25,855.25,0.0,0.0167,1,0,1,1,track_birth|track_end,221.65,221.65,221.65,855.25,855.25,0.0,1
W160-T1034,160,285.7,B_bridged_0.2s,855.3667,855.3667,0.0,0.0167,1,0,1,1,track_birth|track_end,251.56,251.56,251.56,855.3667,855.3667,0.0,1
W160-T1035,160,285.7,B_bridged_0.2s,855.5833,855.5833,0.0,0.0167,1,0,1,1,track_birth|track_end,224.71,224.71,224.71,855.5833,855.5833,0.0,1
W160-T1036,160,285.7,B_bridged_0.2s,855.5833,855.5833,0.0,0.0167,1,0,1,1,track_birth|track_end,155.94,155.94,155.94,855.5833,855.5833,0.0,1
W160-T1037,160,285.7,B_bridged_0.2s,855.6,855.6,0.0,0.0167,1,0,1,1,track_birth|track_end,14.11,14.11,14.11,855.6,855.6,0.0,1
W160-T1038,160,285.7,B_bridged_0.2s,855.6167,855.6167,0.0,0.0167,1,0,1,1,track_birth|track_end,249.21,249.21,249.21,855.6167,855.6167,0.0,1
W160-T1039,160,285.7,B_bridged_0.2s,855.6167,855.6167,0.0,0.0167,1,0,1,1,track_birth|track_end,185.43,185.43,185.43,855.6167,855.6167,0.0,1
W160-T1040,160,285.7,B_bridged_0.2s,855.6167,855.6167,0.0,0.0167,1,0,1,1,track_birth|track_end,250.37,250.37,250.37,855.6167,855.6167,0.0,1
W160-T1041,160,285.7,B_bridged_0.2s,855.6333,855.6333,0.0,0.0167,1,0,1,1,track_birth|track_end,245.55,245.55,245.55,855.6333,855.6333,0.0,1
W160-T1044,160,285.7,B_bridged_0.2s,856.05,856.05,0.0,0.0167,1,0,1,1,track_birth|track_end,13.51,13.51,13.51,856.05,856.05,0.0,1
W160-T1048,160,285.7,B_bridged_0.2s,856.1333,856.1333,0.0,0.0167,1,0,1,1,track_birth|track_end,260.54,260.54,260.54,856.1333,856.1333,0.0,1
W160-T1049,160,285.7,B_bridged_0.2s,856.1667,856.1667,0.0,0.0167,1,0,1,1,track_birth|track_end,265.48,265.48,265.48,856.1667,856.1667,0.0,1
