track_id,wave,R_gpx,join_rule,t_entry,t_exit,residence_s,body_time_s,n_frames,n_internal_gaps,censor_left,censor_right,censor_reason,r_at_entry,r_at_exit,r_min,track_t_start,track_t_end,track_duration_s,n_obs_track
W151-T001,151,285.7,A_prereg_0.05s,692.5333,692.5333,0.0,0.0167,1,0,0,0,,285.12,285.12,285.12,690.8,697.7333,6.9333,337
W151-T001,151,285.7,A_prereg_0.05s,692.9333,693.1833,0.25,0.2667,16,0,1,0,unobserved_gap_before,235.56,282.2,233.78,690.8,697.7333,6.9333,337
W151-T001,151,285.7,A_prereg_0.05s,697.2833,697.7333,0.45,0.3667,22,5,0,1,track_end,279.43,65.23,56.02,690.8,697.7333,6.9333,337
W151-T002,151,285.7,A_prereg_0.05s,693.0667,693.55,0.4833,0.5,30,0,0,0,,284.01,285.16,239.4,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,693.5833,693.5833,0.0,0.0167,1,0,0,0,,283.51,283.51,283.51,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,693.6333,693.7333,0.1,0.1167,7,0,0,0,,279.3,283.87,273.8,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,694.4833,694.5667,0.0834,0.1,6,0,0,0,,284.5,282.56,282.56,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,694.6,694.6,0.0,0.0167,1,0,0,0,,285.35,285.35,285.35,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,695.3667,695.5333,0.1666,0.1833,11,0,0,0,,281.69,282.9,257.78,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,695.8833,696.2833,0.4,0.3833,23,2,0,1,unobserved_gap_after,278.7,267.77,247.3,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,696.3667,696.3833,0.0166,0.0333,2,0,1,1,unobserved_gap_before|unobserved_gap_after,219.35,220.87,219.35,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,696.4667,696.4667,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,226.98,226.98,226.98,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,696.6333,696.75,0.1167,0.0833,5,2,1,1,unobserved_gap_before|unobserved_gap_after,114.55,110.2,93.46,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,697.1667,697.2333,0.0666,0.0667,4,1,1,1,unobserved_gap_before|unobserved_gap_after,113.8,61.03,52.87,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,697.2833,697.3167,0.0334,0.05,3,0,1,1,unobserved_gap_before|unobserved_gap_after,26.88,20.09,20.09,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,697.4,697.55,0.15,0.1,6,2,1,1,unobserved_gap_before|unobserved_gap_after,51.13,24.04,12.24,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,697.6,697.6333,0.0333,0.0333,2,1,1,1,unobserved_gap_before|unobserved_gap_after,23.3,18.57,18.57,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,697.6833,697.7167,0.0334,0.05,3,0,1,1,unobserved_gap_before|unobserved_gap_after,44.05,68.43,44.05,690.75,698.0167,7.2667,327
W151-T002,151,285.7,A_prereg_0.05s,697.8667,698.0167,0.15,0.1333,8,2,1,1,unobserved_gap_before|track_end,126.79,154.81,126.79,690.75,698.0167,7.2667,327
W151-T003,151,285.7,A_prereg_0.05s,693.6,694.55,0.95,0.9667,58,0,0,1,unobserved_gap_after,282.51,83.57,81.88,690.85,697.35,6.5,310
W151-T003,151,285.7,A_prereg_0.05s,694.6,694.9667,0.3667,0.35,21,2,1,1,unobserved_gap_before|unobserved_gap_after,86.66,90.12,82.78,690.85,697.35,6.5,310
W151-T003,151,285.7,A_prereg_0.05s,695.0333,695.1,0.0667,0.0667,4,1,1,1,unobserved_gap_before|unobserved_gap_after,71.41,87.8,71.41,690.85,697.35,6.5,310
W151-T003,151,285.7,A_prereg_0.05s,695.3,696.0333,0.7333,0.7167,43,1,1,1,unobserved_gap_before|unobserved_gap_after,53.4,119.91,53.4,690.85,697.35,6.5,310
W151-T003,151,285.7,A_prereg_0.05s,696.1167,696.75,0.6333,0.65,39,0,1,1,unobserved_gap_before|unobserved_gap_after,65.06,177.21,63.5,690.85,697.35,6.5,310
W151-T003,151,285.7,A_prereg_0.05s,697.1667,697.1667,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,154.3,154.3,154.3,690.85,697.35,6.5,310
W151-T003,151,285.7,A_prereg_0.05s,697.2667,697.2833,0.0166,0.0333,2,0,1,0,unobserved_gap_before,281.09,277.24,277.24,690.85,697.35,6.5,310
W151-T004,151,285.7,A_prereg_0.05s,694.3833,695.15,0.7667,0.7833,47,0,0,1,unobserved_gap_after,273.3,230.21,223.97,691.3,696.3833,5.0833,263
W151-T004,151,285.7,A_prereg_0.05s,695.3,696.1,0.8,0.7833,47,1,1,0,unobserved_gap_before,246.81,281.85,118.11,691.3,696.3833,5.0833,263
W151-T006,151,285.7,A_prereg_0.05s,685.8833,686.8833,1.0,1.0167,61,0,0,1,track_end,284.3,150.59,150.59,683.0,686.8833,3.8833,229
W151-T007,151,285.7,A_prereg_0.05s,693.6,694.3,0.7,0.7167,43,0,0,1,track_end,279.78,251.35,250.69,690.5833,694.3,3.7167,187
W151-T010,151,285.7,A_prereg_0.05s,685.7667,687.4833,1.7166,1.6,96,7,1,0,track_birth,203.43,283.55,136.52,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,687.5167,688.0167,0.5,0.5167,31,0,0,1,unobserved_gap_after,283.42,87.18,87.18,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,688.1,688.15,0.05,0.05,3,1,1,1,unobserved_gap_before|unobserved_gap_after,141.49,127.01,127.01,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,688.2,688.25,0.05,0.05,3,1,1,1,unobserved_gap_before|unobserved_gap_after,126.56,112.29,112.29,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,688.35,688.35,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,118.61,118.61,118.61,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,688.5167,688.55,0.0333,0.0333,2,1,1,1,unobserved_gap_before|unobserved_gap_after,100.21,89.51,89.51,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,688.6,688.7,0.1,0.1,6,1,1,1,unobserved_gap_before|unobserved_gap_after,110.32,108.66,103.1,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,688.7667,688.8167,0.05,0.05,3,1,1,1,unobserved_gap_before|unobserved_gap_after,152.66,165.08,152.66,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,688.8667,689.0333,0.1666,0.15,9,1,1,1,unobserved_gap_before|unobserved_gap_after,164.92,140.84,140.84,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,689.1,689.1,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,165.32,165.32,165.32,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,689.3,689.3,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,116.3,116.3,116.3,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,689.35,689.35,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,99.34,99.34,99.34,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,689.4333,689.4667,0.0334,0.05,3,0,1,1,unobserved_gap_before|unobserved_gap_after,66.34,72.27,51.95,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,689.5167,689.5333,0.0166,0.0333,2,0,1,1,unobserved_gap_before|unobserved_gap_after,46.55,34.22,34.22,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,689.6833,689.7833,0.1,0.0833,5,1,1,1,unobserved_gap_before|unobserved_gap_after,138.94,82.98,75.06,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,689.9333,689.9833,0.05,0.0667,4,0,1,1,unobserved_gap_before|unobserved_gap_after,149.51,138.99,137.75,685.7667,690.1,4.3333,175
W151-T010,151,285.7,A_prereg_0.05s,690.0333,690.1,0.0667,0.05,3,2,1,1,unobserved_gap_before|track_end,169.66,191.45,160.21,685.7667,690.1,4.3333,175
W151-T011,151,285.7,A_prereg_0.05s,687.8,688.3,0.5,0.5167,31,0,0,1,unobserved_gap_after,284.58,124.47,124.47,686.5833,689.6833,3.1,158
W151-T011,151,285.7,A_prereg_0.05s,688.35,688.4667,0.1167,0.1333,8,0,1,1,unobserved_gap_before|unobserved_gap_after,101.67,59.4,59.4,686.5833,689.6833,3.1,158
W151-T011,151,285.7,A_prereg_0.05s,688.55,688.85,0.3,0.3,18,1,1,1,unobserved_gap_before|unobserved_gap_after,41.74,143.33,41.74,686.5833,689.6833,3.1,158
W151-T011,151,285.7,A_prereg_0.05s,688.9833,689.0667,0.0834,0.0833,5,1,1,1,unobserved_gap_before|unobserved_gap_after,182.15,205.93,182.15,686.5833,689.6833,3.1,158
W151-T011,151,285.7,A_prereg_0.05s,689.1333,689.1333,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,200.26,200.26,200.26,686.5833,689.6833,3.1,158
W151-T011,151,285.7,A_prereg_0.05s,689.1833,689.3,0.1167,0.1167,7,1,1,1,unobserved_gap_before|unobserved_gap_after,196.8,167.26,161.68,686.5833,689.6833,3.1,158
W151-T011,151,285.7,A_prereg_0.05s,689.3833,689.6833,0.3,0.3167,19,0,1,1,unobserved_gap_before|track_end,133.84,70.03,70.03,686.5833,689.6833,3.1,158
W151-T013,151,285.7,A_prereg_0.05s,691.3667,691.4,0.0333,0.05,3,0,0,1,unobserved_gap_after,274.97,256.88,256.88,689.5667,692.1167,2.55,140
W151-T013,151,285.7,A_prereg_0.05s,691.45,691.6167,0.1667,0.1833,11,0,1,1,unobserved_gap_before|unobserved_gap_after,248.65,167.46,167.46,689.5667,692.1167,2.55,140
W151-T013,151,285.7,A_prereg_0.05s,691.6833,691.8833,0.2,0.2,12,1,1,1,unobserved_gap_before|unobserved_gap_after,216.06,65.62,65.62,689.5667,692.1167,2.55,140
W151-T013,151,285.7,A_prereg_0.05s,691.9333,692.1167,0.1834,0.1833,11,1,1,1,unobserved_gap_before|track_end,42.42,27.94,23.47,689.5667,692.1167,2.55,140
W151-T015,151,285.7,A_prereg_0.05s,692.05,692.3,0.25,0.2667,16,0,0,1,unobserved_gap_after,281.12,178.2,178.2,690.8167,693.3667,2.55,110
W151-T015,151,285.7,A_prereg_0.05s,692.3667,692.55,0.1833,0.2,12,0,1,1,unobserved_gap_before|unobserved_gap_after,136.03,58.04,58.04,690.8167,693.3667,2.55,110
W151-T015,151,285.7,A_prereg_0.05s,692.9333,693.0833,0.15,0.1,6,3,1,1,unobserved_gap_before|unobserved_gap_after,130.96,152.13,119.26,690.8167,693.3667,2.55,110
W151-T015,151,285.7,A_prereg_0.05s,693.1833,693.1833,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,133.88,133.88,133.88,690.8167,693.3667,2.55,110
W151-T015,151,285.7,A_prereg_0.05s,693.2833,693.2833,0.0,0.0167,1,0,1,0,unobserved_gap_before,255.9,255.9,255.9,690.8167,693.3667,2.55,110
W151-T024,151,285.7,A_prereg_0.05s,691.6833,691.85,0.1667,0.1833,11,0,0,1,track_end,276.24,189.78,189.78,690.7,691.85,1.15,70
W151-T025,151,285.7,A_prereg_0.05s,692.9333,692.9333,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,153.25,153.25,153.25,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,693.1,693.1,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,106.83,106.83,106.83,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,693.1667,693.2,0.0333,0.0333,2,1,1,1,unobserved_gap_before|unobserved_gap_after,147.33,164.79,147.33,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,693.35,693.35,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,177.55,177.55,177.55,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,693.4667,693.5333,0.0666,0.0833,5,0,1,1,unobserved_gap_before|unobserved_gap_after,164.68,169.31,140.98,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,693.6667,693.7333,0.0666,0.05,3,2,1,1,unobserved_gap_before|unobserved_gap_after,222.03,236.04,218.88,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,693.7833,694.1333,0.35,0.25,15,6,1,1,unobserved_gap_before|unobserved_gap_after,266.17,240.77,214.35,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,694.2,694.4167,0.2167,0.1667,10,4,1,1,unobserved_gap_before|unobserved_gap_after,233.05,252.63,222.98,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,694.5667,694.5667,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,172.82,172.82,172.82,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,694.6833,694.8167,0.1334,0.1333,8,1,1,1,unobserved_gap_before|unobserved_gap_after,108.89,82.51,82.51,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,694.8667,694.9833,0.1166,0.1,6,2,1,1,unobserved_gap_before|unobserved_gap_after,79.36,60.65,60.65,692.9333,695.0667,2.1334,56
W151-T025,151,285.7,A_prereg_0.05s,695.0333,695.0667,0.0334,0.05,3,0,1,1,unobserved_gap_before|track_end,71.69,92.16,71.69,692.9333,695.0667,2.1334,56
W151-T027,151,285.7,A_prereg_0.05s,691.3833,691.3833,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,240.8,240.8,240.8,691.25,692.55,1.3,53
W151-T027,151,285.7,A_prereg_0.05s,691.45,691.6333,0.1833,0.1833,11,1,1,1,unobserved_gap_before|unobserved_gap_after,211.87,148.16,147.44,691.25,692.55,1.3,53
W151-T027,151,285.7,A_prereg_0.05s,691.8333,691.8833,0.05,0.0667,4,0,1,1,unobserved_gap_before|unobserved_gap_after,235.4,235.28,232.45,691.25,692.55,1.3,53
W151-T027,151,285.7,A_prereg_0.05s,691.9333,692.3,0.3667,0.3833,23,0,1,1,unobserved_gap_before|unobserved_gap_after,223.78,230.15,221.24,691.25,692.55,1.3,53
W151-T027,151,285.7,A_prereg_0.05s,692.3667,692.55,0.1833,0.2,12,0,1,1,unobserved_gap_before|track_end,238.78,270.43,238.78,691.25,692.55,1.3,53
W151-T028,151,285.7,A_prereg_0.05s,685.9167,685.9167,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,59.07,59.07,59.07,685.9167,688.3,2.3833,59
W151-T028,151,285.7,A_prereg_0.05s,686.0167,686.0667,0.05,0.0667,4,0,1,1,unobserved_gap_before|unobserved_gap_after,172.11,174.27,172.11,685.9167,688.3,2.3833,59
W151-T028,151,285.7,A_prereg_0.05s,686.1333,686.2,0.0667,0.05,3,2,1,1,unobserved_gap_before|unobserved_gap_after,184.2,173.18,173.18,685.9167,688.3,2.3833,59
W151-T028,151,285.7,A_prereg_0.05s,686.3,686.3,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,199.66,199.66,199.66,685.9167,688.3,2.3833,59
W151-T028,151,285.7,A_prereg_0.05s,686.4167,686.4667,0.05,0.05,3,1,1,1,unobserved_gap_before|unobserved_gap_after,194.35,191.76,191.76,685.9167,688.3,2.3833,59
W151-T028,151,285.7,A_prereg_0.05s,686.55,686.7167,0.1667,0.15,9,1,1,1,unobserved_gap_before|unobserved_gap_after,266.3,255.92,254.56,685.9167,688.3,2.3833,59
W151-T028,151,285.7,A_prereg_0.05s,686.8833,686.8833,0.0,0.0167,1,0,0,1,unobserved_gap_after,255.53,255.53,255.53,685.9167,688.3,2.3833,59
W151-T028,151,285.7,A_prereg_0.05s,688.0833,688.1,0.0167,0.0333,2,0,1,1,unobserved_gap_before|unobserved_gap_after,274.79,277.54,274.79,685.9167,688.3,2.3833,59
W151-T028,151,285.7,A_prereg_0.05s,688.1667,688.1833,0.0166,0.0333,2,0,1,0,unobserved_gap_before,245.87,259.54,245.87,685.9167,688.3,2.3833,59
W151-T028,151,285.7,A_prereg_0.05s,688.3,688.3,0.0,0.0167,1,0,0,1,track_end,271.12,271.12,271.12,685.9167,688.3,2.3833,59
W151-T029,151,285.7,A_prereg_0.05s,691.5667,691.6667,0.1,0.1167,7,0,0,1,unobserved_gap_after,255.94,230.81,230.81,690.6167,692.0333,1.4166,58
W151-T029,151,285.7,A_prereg_0.05s,691.7667,691.7667,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,177.91,177.91,177.91,690.6167,692.0333,1.4166,58
W151-T029,151,285.7,A_prereg_0.05s,691.8667,691.8833,0.0166,0.0333,2,0,1,1,unobserved_gap_before|unobserved_gap_after,184.2,168.75,168.75,690.6167,692.0333,1.4166,58
W151-T029,151,285.7,A_prereg_0.05s,691.9333,692.0333,0.1,0.1167,7,0,1,1,unobserved_gap_before|track_end,164.17,169.99,158.86,690.6167,692.0333,1.4166,58
W151-T033,151,285.7,A_prereg_0.05s,687.95,688.0167,0.0667,0.0667,4,1,0,1,unobserved_gap_after,285.12,236.12,236.12,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,688.2167,688.25,0.0333,0.0333,2,1,1,1,unobserved_gap_before|unobserved_gap_after,158.33,151.06,151.06,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,688.35,688.35,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,179.23,179.23,179.23,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,688.5167,688.5333,0.0166,0.0333,2,0,1,1,unobserved_gap_before|unobserved_gap_after,221.18,231.29,221.18,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,688.6167,688.65,0.0333,0.0333,2,1,1,0,unobserved_gap_before,253.06,283.57,253.06,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,688.7667,688.85,0.0833,0.0667,4,1,1,1,unobserved_gap_before|unobserved_gap_after,235.86,264.82,232.2,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,688.9167,689.0167,0.1,0.0833,5,2,1,1,unobserved_gap_before|unobserved_gap_after,235.24,215.84,215.84,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,689.1167,689.3667,0.25,0.15,9,5,1,1,unobserved_gap_before|unobserved_gap_after,257.26,225.44,225.44,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,689.4333,689.4667,0.0334,0.0333,2,1,1,1,unobserved_gap_before|unobserved_gap_after,266.14,282.86,266.14,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,689.5667,689.6167,0.05,0.05,3,1,1,1,unobserved_gap_before|unobserved_gap_after,241.7,254.61,241.7,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,689.6833,689.8833,0.2,0.1667,10,3,1,1,unobserved_gap_before|unobserved_gap_after,220.07,272.77,220.07,687.7167,690.0667,2.35,54
W151-T033,151,285.7,A_prereg_0.05s,689.9667,689.9833,0.0166,0.0333,2,0,1,1,unobserved_gap_before|unobserved_gap_after,263.22,275.37,263.22,687.7167,690.0667,2.35,54
W151-T034,151,285.7,A_prereg_0.05s,695.5833,695.6167,0.0334,0.0333,2,1,1,1,track_birth|unobserved_gap_after,55.54,23.17,23.17,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,695.75,695.75,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,36.22,36.22,36.22,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,695.8333,695.8333,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,18.86,18.86,18.86,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,696.0,696.05,0.05,0.05,3,1,1,1,unobserved_gap_before|unobserved_gap_after,65.94,66.86,61.45,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,696.1,696.2,0.1,0.0667,4,2,1,1,unobserved_gap_before|unobserved_gap_after,92.28,131.99,81.47,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,696.3167,696.3833,0.0666,0.0667,4,1,1,1,unobserved_gap_before|unobserved_gap_after,133.03,148.19,124.23,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,696.4333,696.4833,0.05,0.0667,4,0,1,1,unobserved_gap_before|unobserved_gap_after,162.99,173.61,162.99,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,696.6167,696.75,0.1333,0.0833,5,2,1,1,unobserved_gap_before|unobserved_gap_after,93.87,117.01,92.17,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,697.1833,697.3,0.1167,0.1167,7,1,1,1,unobserved_gap_before|unobserved_gap_after,115.74,63.51,63.51,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,697.3667,697.3833,0.0166,0.0333,2,0,1,1,unobserved_gap_before|unobserved_gap_after,69.8,55.39,55.39,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,697.5,697.55,0.05,0.0667,4,0,1,1,unobserved_gap_before|unobserved_gap_after,75.36,85.93,75.36,695.5833,697.8167,2.2334,44
W151-T034,151,285.7,A_prereg_0.05s,697.7,697.8167,0.1167,0.1167,7,1,1,1,unobserved_gap_before|track_end,174.22,272.94,174.22,695.5833,697.8167,2.2334,44
W151-T035,151,285.7,A_prereg_0.05s,694.8833,695.0,0.1167,0.1167,7,1,1,1,unobserved_gap_before|unobserved_gap_after,266.63,273.12,260.55,694.7167,696.45,1.7333,44
W151-T035,151,285.7,A_prereg_0.05s,695.0667,695.0833,0.0166,0.0333,2,0,1,1,unobserved_gap_before|unobserved_gap_after,251.56,254.26,251.56,694.7167,696.45,1.7333,44
W151-T035,151,285.7,A_prereg_0.05s,695.15,695.15,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,262.07,262.07,262.07,694.7167,696.45,1.7333,44
W151-T035,151,285.7,A_prereg_0.05s,695.3,695.4667,0.1667,0.1167,7,3,1,0,unobserved_gap_before,264.06,243.43,243.43,694.7167,696.45,1.7333,44
W151-T035,151,285.7,A_prereg_0.05s,695.5667,695.5667,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,270.62,270.62,270.62,694.7167,696.45,1.7333,44
W151-T035,151,285.7,A_prereg_0.05s,695.7167,695.75,0.0333,0.05,3,0,1,1,unobserved_gap_before|unobserved_gap_after,224.11,232.51,221.98,694.7167,696.45,1.7333,44
W151-T035,151,285.7,A_prereg_0.05s,695.85,695.9667,0.1167,0.0833,5,2,1,1,unobserved_gap_before|unobserved_gap_after,199.26,235.86,199.26,694.7167,696.45,1.7333,44
W151-T035,151,285.7,A_prereg_0.05s,696.0167,696.25,0.2333,0.2,12,2,1,1,unobserved_gap_before|unobserved_gap_after,215.95,214.24,214.12,694.7167,696.45,1.7333,44
W151-T035,151,285.7,A_prereg_0.05s,696.3333,696.3333,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,215.07,215.07,215.07,694.7167,696.45,1.7333,44
W151-T038,151,285.7,A_prereg_0.05s,693.4167,693.8167,0.4,0.35,21,4,0,1,unobserved_gap_after,279.13,213.56,210.67,692.95,693.9833,1.0333,37
W151-T038,151,285.7,A_prereg_0.05s,693.95,693.9833,0.0333,0.05,3,0,1,1,unobserved_gap_before|track_end,209.9,211.65,209.9,692.95,693.9833,1.0333,37
W151-T039,151,285.7,A_prereg_0.05s,693.2167,693.2167,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,230.11,230.11,230.11,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,693.3333,693.3333,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,183.87,183.87,183.87,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,693.4,693.4,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,136.31,136.31,136.31,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,693.55,693.6167,0.0667,0.0667,4,1,1,1,unobserved_gap_before|unobserved_gap_after,144.27,167.17,144.27,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,693.7,693.7333,0.0333,0.0333,2,1,1,1,unobserved_gap_before|unobserved_gap_after,236.24,245.52,236.24,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,693.7833,693.7833,0.0,0.0167,1,0,1,1,unobserved_gap_before|unobserved_gap_after,262.43,262.43,262.43,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,693.85,694.1667,0.3167,0.2,12,7,1,1,unobserved_gap_before|unobserved_gap_after,205.97,138.43,138.43,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,694.25,694.2667,0.0167,0.0333,2,0,1,1,unobserved_gap_before|unobserved_gap_after,120.61,102.16,102.16,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,694.3333,694.4167,0.0834,0.05,3,2,1,1,unobserved_gap_before|unobserved_gap_after,113.54,122.01,113.54,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,694.55,694.6,0.05,0.0667,4,0,1,1,unobserved_gap_before|unobserved_gap_after,101.36,77.54,77.54,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,694.7,694.9333,0.2333,0.15,9,5,1,1,unobserved_gap_before|unobserved_gap_after,70.72,23.48,23.48,693.2167,695.15,1.9333,42
W151-T039,151,285.7,A_prereg_0.05s,695.1,695.15,0.05,0.0333,2,1,1,1,unobserved_gap_before|track_end,85.51,71.98,71.98,693.2167,695.15,1.9333,42
W151-T043,151,285.7,A_prereg_0.05s,685.9667,685.9667,0.0,0.0167,1,0,1,1,track_birth|unobserved_gap_after,120.36,120.36,120.36,685.9667,687.1333,1.1666,41
W151-T043,151,285.7,A_prereg_0.05s,686.0833,686.3833,0.3,0.2833,17,2,1,1,unobserved_gap_before|unobserved_gap_after,196.74,174.44,156.84,685.9667,687.1333,1.1666,41
W151-T043,151,285.7,A_prereg_0.05s,686.4333,686.4833,0.05,0.05,3,1,1,1,unobserved_gap_before|unobserved_gap_after,159.63,156.96,156.96,685.9667,687.1333,1.1666,41
W151-T043,151,285.7,A_prereg_0.05s,686.5833,686.8,0.2167,0.2,12,2,1,1,unobserved_gap_before|unobserved_gap_after,152.59,156.04,151.92,685.9667,687.1333,1.1666,41
W151-T043,151,285.7,A_prereg_0.05s,686.85,686.9,0.05,0.05,3,1,1,1,unobserved_gap_before|unobserved_gap_after,117.74,135.32,117.74,685.9667,687.1333,1.1666,41
