kit_id,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,leiden_cluster,lca_class,franchise_rollup,gateA_group
d2-charger,-0.19246935497263876,-0.11543143613887044,0.22521721070377174,0.520095068116058,0.1481025723067369,-0.7503282197882766,0.4883880339199732,0.004366552672183095,-0.27738555071784576,-0.0380633635684372,0.3754459693095343,0.1437816846741766,-0.4138371563532993,-0.077807946701984,77,2,Diablo,
d2-conc-barb,-0.05633764942925775,-0.056092528521167584,-0.06619590198723592,0.24366827663788074,-0.0028189676058631573,0.18400398916403643,0.6366640859892437,0.05009676317837358,0.26621326354752656,0.10246286984370923,0.16087840847975762,0.07762955102713702,0.4190023240350627,-0.39747744168049376,15,2,Diablo,
d2-daggermancer,-0.055558570359311256,0.06540143897703869,-0.17962902211768625,0.13755267746429653,-0.0035751363711650904,0.2695224264776642,0.6316494506455842,0.1991314324523201,0.12623705781005792,-0.05731928961244884,-0.08529153914957147,0.021143781035987717,0.4691198689318403,-0.6475908278980042,102,2,Diablo,
d2-enchantress,-0.2770419078225617,-0.16699064395672789,-0.023354853223657098,0.09500670104852256,0.12659056085416434,0.013799853842359546,0.5795283122237727,-0.08544637958083244,0.17856463963944372,-0.31234549860517324,-0.09623994573479096,-0.284075197414093,0.31350501732678504,-0.04650942827971998,103,2,Diablo,
d2-fire-druid,-0.16916556576252392,0.33242318987113934,-0.11127331389481121,-0.18448022053385035,-0.09979874404761005,0.2886652106187581,0.15878786770555411,0.5146457125622496,-0.44784062749288955,0.10719801119176857,-0.5115589847815822,-0.007717015725365024,0.440260370340699,-0.23856507592474654,67,2,Diablo,
d2-fire-sorc,-0.1757322489576572,0.21451721543738664,-0.218458798324242,-0.42923394002969395,-0.24606091699116533,-0.12333965302964055,0.22536900422743514,-0.061365983177416435,-0.07217776882865007,-0.28297580399274047,-0.19654501311455952,0.054166288619018656,-0.04901101041873147,0.1111586966453855,104,2,Diablo,
d2-fireclaw-wolf,-0.13744243297005643,-0.05645955921877109,-0.3577125521128576,0.40199481395237713,0.06972588178149725,0.27098826739214293,0.5315472418759514,-0.10213885422890258,0.02350036948004254,-0.0938955750637774,-0.05428617224171418,-0.22717915553332332,0.4844787168470399,-0.32995730373673593,11,2,Diablo,
d2-firewall-sorc,0.21488540778354093,0.202128577464897,0.07232969777138179,-0.4814807109319344,0.38741162823227276,0.044035974956827276,-0.016348776871545182,0.2830947058126011,0.12060133129115422,-0.14114005362198406,-0.43145356121479606,-0.5929606870598224,-0.10523366469850741,0.14973520734753637,105,1,Diablo,
d2-fishyzon,0.14459392395534218,0.5122507654499382,-0.37054109563266313,-0.23010778487503658,-0.09949741574771445,0.11751232510107436,0.02998428451023295,-0.05792472934535488,0.17683080199370177,0.05862886152750736,-0.04187599998754945,0.4308668142642906,0.054104242779991214,-0.008002908323276681,68,0,Diablo,
d2-fohdin,-0.2701966304564884,0.25972195613192545,-0.030209401788550107,-0.026962278599661292,-0.06022825418817877,0.04570998097896465,0.11701512602799954,0.39953407249667794,-0.11569469732819235,0.06010587433710759,-0.09488768031198325,0.23927695444074865,0.21425682442797417,0.258966446396648,9,2,Diablo,
