frame,t_sec,wave,hp,health_max,deficit,delta_hp
2376,722.6,153,20005,20005,0,0
2377,722.6167,153,20005,20005,0,0
2378,722.6333,153,20005,20005,0,0
2379,722.65,153,20005,20005,0,0
2380,722.6667,153,20005,20005,0,0
2381,722.6833,153,20005,20005,0,0
2382,722.7,153,20005,20005,0,0
2383,722.7167,153,20005,20005,0,0
2384,722.7333,153,20005,20005,0,0
2385,722.75,153,20005,20005,0,0
2386,722.7667,153,20005,20005,0,0
2387,722.7833,153,20005,20005,0,0
2388,722.8,153,20005,20005,0,0
2389,722.8167,153,20005,20005,0,0
2390,722.8333,153,20005,20005,0,0
2391,722.85,153,20005,20005,0,0
2392,722.8667,153,20005,20005,0,0
2393,722.8833,153,20005,20005,0,0
2394,722.9,153,20005,20005,0,0
2395,722.9167,153,20005,20005,0,0
2396,722.9333,153,20005,20005,0,0
2397,722.95,153,19994,20005,11,-11
2398,722.9667,153,19994,20005,11,0
2399,722.9833,153,19998,20005,7,4
2400,723.0,153,19998,20005,7,0
2401,723.0167,153,19961,20005,44,-37
2402,723.0333,153,19961,20005,44,0
2403,723.05,153,19925,20005,80,-36
2404,723.0667,153,19925,20005,80,0
2405,723.0833,153,19929,20005,76,4
2406,723.1,153,19929,20005,76,0
2407,723.1167,153,19902,20005,103,-27
2408,723.1333,153,19952,20005,53,50
2409,723.15,153,19952,20005,53,0
2410,723.1667,153,19956,20005,49,4
2411,723.1833,153,19956,20005,49,0
2412,723.2,153,19929,20005,76,-27
2413,723.2167,153,19929,20005,76,0
2414,723.2333,153,19880,20005,125,-49
2415,723.25,153,19880,20005,125,0
2416,723.2667,153,20005,20005,0,125
2417,723.2833,153,20005,20005,0,0
2418,723.3,153,20005,20005,0,0
2419,723.3167,153,19921,20005,84,-84
2420,723.3333,153,19921,20005,84,0
2421,723.35,153,20005,20005,0,84
2422,723.3667,153,20005,20005,0,0
2423,723.3833,153,20005,20005,0,0
2424,723.4,153,20005,20005,0,0
2425,723.4167,153,19961,20005,44,-44
2426,723.4333,153,19965,20005,40,4
2427,723.45,153,19965,20005,40,0
2428,723.4667,153,19969,20005,36,4
2429,723.4833,153,19969,20005,36,0
2430,723.5,153,19942,20005,63,-27
2431,723.5167,153,19942,20005,63,0
2432,723.5333,153,19992,20005,13,50
2433,723.55,153,19996,20005,9,4
2434,723.5667,153,19996,20005,9,0
2435,723.5833,153,19999,20005,6,3
2436,723.6,153,19999,20005,6,0
2437,723.6167,153,19961,20005,44,-38
2438,723.6333,153,19965,20005,40,4
2439,723.65,153,19965,20005,40,0
2440,723.6667,153,19968,20005,37,3
2441,723.6833,153,19968,20005,37,0
2442,723.7,153,19974,20005,31,6
2443,723.7167,153,19974,20005,31,0
2444,723.7333,153,19965,20005,40,-9
2445,723.75,153,19968,20005,37,3
2446,723.7667,153,19968,20005,37,0
2447,723.7833,153,20005,20005,0,37
2448,723.8,153,20005,20005,0,0
2449,723.8167,153,19961,20005,44,-44
2450,723.8333,153,19961,20005,44,0
2451,723.85,153,19964,20005,41,3
2452,723.8667,153,20005,20005,0,41
2453,723.8833,153,20005,20005,0,0
2454,723.9,153,19974,20005,31,-31
2455,723.9167,153,19974,20005,31,0
2456,723.9333,153,19964,20005,41,-10
2457,723.95,153,19968,20005,37,4
2458,723.9667,153,19968,20005,37,0
2459,723.9833,153,19972,20005,33,4
2460,724.0,153,19972,20005,33,0
2461,724.0167,153,19931,20005,74,-41
2462,724.0333,153,19935,20005,70,4
2463,724.05,153,19935,20005,70,0
2464,724.0667,153,19938,20005,67,3
2465,724.0833,153,19938,20005,67,0
2466,724.1,153,20005,20005,0,67
2467,724.1167,153,19961,20005,44,-44
2468,724.1333,153,19961,20005,44,0
2469,724.15,153,19964,20005,41,3
2470,724.1667,153,19964,20005,41,0
2471,724.1833,153,19968,20005,37,4
2472,724.2,153,19974,20005,31,6
2473,724.2167,153,19974,20005,31,0
2474,724.2333,153,19964,20005,41,-10
2475,724.25,153,19968,20005,37,4
2476,724.2667,153,19968,20005,37,0
2477,724.2833,153,19971,20005,34,3
2478,724.3,153,19931,20005,74,-40
2479,724.3167,153,19931,20005,74,0
2480,724.3333,153,19934,20005,71,3
2481,724.35,153,19937,20005,68,3
2482,724.3667,153,19941,20005,64,4
2483,724.3833,153,19941,20005,64,0
2484,724.4,153,19900,20005,105,-41
2485,724.4167,153,19903,20005,102,3
2486,724.4333,153,19903,20005,102,0
2487,724.45,153,18419,20005,1586,-1484
2488,724.4667,153,18422,20005,1583,3
2489,724.4833,153,18422,20005,1583,0
2490,724.5,153,17043,20005,2962,-1379
2491,724.5167,153,17046,20005,2959,3
2492,724.5333,153,17046,20005,2959,0
2493,724.55,153,17049,20005,2956,3
2494,724.5667,153,17049,20005,2956,0
2495,724.5833,153,17052,20005,2953,3
2496,724.6,153,17024,20005,2981,-28
2497,724.6167,153,17024,20005,2981,0
2498,724.6333,153,17014,20005,2991,-10
2499,724.65,153,17014,20005,2991,0
2500,724.6667,153,15565,20005,4440,-1449
2501,724.6833,153,15568,20005,4437,3
2502,724.7,153,15568,20005,4437,0
2503,724.7167,153,15527,20005,4478,-41
2504,724.7333,153,15531,20005,4474,4
2505,724.75,153,15531,20005,4474,0
2506,724.7667,153,15534,20005,4471,3
2507,724.7833,153,15537,20005,4468,3
2508,724.8,153,15537,20005,4468,0
2509,724.8167,153,15496,20005,4509,-41
2510,724.8333,153,15500,20005,4505,4
2511,724.85,153,15500,20005,4505,0
2512,724.8667,153,15503,20005,4502,3
2513,724.8833,153,15507,20005,4498,4
2514,724.9,153,15466,20005,4539,-41
2515,724.9167,153,15466,20005,4539,0
2516,724.9333,153,15469,20005,4536,3
2517,724.95,153,15472,20005,4533,3
2518,724.9667,153,15472,20005,4533,0
2519,724.9833,153,15475,20005,4530,3
2520,725.0,153,15434,20005,4571,-41
2521,725.0167,153,15434,20005,4571,0
2522,725.0333,153,15437,20005,4568,3
2523,725.05,153,15440,20005,4565,3
2524,725.0667,153,15443,20005,4562,3
2525,725.0833,153,15443,20005,4562,0
2526,725.1,153,15415,20005,4590,-28
2527,725.1167,153,15405,20005,4600,-10
2528,725.1333,153,15405,20005,4600,0
2529,725.15,153,15408,20005,4597,3
2530,725.1667,153,15411,20005,4594,3
2531,725.1833,153,15411,20005,4594,0
2532,725.2,153,15383,20005,4622,-28
2533,725.2167,153,15373,20005,4632,-10
2534,725.2333,153,15376,20005,4629,3
2535,725.25,153,15376,20005,4629,0
2536,725.2667,153,15379,20005,4626,3
2537,725.2833,153,15382,20005,4623,3
2538,725.3,153,15354,20005,4651,-28
2539,725.3167,153,15354,20005,4651,0
2540,725.3333,153,15357,20005,4648,3
2541,725.35,153,15360,20005,4645,3
2542,725.3667,153,15363,20005,4642,3
2543,725.3833,153,15363,20005,4642,0
2544,725.4,153,15334,20005,4671,-29
2545,725.4167,153,15337,20005,4668,3
2546,725.4333,153,15340,20005,4665,3
2547,725.45,153,15343,20005,4662,3
2548,725.4667,153,15343,20005,4662,0
2549,725.4833,153,15346,20005,4659,3
2550,725.5,153,15318,20005,4687,-28
2551,725.5167,153,15318,20005,4687,0
2552,725.5333,153,15320,20005,4685,2
2553,725.55,153,15323,20005,4682,3
2554,725.5667,153,15326,20005,4679,3
2555,725.5833,153,15298,20005,4707,-28
2556,725.6,153,15298,20005,4707,0
2557,725.6167,153,15301,20005,4704,3
2558,725.6333,153,15304,20005,4701,3
2559,725.65,153,15304,20005,4701,0
2560,725.6667,153,15306,20005,4699,2
2561,725.6833,153,15309,20005,4696,3
2562,725.7,153,15281,20005,4724,-28
2563,725.7167,153,15281,20005,4724,0
2564,725.7333,153,15284,20005,4721,3
2565,725.75,153,15287,20005,4718,3
2566,725.7667,153,15290,20005,4715,3
2567,725.7833,153,15290,20005,4715,0
2568,725.8,153,15293,20005,4712,3
2569,725.8167,153,15296,20005,4709,3
2570,725.8333,153,15298,20005,4707,2
2571,725.85,153,18150,20005,1855,2852
2572,725.8667,153,18150,20005,1855,0
2573,725.8833,153,18153,20005,1852,3
2574,725.9,153,18156,20005,1849,3
2575,725.9167,153,18158,20005,1847,2
2576,725.9333,153,18158,20005,1847,0
2577,725.95,153,18161,20005,1844,3
2578,725.9667,153,18164,20005,1841,3
2579,725.9833,153,18167,20005,1838,3
2580,726.0,153,18169,20005,1836,2
2581,726.0167,153,18169,20005,1836,0
2582,726.0333,153,18172,20005,1833,3
2583,726.05,153,18175,20005,1830,3
2584,726.0667,153,18177,20005,1828,2
2585,726.0833,153,18180,20005,1825,3
2586,726.1,153,18180,20005,1825,0
2587,726.1167,153,18183,20005,1822,3
2588,726.1333,153,18186,20005,1819,3
2589,726.15,153,18188,20005,1817,2
2590,726.1667,153,18191,20005,1814,3
2591,726.1833,153,18193,20005,1812,2
2592,726.2,153,18193,20005,1812,0
2593,726.2167,153,18196,20005,1809,3
2594,726.2333,153,18199,20005,1806,3
2595,726.25,153,18201,20005,1804,2
2596,726.2667,153,19377,20005,628,1176
2597,726.2833,153,19379,20005,626,2
2598,726.3,153,19382,20005,623,3
2599,726.3167,153,19384,20005,621,2
2600,726.3333,153,19384,20005,621,0
2601,726.35,153,19387,20005,618,3
2602,726.3667,153,20005,20005,0,618
2603,726.3833,153,20005,20005,0,0
2604,726.4,153,20005,20005,0,0
2605,726.4167,153,20005,20005,0,0
2606,726.4333,153,20005,20005,0,0
2607,726.45,153,20005,20005,0,0
2608,726.4667,153,20005,20005,0,0
2609,726.4833,153,20005,20005,0,0
2610,726.5,153,20005,20005,0,0
2611,726.5167,153,20005,20005,0,0
2612,726.5333,153,20005,20005,0,0
2613,726.55,153,20005,20005,0,0
2614,726.5667,153,20005,20005,0,0
2615,726.5833,153,20005,20005,0,0
2616,726.6,153,20005,20005,0,0
2617,726.6167,153,20005,20005,0,0
2618,726.6333,153,20005,20005,0,0
2619,726.65,153,20005,20005,0,0
2620,726.6667,153,20005,20005,0,0
2621,726.6833,153,20005,20005,0,0
2622,726.7,153,20005,20005,0,0
2623,726.7167,153,20005,20005,0,0
2624,726.7333,153,20005,20005,0,0
2625,726.75,153,20005,20005,0,0
2626,726.7667,153,20005,20005,0,0
2627,726.7833,153,20005,20005,0,0
2628,726.8,153,20005,20005,0,0
2629,726.8167,153,20005,20005,0,0
2630,726.8333,153,20005,20005,0,0
2631,726.85,153,20005,20005,0,0
2632,726.8667,153,20005,20005,0,0
2633,726.8833,153,20005,20005,0,0
2634,726.9,153,20005,20005,0,0
2635,726.9167,153,20005,20005,0,0
2636,726.9333,153,20005,20005,0,0
2637,726.95,153,20005,20005,0,0
2638,726.9667,153,20005,20005,0,0
2639,726.9833,153,20005,20005,0,0
2640,727.0,153,20005,20005,0,0
2641,727.0167,153,20005,20005,0,0
2642,727.0333,153,20005,20005,0,0
2643,727.05,153,20005,20005,0,0
2644,727.0667,153,20005,20005,0,0
2645,727.0833,153,20005,20005,0,0
2646,727.1,153,20005,20005,0,0
2647,727.1167,153,20005,20005,0,0
2648,727.1333,153,20005,20005,0,0
2649,727.15,153,20005,20005,0,0
2650,727.1667,153,20005,20005,0,0
2651,727.1833,153,20005,20005,0,0
2652,727.2,153,20005,20005,0,0
2653,727.2167,153,20005,20005,0,0
2654,727.2333,153,20005,20005,0,0
2655,727.25,153,20005,20005,0,0
2656,727.2667,153,20005,20005,0,0
2657,727.2833,153,20005,20005,0,0
2658,727.3,153,20005,20005,0,0
2659,727.3167,153,20005,20005,0,0
2660,727.3333,153,20005,20005,0,0
2661,727.35,153,20005,20005,0,0
2662,727.3667,153,20005,20005,0,0
2663,727.3833,153,20005,20005,0,0
2664,727.4,153,20005,20005,0,0
2665,727.4167,153,20005,20005,0,0
2666,727.4333,153,20005,20005,0,0
2667,727.45,153,20005,20005,0,0
2668,727.4667,153,20005,20005,0,0
2669,727.4833,153,20005,20005,0,0
2670,727.5,153,20005,20005,0,0
2671,727.5167,153,20005,20005,0,0
2672,727.5333,153,20005,20005,0,0
2673,727.55,153,20005,20005,0,0
2674,727.5667,153,20005,20005,0,0
2675,727.5833,153,20005,20005,0,0
2676,727.6,153,20005,20005,0,0
2677,727.6167,153,20005,20005,0,0
2678,727.6333,153,20005,20005,0,0
2679,727.65,153,20005,20005,0,0
2680,727.6667,153,20005,20005,0,0
2681,727.6833,153,20005,20005,0,0
2682,727.7,153,20005,20005,0,0
2683,727.7167,153,20005,20005,0,0
2684,727.7333,153,20005,20005,0,0
2685,727.75,153,20005,20005,0,0
2686,727.7667,153,20005,20005,0,0
2687,727.7833,153,20005,20005,0,0
2688,727.8,153,20005,20005,0,0
2689,727.8167,153,20005,20005,0,0
2690,727.8333,153,20005,20005,0,0
2691,727.85,153,20005,20005,0,0
2692,727.8667,153,20005,20005,0,0
2693,727.8833,153,20005,20005,0,0
2694,727.9,153,20005,20005,0,0
2695,727.9167,153,20005,20005,0,0
2696,727.9333,153,20005,20005,0,0
2697,727.95,153,20005,20005,0,0
2698,727.9667,153,20005,20005,0,0
2699,727.9833,153,20005,20005,0,0
2700,728.0,153,20005,20005,0,0
2701,728.0167,153,20005,20005,0,0
2702,728.0333,153,20005,20005,0,0
2703,728.05,153,20005,20005,0,0
2704,728.0667,153,20005,20005,0,0
2705,728.0833,153,20005,20005,0,0
2706,728.1,153,20005,20005,0,0
2707,728.1167,153,20005,20005,0,0
2708,728.1333,153,20005,20005,0,0
2709,728.15,153,20005,20005,0,0
2710,728.1667,153,20005,20005,0,0
2711,728.1833,153,20005,20005,0,0
2712,728.2,153,20005,20005,0,0
2713,728.2167,153,20005,20005,0,0
2714,728.2333,153,20005,20005,0,0
2715,728.25,153,20005,20005,0,0
2716,728.2667,153,20005,20005,0,0
2717,728.2833,153,20005,20005,0,0
2718,728.3,153,20005,20005,0,0
2719,728.3167,153,20005,20005,0,0
2720,728.3333,153,20005,20005,0,0
2721,728.35,153,20005,20005,0,0
2722,728.3667,153,20005,20005,0,0
2723,728.3833,153,20005,20005,0,0
2724,728.4,153,20005,20005,0,0
2725,728.4167,153,20005,20005,0,0
2726,728.4333,153,20005,20005,0,0
2727,728.45,153,20005,20005,0,0
2728,728.4667,153,20005,20005,0,0
2729,728.4833,153,20005,20005,0,0
2730,728.5,153,20005,20005,0,0
2731,728.5167,153,20005,20005,0,0
2732,728.5333,153,20005,20005,0,0
2733,728.55,153,20005,20005,0,0
2734,728.5667,153,20005,20005,0,0
2735,728.5833,153,20005,20005,0,0
2736,728.6,153,20005,20005,0,0
2737,728.6167,153,20005,20005,0,0
2738,728.6333,153,20005,20005,0,0
2739,728.65,153,20005,20005,0,0
2740,728.6667,153,20005,20005,0,0
2741,728.6833,153,20005,20005,0,0
2742,728.7,153,20005,20005,0,0
2743,728.7167,153,20005,20005,0,0
2744,728.7333,153,20005,20005,0,0
2745,728.75,153,20005,20005,0,0
2746,728.7667,153,20005,20005,0,0
2747,728.7833,153,20005,20005,0,0
2748,728.8,153,20005,20005,0,0
2749,728.8167,153,20005,20005,0,0
2750,728.8333,153,20005,20005,0,0
2751,728.85,153,20005,20005,0,0
2752,728.8667,153,20005,20005,0,0
2753,728.8833,153,20005,20005,0,0
2754,728.9,153,20005,20005,0,0
2755,728.9167,153,20005,20005,0,0
2756,728.9333,153,20005,20005,0,0
2757,728.95,153,20005,20005,0,0
2758,728.9667,153,20005,20005,0,0
2759,728.9833,153,20005,20005,0,0
2760,729.0,153,20005,20005,0,0
2761,729.0167,153,20005,20005,0,0
2762,729.0333,153,20005,20005,0,0
2763,729.05,153,20005,20005,0,0
2764,729.0667,153,20005,20005,0,0
2765,729.0833,153,20005,20005,0,0
2766,729.1,153,20005,20005,0,0
2767,729.1167,153,20005,20005,0,0
2768,729.1333,153,20005,20005,0,0
2769,729.15,153,20005,20005,0,0
2770,729.1667,153,20005,20005,0,0
2771,729.1833,153,20005,20005,0,0
2772,729.2,153,20005,20005,0,0
2773,729.2167,153,20005,20005,0,0
2774,729.2333,153,20005,20005,0,0
2775,729.25,153,20005,20005,0,0
2776,729.2667,153,20005,20005,0,0
2777,729.2833,153,20005,20005,0,0
2778,729.3,153,20005,20005,0,0
2779,729.3167,153,20005,20005,0,0
2780,729.3333,153,20005,20005,0,0
2781,729.35,153,20005,20005,0,0
2782,729.3667,153,20005,20005,0,0
2783,729.3833,153,20005,20005,0,0
2784,729.4,153,20005,20005,0,0
2785,729.4167,153,20005,20005,0,0
2786,729.4333,153,20005,20005,0,0
2787,729.45,153,20005,20005,0,0
2788,729.4667,153,20005,20005,0,0
2789,729.4833,153,20005,20005,0,0
2790,729.5,153,20005,20005,0,0
2791,729.5167,153,20005,20005,0,0
2792,729.5333,153,20005,20005,0,0
2793,729.55,153,20005,20005,0,0
2794,729.5667,153,20005,20005,0,0
2795,729.5833,153,20005,20005,0,0
2796,729.6,153,20005,20005,0,0
2797,729.6167,153,20005,20005,0,0
2798,729.6333,153,20005,20005,0,0
2799,729.65,153,20005,20005,0,0
2800,729.6667,153,20005,20005,0,0
2801,729.6833,153,20005,20005,0,0
2802,729.7,153,20005,20005,0,0
2803,729.7167,153,20005,20005,0,0
2804,729.7333,153,20005,20005,0,0
2805,729.75,153,20005,20005,0,0
2806,729.7667,153,20005,20005,0,0
2807,729.7833,153,20005,20005,0,0
2808,729.8,154,20005,20005,0,0
2809,729.8167,154,20005,20005,0,0
2810,729.8333,154,20005,20005,0,0
2811,729.85,154,20005,20005,0,0
2812,729.8667,154,20005,20005,0,0
2813,729.8833,154,20005,20005,0,0
2814,729.9,154,20005,20005,0,0
2815,729.9167,154,20005,20005,0,0
2816,729.9333,154,20005,20005,0,0
2817,729.95,154,20005,20005,0,0
2818,729.9667,154,20005,20005,0,0
2819,729.9833,154,20005,20005,0,0
2820,730.0,154,20005,20005,0,0
2821,730.0167,154,20005,20005,0,0
2822,730.0333,154,20005,20005,0,0
2823,730.05,154,20005,20005,0,0
2824,730.0667,154,20005,20005,0,0
2825,730.0833,154,20005,20005,0,0
2826,730.1,154,20005,20005,0,0
2827,730.1167,154,20005,20005,0,0
2828,730.1333,154,20005,20005,0,0
2829,730.15,154,20005,20005,0,0
2830,730.1667,154,20005,20005,0,0
2831,730.1833,154,20005,20005,0,0
2832,730.2,154,20005,20005,0,0
2833,730.2167,154,20005,20005,0,0
2834,730.2333,154,20005,20005,0,0
2835,730.25,154,20005,20005,0,0
2836,730.2667,154,20005,20005,0,0
2837,730.2833,154,20005,20005,0,0
2838,730.3,154,20005,20005,0,0
2839,730.3167,154,20005,20005,0,0
2840,730.3333,154,20005,20005,0,0
2841,730.35,154,20005,20005,0,0
2842,730.3667,154,20005,20005,0,0
2843,730.3833,154,20005,20005,0,0
2844,730.4,154,20005,20005,0,0
2845,730.4167,154,20005,20005,0,0
2846,730.4333,154,20005,20005,0,0
2847,730.45,154,20005,20005,0,0
2848,730.4667,154,20005,20005,0,0
2849,730.4833,154,20005,20005,0,0
2850,730.5,154,20005,20005,0,0
2851,730.5167,154,20005,20005,0,0
2852,730.5333,154,20005,20005,0,0
2853,730.55,154,20005,20005,0,0
2854,730.5667,154,20005,20005,0,0
2855,730.5833,154,20005,20005,0,0
2856,730.6,154,20005,20005,0,0
2857,730.6167,154,20005,20005,0,0
2858,730.6333,154,20005,20005,0,0
2859,730.65,154,20005,20005,0,0
2860,730.6667,154,20005,20005,0,0
2861,730.6833,154,20005,20005,0,0
2862,730.7,154,20005,20005,0,0
2863,730.7167,154,20005,20005,0,0
2864,730.7333,154,20005,20005,0,0
2865,730.75,154,20005,20005,0,0
2866,730.7667,154,20005,20005,0,0
2867,730.7833,154,20005,20005,0,0
2868,730.8,154,20005,20005,0,0
2869,730.8167,154,20005,20005,0,0
2870,730.8333,154,20005,20005,0,0
2871,730.85,154,20005,20005,0,0
2872,730.8667,154,20005,20005,0,0
2873,730.8833,154,20005,20005,0,0
2874,730.9,154,20005,20005,0,0
2875,730.9167,154,20005,20005,0,0
2876,730.9333,154,20005,20005,0,0
2877,730.95,154,20005,20005,0,0
2878,730.9667,154,20005,20005,0,0
2879,730.9833,154,20005,20005,0,0
2880,731.0,154,20005,20005,0,0
2881,731.0167,154,20005,20005,0,0
2882,731.0333,154,20005,20005,0,0
2883,731.05,154,20005,20005,0,0
2884,731.0667,154,20005,20005,0,0
2885,731.0833,154,20005,20005,0,0
2886,731.1,154,20005,20005,0,0
2887,731.1167,154,20005,20005,0,0
2888,731.1333,154,20005,20005,0,0
2889,731.15,154,20005,20005,0,0
2890,731.1667,154,20005,20005,0,0
2891,731.1833,154,20005,20005,0,0
2892,731.2,154,20005,20005,0,0
2893,731.2167,154,20005,20005,0,0
2894,731.2333,154,20005,20005,0,0
2895,731.25,154,20005,20005,0,0
2896,731.2667,154,20005,20005,0,0
2897,731.2833,154,20005,20005,0,0
2898,731.3,154,20005,20005,0,0
2899,731.3167,154,20005,20005,0,0
2900,731.3333,154,20005,20005,0,0
2901,731.35,154,20005,20005,0,0
2902,731.3667,154,20005,20005,0,0
2903,731.3833,154,20005,20005,0,0
2904,731.4,154,20005,20005,0,0
2905,731.4167,154,20005,20005,0,0
2906,731.4333,154,20005,20005,0,0
2907,731.45,154,20005,20005,0,0
2908,731.4667,154,20005,20005,0,0
2909,731.4833,154,20005,20005,0,0
2910,731.5,154,20005,20005,0,0
2911,731.5167,154,20005,20005,0,0
2912,731.5333,154,20005,20005,0,0
2913,731.55,154,20005,20005,0,0
2914,731.5667,154,20005,20005,0,0
2915,731.5833,154,20005,20005,0,0
2916,731.6,154,20005,20005,0,0
2917,731.6167,154,20005,20005,0,0
2918,731.6333,154,20005,20005,0,0
2919,731.65,154,20005,20005,0,0
2920,731.6667,154,20005,20005,0,0
2921,731.6833,154,20005,20005,0,0
2922,731.7,154,20005,20005,0,0
2923,731.7167,154,20005,20005,0,0
2924,731.7333,154,20005,20005,0,0
2925,731.75,154,20005,20005,0,0
2926,731.7667,154,20005,20005,0,0
2927,731.7833,154,20005,20005,0,0
2928,731.8,154,20005,20005,0,0
2929,731.8167,154,20005,20005,0,0
2930,731.8333,154,20005,20005,0,0
2931,731.85,154,20005,20005,0,0
2932,731.8667,154,20005,20005,0,0
2933,731.8833,154,20005,20005,0,0
2934,731.9,154,20005,20005,0,0
2935,731.9167,154,20005,20005,0,0
2936,731.9333,154,20005,20005,0,0
2937,731.95,154,20005,20005,0,0
2938,731.9667,154,20005,20005,0,0
2939,731.9833,154,20005,20005,0,0
2940,732.0,154,20005,20005,0,0
2941,732.0167,154,20005,20005,0,0
2942,732.0333,154,20005,20005,0,0
2943,732.05,154,20005,20005,0,0
2944,732.0667,154,20005,20005,0,0
2945,732.0833,154,20005,20005,0,0
2946,732.1,154,20005,20005,0,0
2947,732.1167,154,20005,20005,0,0
2948,732.1333,154,20005,20005,0,0
2949,732.15,154,20005,20005,0,0
2950,732.1667,154,20005,20005,0,0
2951,732.1833,154,20005,20005,0,0
2952,732.2,154,20005,20005,0,0
2953,732.2167,154,20005,20005,0,0
2954,732.2333,154,20005,20005,0,0
2955,732.25,154,20005,20005,0,0
2956,732.2667,154,20005,20005,0,0
2957,732.2833,154,20005,20005,0,0
2958,732.3,154,20005,20005,0,0
2959,732.3167,154,20005,20005,0,0
2960,732.3333,154,20005,20005,0,0
2961,732.35,154,20005,20005,0,0
2962,732.3667,154,20005,20005,0,0
2963,732.3833,154,20005,20005,0,0
2964,732.4,154,20005,20005,0,0
2965,732.4167,154,20005,20005,0,0
2966,732.4333,154,20005,20005,0,0
2967,732.45,154,20005,20005,0,0
2968,732.4667,154,20005,20005,0,0
2969,732.4833,154,20005,20005,0,0
2970,732.5,154,20005,20005,0,0
2971,732.5167,154,20005,20005,0,0
2972,732.5333,154,20005,20005,0,0
2973,732.55,154,20005,20005,0,0
2974,732.5667,154,20005,20005,0,0
2975,732.5833,154,20005,20005,0,0
2976,732.6,154,20005,20005,0,0
2977,732.6167,154,20005,20005,0,0
2978,732.6333,154,20005,20005,0,0
2979,732.65,154,20005,20005,0,0
2980,732.6667,154,20005,20005,0,0
2981,732.6833,154,20005,20005,0,0
2982,732.7,154,20005,20005,0,0
2983,732.7167,154,20005,20005,0,0
2984,732.7333,154,20005,20005,0,0
2985,732.75,154,20005,20005,0,0
2986,732.7667,154,20005,20005,0,0
2987,732.7833,154,20005,20005,0,0
2988,732.8,154,20005,20005,0,0
2989,732.8167,154,20005,20005,0,0
2990,732.8333,154,20005,20005,0,0
2991,732.85,154,20005,20005,0,0
2992,732.8667,154,20005,20005,0,0
2993,732.8833,154,20005,20005,0,0
2994,732.9,154,20005,20005,0,0
2995,732.9167,154,20005,20005,0,0
2996,732.9333,154,20005,20005,0,0
2997,732.95,154,20005,20005,0,0
2998,732.9667,154,20005,20005,0,0
2999,732.9833,154,20005,20005,0,0
3000,733.0,154,20005,20005,0,0
3001,733.0167,154,19538,20005,467,-467
3002,733.0333,154,19540,20005,465,2
3003,733.05,154,19543,20005,462,3
3004,733.0667,154,19545,20005,460,2
3005,733.0833,154,19547,20005,458,2
3006,733.1,154,19550,20005,455,3
3007,733.1167,154,19552,20005,453,2
3008,733.1333,154,19554,20005,451,2
3009,733.15,154,19554,20005,451,0
3010,733.1667,154,19557,20005,448,3
3011,733.1833,154,19559,20005,446,2
3012,733.2,154,19561,20005,444,2
3013,733.2167,154,19564,20005,441,3
3014,733.2333,154,20005,20005,0,441
3015,733.25,154,20005,20005,0,0
3016,733.2667,154,20005,20005,0,0
3017,733.2833,154,20005,20005,0,0
3018,733.3,154,20005,20005,0,0
3019,733.3167,154,20005,20005,0,0
3020,733.3333,154,20005,20005,0,0
3021,733.35,154,20005,20005,0,0
3022,733.3667,154,20005,20005,0,0
3023,733.3833,154,20005,20005,0,0
3024,733.4,154,20005,20005,0,0
3025,733.4167,154,20005,20005,0,0
3026,733.4333,154,20005,20005,0,0
3027,733.45,154,20005,20005,0,0
3028,733.4667,154,20005,20005,0,0
3029,733.4833,154,20005,20005,0,0
3030,733.5,154,20005,20005,0,0
3031,733.5167,154,20005,20005,0,0
3032,733.5333,154,20005,20005,0,0
3033,733.55,154,20005,20005,0,0
3034,733.5667,154,20005,20005,0,0
3035,733.5833,154,20005,20005,0,0
3036,733.6,154,20005,20005,0,0
3037,733.6167,154,20005,20005,0,0
3038,733.6333,154,20005,20005,0,0
3039,733.65,154,20005,20005,0,0
3040,733.6667,154,20005,20005,0,0
3041,733.6833,154,20005,20005,0,0
3042,733.7,154,20005,20005,0,0
3043,733.7167,154,20005,20005,0,0
3044,733.7333,154,20005,20005,0,0
3045,733.75,154,20005,20005,0,0
3046,733.7667,154,20005,20005,0,0
3047,733.7833,154,16821,20005,3184,-3184
3048,733.8,154,16824,20005,3181,3
3049,733.8167,154,17201,20005,2804,377
3050,733.8333,154,17204,20005,2801,3
3051,733.85,154,17204,20005,2801,0
3052,733.8667,154,17206,20005,2799,2
3053,733.8833,154,17156,20005,2849,-50
3054,733.9,154,17159,20005,2846,3
3055,733.9167,154,17643,20005,2362,484
3056,733.9333,154,17646,20005,2359,3
3057,733.95,154,17646,20005,2359,0
3058,733.9667,154,17649,20005,2356,3
3059,733.9833,154,17649,20005,2356,0
3060,734.0,154,17599,20005,2406,-50
3061,734.0167,154,17599,20005,2406,0
3062,734.0333,154,17601,20005,2404,2
3063,734.05,154,18660,20005,1345,1059
3064,734.0667,154,18663,20005,1342,3
3065,734.0833,154,18663,20005,1342,0
3066,734.1,154,18613,20005,1392,-50
3067,734.1167,154,18616,20005,1389,3
3068,734.1333,154,19562,20005,443,946
3069,734.15,154,19562,20005,443,0
3070,734.1667,154,19565,20005,440,3
3071,734.1833,154,19516,20005,489,-49
3072,734.2,154,19516,20005,489,0
3073,734.2167,154,20005,20005,0,489
3074,734.2333,154,20005,20005,0,0
3075,734.25,154,20005,20005,0,0
3076,734.2667,154,20005,20005,0,0
