i,pts_s,play_time,gate,L,kills,deaths,max_level,life_healed,total_score,health_potions,mana_potions,dps,shield_block_chance,defaultkickattack,defaultweaponattack,onslaught,werewolf1,werewolf1_skill01_claws,werewolf1_skill02_charge
0,0.0,358,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
1,0.5,358,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
2,1.0,358,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
3,1.5,358,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
4,2.0,359,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
5,2.5,359,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
6,3.0,360,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
7,3.5,360,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
8,4.0,361,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
9,4.5,361,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
10,5.0,362,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
11,5.5,362,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
12,6.0,363,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
13,6.5,363,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
14,7.0,364,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
15,7.5,364,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
16,8.0,365,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
17,8.5,365,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
18,9.0,366,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
19,9.5,366,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
20,10.0,367,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
21,10.5,367,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
22,11.0,,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
23,11.5,,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
24,12.0,369,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
25,12.5,369,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
26,13.0,370,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
27,13.5,370,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
28,14.0,371,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
29,14.5,371,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
30,15.0,372,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
31,15.5,372,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
32,16.0,373,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
33,16.5,373,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
34,17.0,374,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
35,17.5,374,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
36,18.0,375,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
37,18.5,375,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
38,19.0,376,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
39,19.5,376,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
40,20.0,377,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
41,20.5,377,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
42,21.0,378,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
43,21.5,378,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
44,22.0,379,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
45,22.5,379,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
46,23.0,380,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
47,23.5,380,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
48,24.0,381,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
49,24.5,381,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
50,25.0,382,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
51,25.5,382,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
52,26.0,383,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
53,26.5,383,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
54,27.0,384,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
55,27.5,384,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
56,28.0,385,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
57,28.5,385,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
58,29.0,386,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
59,29.5,386,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
60,30.0,387,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
61,30.5,387,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
62,31.0,388,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
63,31.5,388,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
64,32.0,389,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
65,32.5,389,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
66,33.0,390,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
67,33.5,390,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
68,34.0,391,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
69,34.5,391,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
70,35.0,392,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
71,35.5,392,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
72,36.0,393,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
73,36.5,393,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
74,37.0,394,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
75,37.5,394,OK,1481,2,0,1,,0,0,0,0.0,,,8,,,,
76,38.0,395,OK,1481,2,0,1,,0,0,0,0.0,,,8,,,,
77,38.5,395,OK,1481,2,0,1,,0,0,0,0.0,,,8,,,,
78,39.0,396,OK,1481,2,0,1,,0,0,0,0.0,,,8,,,,
79,39.5,396,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
80,40.0,397,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
81,40.5,397,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
82,41.0,398,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
83,41.5,398,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
84,42.0,399,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
85,42.5,399,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
86,43.0,400,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
87,43.5,400,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
88,44.0,401,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
89,44.5,401,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
90,45.0,402,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
91,45.5,402,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
92,46.0,403,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
93,46.5,403,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
94,47.0,404,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
95,47.5,404,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
96,48.0,405,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
97,48.5,405,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
98,49.0,406,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
99,49.5,406,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
100,50.0,407,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
101,50.5,407,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
102,51.0,408,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
103,51.5,408,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
104,52.0,409,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
105,52.5,409,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
106,53.0,410,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
107,53.5,410,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
108,54.0,411,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
109,54.5,411,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
110,55.0,412,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
111,55.5,412,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
112,56.0,413,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
113,56.5,413,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
114,57.0,414,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
115,57.5,414,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
116,58.0,415,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
117,58.5,415,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
118,59.0,416,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
119,59.5,416,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
120,60.0,417,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
121,60.5,417,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
122,61.0,418,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
123,61.5,418,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
124,62.0,419,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
125,62.5,419,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
126,63.0,420,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
127,63.5,420,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
128,64.0,421,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
129,64.5,421,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
130,65.0,422,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
131,65.5,422,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
132,66.0,423,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
133,66.5,423,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
134,67.0,424,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
135,67.5,424,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
136,68.0,425,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
137,68.5,425,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
138,69.0,426,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
139,69.5,426,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
140,70.0,427,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
141,70.5,427,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
142,71.0,428,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
143,71.5,428,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
144,72.0,429,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
145,72.5,429,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
146,73.0,430,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
147,73.5,430,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
148,74.0,431,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
149,74.5,431,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
150,75.0,432,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
151,75.5,432,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
152,76.0,433,OK,1481,2,0,1,,0,0,0,0.0,,,,,,,
153,76.5,433,OK,1481,2,0,1,16.33,0,0,0,0.0,,,,,,,
154,77.0,434,OK,1481,2,0,1,16.33,0,0,0,0.0,,,,,,,
155,77.5,434,OK,1481,2,0,1,16.33,0,0,0,0.0,,,,,,,
156,78.0,435,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
157,78.5,435,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
158,79.0,436,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
159,79.5,436,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
160,80.0,437,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
161,80.5,437,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
162,81.0,438,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
163,81.5,438,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
164,82.0,439,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
165,82.5,439,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
166,83.0,440,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
167,83.5,440,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
168,84.0,441,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
169,84.5,441,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
170,85.0,442,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
171,85.5,442,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
172,86.0,443,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
173,86.5,443,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
174,87.0,444,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
175,87.5,444,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
176,88.0,445,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
177,88.5,445,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
178,89.0,446,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
179,89.5,446,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
180,90.0,447,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
181,90.5,447,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
182,91.0,448,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
183,91.5,448,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
184,92.0,449,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
185,92.5,449,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
186,93.0,450,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
187,93.5,450,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
188,94.0,451,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
189,94.5,451,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
190,95.0,452,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
191,95.5,452,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
192,96.0,453,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
193,96.5,453,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
194,97.0,454,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
195,97.5,454,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
196,98.0,455,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
197,98.5,455,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
198,99.0,456,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
199,99.5,456,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
200,100.0,457,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
201,100.5,457,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
202,101.0,458,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
203,101.5,458,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
204,102.0,459,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
205,102.5,459,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
206,103.0,460,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
207,103.5,460,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
208,104.0,461,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
209,104.5,461,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
210,105.0,462,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
211,105.5,462,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
212,106.0,463,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
213,106.5,463,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
214,107.0,464,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
215,107.5,464,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
216,108.0,464,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
217,108.5,464,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
218,109.0,464,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
219,109.5,464,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
220,110.0,465,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
221,110.5,465,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
222,111.0,466,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
223,111.5,466,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
224,112.0,467,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
225,112.5,467,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
226,113.0,468,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
227,113.5,468,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
228,114.0,469,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
229,114.5,469,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
230,115.0,470,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
231,115.5,470,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
232,116.0,471,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
233,116.5,471,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
234,117.0,472,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
235,117.5,472,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
236,118.0,473,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
237,118.5,473,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
238,119.0,474,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
239,119.5,474,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
240,120.0,475,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
241,120.5,475,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
242,121.0,476,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
243,121.5,476,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
244,122.0,477,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
245,122.5,477,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
246,123.0,478,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
247,123.5,478,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
248,124.0,479,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
249,124.5,479,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
250,125.0,,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
251,125.5,,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
252,126.0,,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
253,126.5,481,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
254,127.0,482,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
255,127.5,482,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
256,128.0,483,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
257,128.5,483,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
258,129.0,484,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
259,129.5,484,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
260,130.0,485,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
261,130.5,485,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
262,131.0,486,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
263,131.5,486,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
264,132.0,487,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
265,132.5,487,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
266,133.0,488,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
267,133.5,488,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
268,134.0,489,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
269,134.5,489,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
270,135.0,490,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
271,135.5,490,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
272,136.0,491,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
273,136.5,491,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
274,137.0,492,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
275,137.5,492,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
276,138.0,493,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
277,138.5,493,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
278,139.0,494,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
279,139.5,494,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
280,140.0,495,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
281,140.5,495,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
282,141.0,496,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
283,141.5,496,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
284,142.0,497,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
285,142.5,497,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
286,143.0,498,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
287,143.5,498,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
288,144.0,499,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
289,144.5,499,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
290,145.0,500,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
291,145.5,500,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
292,146.0,501,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
293,146.5,501,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
294,147.0,502,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
295,147.5,502,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
296,148.0,503,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
297,148.5,503,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
298,149.0,504,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
299,149.5,504,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
300,150.0,505,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,,,,,
301,150.5,505,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
302,151.0,506,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
303,151.5,506,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
304,152.0,507,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
305,152.5,507,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
306,153.0,508,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
307,153.5,508,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
308,154.0,509,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
309,154.5,509,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
310,155.0,510,OK,1481,2,0,1,16.33,0,0,0,0.0,15.0,,8,,,,
